regionbase,tax_sce,region_scenario,tb,prop,prop2,te,varphi,pe,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,CeHH_prime,CeFH_prime,CeHF_prime,CeFF_prime,Ge_prime,Ce_prime,Gestar_prime,Cestar_prime,VgFH_prime,VgHF_prime,VgFH1_prime,VgFH2_prime,CeFH1_prime,CeFH2_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,pai_g,subsidy_ratio,welfare,welfare_noexternality
OECD37 as Home,EPC_hybrid,3,1.5798815776068311,0.9977352015041746,0.5989328430279294,4.0,4.0,0.9975368072302444,0.037121295116937514,0.8193745238744042,0.02846425170401876,0.0,23.621357166987423,23.621357166987423,4.381115783785256,0.4208932840382649,0.9671294525988673,17.852218646564392,4.802009067823521,5.348245236384123,18.81934809916326,18.273111930602656,4.577005195532776,15.07042204536507,3.509603518030344,1.0674016775024289,0.2042510951274328,0.06439570686623632,91.87470066666666,123.29863979999995,67.87827516382826,115.01906423283837,13.781205100000001,18.39892280620131,-2.875165,-0.02910992973270446,-0.0033676525082872726,-0.14470912090680346,-0.025614349206578298,-0.029145833012577782,-1.252405900836738,-0.2216830693973435,-8.654643833012578,-9.575760054160051,0.19196320852036716,26.268168699141636,-11.412036332330919
OECD37 as Home,EPC_hybrid,3,1.6513718946448988,0.9990087547707409,0.6061815464231926,4.2,4.2,0.9929370876892366,0.03686450562074588,0.8194428892693169,0.027966713790973933,0.0,23.56683428762085,23.56683428762085,4.270647114312934,0.41490337445180886,0.9415828038375855,17.939700995018512,4.685550488764743,5.212229918150519,18.8812837988561,18.35460436947032,4.54534339993742,15.035268413437496,3.4482577701029866,1.097085629834429,0.19560447321813382,0.06460931931824314,91.87470066666666,123.29863979999995,67.85670153023672,115.04063786642989,13.781205100000001,18.39438611488627,-2.875165,-0.08337306546497025,-0.009606971038942737,-0.13669163083671057,-0.01609690515286778,-0.08366871237915063,-1.1904702011438992,-0.1401906305296805,-8.709166712379151,-9.981821196637101,0.19965921685439036,28.158172251835033,-11.655291293615932
OECD37 as Home,EPC_hybrid,3,1.7234730784768792,0.997324087044902,0.6133768458387865,4.4,4.4,0.9885968873704815,0.03662141344467783,0.8193467523259581,0.02748661001798638,0.0,23.515271705525425,23.515271705525425,4.1634566158012,0.40926502148111654,0.9195412687722684,18.023008799470837,4.572721637282317,5.0829978845734685,18.942550068243104,18.432273820951952,4.515370465282207,15.016899232453689,3.389061627930774,1.126308837351439,0.18744326311315646,0.06477074412954749,91.87470066666666,123.29863979999996,67.8237168658198,115.07362253084682,13.7812051,18.389881800436424,-2.875165,-0.13445952874880363,-0.015436077286381439,-0.1288938276484684,-0.0071365267601043334,-0.1352312944745755,-1.1292039317568943,-0.06252117904804777,-8.760729294474576,-10.3931660404615,0.20729473317167904,30.05971076002653,-11.896571976883784
OECD37 as Home,EPC_hybrid,3,1.7942559396298186,0.999041576431844,0.6200837768539033,4.6000000000000005,4.6000000000000005,0.984494813668278,0.03639093556943943,0.8194429046526972,0.02703401451685065,0.0,23.4664339785409,23.4664339785409,4.064024354597123,0.40394813232028043,0.896026827614421,18.102434664009085,4.467972486917404,4.960051182211544,18.998461491623505,18.506382796329365,4.48695285676132,14.982468489728832,3.3332572182611386,1.1536956385001813,0.17993286448802037,0.06484792790276028,91.87470066666667,123.29863979999996,67.80707076987899,115.09026862678766,13.781205100000001,18.38558407292237,-2.875165,-0.18264015094581076,-0.0208942188657775,-0.12183260604772912,0.001315365023177532,-0.1840690214591021,-1.0732925083764933,0.011587796329365574,-8.809567021459102,-10.797953525499361,0.214686712153265,31.972182059105954,-12.135726101369002
OECD37 as Home,EPC_hybrid,3,1.865680570792663,0.9980193850853686,0.626736173575048,4.800000000000001,4.800000000000001,0.9806119204006039,0.03617196764268926,0.8193825270466107,0.02659611733701017,0.0,23.420111906588307,23.420111906588307,3.967293837693962,0.3989218658027016,0.8756521518336324,18.178244051258055,4.366215703496664,4.842945989527594,19.05389620309169,18.577165917060757,4.459954409233197,14.963724761560535,3.279265091614552,1.1806893176186457,0.1728177147162993,0.06488510573052586,91.87470066666666,123.29863979999993,67.77940699116685,115.11793240549979,13.781205100000001,18.381319680493004,-2.875165,-0.22815402909446403,-0.02601558025191306,-0.11493569828754302,0.009301258878912193,-0.2303910934116935,-1.0178577969083094,0.08237091706075717,-8.855889093411694,-11.207967432996655,0.2220230679197747,33.89500052344602,-12.372652756919669
OECD37 as Home,EPC_hybrid,3,1.9367473669677304,0.9974750000856981,0.633141730633704,5.0,5.0,0.9769310136405714,0.03596405958071972,0.8193487189332723,0.026177475875279,0.0,23.37611473639566,23.37611473639566,3.8753806251204295,0.39417510557931984,0.855886463979203,18.25067254171693,4.269555730699749,4.7312670890996325,19.106559005696134,18.64484764729625,4.4343196279888994,14.94383204791359,3.2276471688192148,1.2066724591696845,0.16616352667647716,0.06487256450799027,91.87470066666666,123.29863979999998,67.75497723336008,115.14236216330657,13.781205100000001,18.377171121326803,-2.875165,-0.2712171785315628,-0.030830535972851462,-0.1084502616905323,0.016860063471808875,-0.2743882636043402,-0.9651949943038645,0.15005264729624912,-8.89988626360434,-11.617035258170501,0.22921115808842352,35.82764680669456,-12.607266524202535
OECD37 as Home,EPC_hybrid,3,2.0068226923385932,0.999138331047906,0.6391847153457116,5.2,5.2,0.9734367153500859,0.035766076230213474,0.8194463365672653,0.025780052189982864,0.0,23.33427130588557,23.33427130588557,3.789253379602716,0.3896759797088352,0.8353942743101054,18.31994767226463,4.178929359311551,4.624647653912821,19.155341946574733,18.709623651973462,4.409908550168432,14.913270173236384,3.1786453689978975,1.231263181170524,0.1599850013457256,0.0648061433729038,91.87470066666668,123.29863979999996,67.74185111948015,115.15548827718649,13.781205100000001,18.373191172163843,-2.875165,-0.31202219497033046,-0.03536583020649571,-0.10248711208844304,0.024025402167420214,-0.31623169411443186,-0.9164120534252653,0.21482865197346257,-8.941729694114432,-12.021217145239783,0.23619680154412348,37.76963978215846,-12.839498978996739
OECD37 as Home,EPC_hybrid,3,2.0776698938730362,0.9981310688495808,0.645199145842972,5.4,5.4,0.9701152999081772,0.03557738233044911,0.8193846788040897,0.02539376899349672,0.0,23.29442843180625,23.29442843180625,3.7050210551050378,0.3854075510632162,0.8177321888549235,18.386267636784964,4.090428606168254,4.522753243959961,19.203999825639887,18.77167518784818,4.386642848988928,14.898176292720452,3.1310171762935592,1.2556256726953685,0.15409635081971207,0.06471498823147646,91.87470066666666,123.29863979999996,67.71726020322235,115.18007919344429,13.7812051,18.369233119312426,-2.875165,-0.35074052522957067,-0.03964501377572902,-0.09661494886018857,0.030827584562272702,-0.35607456819375116,-0.8677541743601118,0.2768801878481817,-8.981572568193751,-12.431134216896984,0.2431415224012547,39.72051445083774,-13.069308937152934
OECD37 as Home,EPC_hybrid,3,2.1475719818809647,0.9991733637344776,0.6508881906914833,5.6000000000000005,5.6000000000000005,0.9669541179173087,0.03539732130385459,0.8194472452020899,0.025026253445821794,0.0,23.25644427979329,23.25644427979329,3.6259033293994336,0.38135226513530884,0.7993683638704401,18.44982032138811,4.007255594534742,4.425271693269874,19.24918868525855,18.83117258652342,4.364441569328832,14.872948287537383,3.0857030091598894,1.2787385601689394,0.1486118390223034,0.06458197255940246,91.87470066666666,123.29863979999999,67.70327514423612,115.19406425243054,13.7812051,18.365432990284198,-2.875165,-0.3875294785131465,-0.04368936660976841,-0.09119797571632746,0.037294248149670674,-0.3940587202067114,-0.8225653147414498,0.33637758652341887,-9.019556720206712,-12.83628665328286,0.24989397053215065,41.67986229376509,-13.296662944584096
OECD37 as Home,EPC_hybrid,3,2.217726908033486,0.9991109735751704,0.6564635697578916,5.800000000000001,5.800000000000001,0.963941930766664,0.035225318181207985,0.8194428317610789,0.024670806316171582,0.0,23.220192609561746,23.220192609561746,3.5493667959745716,0.37749482820127234,0.7825573301007939,18.510773655285107,3.926861624175844,4.331924126075365,19.2933309853859,18.888268483486378,4.343233818265154,14.854680241109033,3.041876861553204,1.3013569567119514,0.14340949745261694,0.06442474340655126,91.87470066666666,123.29863979999996,67.68490389479598,115.21243550187066,13.781205100000001,18.361694138041663,-2.875165,-0.42252856772174174,-0.04751761210988142,-0.08595842370472535,0.04344984638829534,-0.4303103904382546,-0.7784230146140985,0.39347348348637823,-9.055808390438255,-13.243878427438242,0.2565623847882624,43.64728556652657,-13.52154183050644
OECD37 as Home,EPC_hybrid,3,2.2890151628661775,0.9959550247897099,0.662046165772057,6.0,6.0,0.9610683678233225,0.03506065905101791,0.8192445110034005,0.024322965308184927,0.0,23.1855564532646,23.1855564532646,3.47381121948945,0.3738159302958633,0.7686403415534624,18.569288961925817,3.8476271497853136,4.2424515610429125,19.337929303479278,18.94310489222168,4.322931571482067,14.854543897106554,2.9989885384017883,1.3239430330802877,0.13841129820587528,0.06425138078998577,91.87470066666666,123.29863979999995,67.65215942381981,115.2451799728468,13.781205100000001,18.35795448470418,-2.875165,-0.4558660341284966,-0.05114673373178156,-0.08072484164531367,0.04931660821611619,-0.46494654673540126,-0.7338246965207205,0.4483098922216797,-9.090444546735402,-13.659191625261387,0.26322204916722397,45.62240873545233,-13.743953582370114
OECD37 as Home,EPC_hybrid,3,2.3581686853797064,0.9976329955505391,0.667178386933674,6.2,6.2,0.9583243561165026,0.0349034562412828,0.8193483050765866,0.02399639836470413,0.0,23.152433463324876,23.152433463324876,3.404682868112907,0.37032009023984186,0.7519374198316151,18.625493085140505,3.775002958352749,4.156620287944522,19.37743050497212,18.99581317538035,4.303548678868989,14.82832228031243,2.9587232784669624,1.3448254004020224,0.13381861086909558,0.0640415179588712,91.87470066666664,123.29863979999993,67.6437896070929,115.25354978957371,13.7812051,18.354444706402347,-2.875165,-0.4876540362430071,-0.05459153282671209,-0.07610219272634523,0.05491472204993763,-0.4980695366751249,-0.6943234950278772,0.5010181753803487,-9.123567536675125,-14.062332318251899,0.26959749610177774,47.60492854966452,-13.96383709243911
OECD37 as Home,EPC_hybrid,3,2.427701176343044,0.9980653589074393,0.6722233881957629,6.4,6.4,0.9557008779604113,0.034752698611760315,0.8193745315923092,0.023679259796973866,0.0,23.120721063464508,23.120721063464508,3.337459838456809,0.36697940133341517,0.736742742505738,18.67953908116854,3.704439239790224,4.074202580962547,19.416281823674275,19.046518482501956,4.284960468209394,14.809779902166778,2.919620524437702,1.3653399437717,0.12943867493034764,0.06381570962776555,91.87470066666666,123.29863979999995,67.63003774832157,115.26730164834505,13.781205100000001,18.350983708153162,-2.875165,-0.5180031935230656,-0.05786627391056823,-0.07159499008981311,0.06026287413672867,-0.5297819365354925,-0.6554721763257234,0.5517234825019557,-9.155279936535493,-14.468505251356826,0.2759052210536136,49.594495886319336,-14.181267837346882
OECD37 as Home,EPC_hybrid,3,2.4968819202175987,0.9989667075598425,0.6770893546395821,6.6000000000000005,6.6000000000000005,0.9531905148098304,0.034608147999095694,0.8194314488801776,0.023374038000550428,0.0,23.09033521138869,23.09033521138869,3.273192976401411,0.36378805939949455,0.7218151427855881,18.7315390328022,3.636981035800906,3.9950081191869993,19.453354175587787,19.095327092201693,4.26713757428559,14.78925669390459,2.881987092101379,1.3851504821842213,0.12530115583262239,0.06357194233097924,91.87470066666666,123.29863979999998,67.61933315845415,115.2780062382125,13.781205100000001,18.347619570110293,-2.875165,-0.5470048309082861,-0.06098281839361322,-0.0673222647811685,0.06537708926295274,-0.5601677886113094,-0.6183998244122115,0.6005320922016928,-9.18566578861131,-14.873229562084452,0.2820862059692115,51.59082145970631,-14.39621763248626
OECD37 as Home,EPC_hybrid,3,2.566231198031888,0.9992064694280528,0.6818485653108843,6.800000000000001,6.800000000000001,0.9507859223491045,0.034469385186576044,0.8194464444934919,0.02307806533295681,0.0,23.061192083178405,23.061192083178405,3.210948122654356,0.36073519591285386,0.7078973587092623,18.781611405901934,3.57168331856721,3.9188454813636184,19.489508764611195,19.142346601814786,4.250028308247095,14.773117129622266,2.845494064769108,1.4045342434779942,0.12135969064294153,0.06331509761882727,91.87470066666664,123.29863979999996,67.60596134218329,115.29137805448333,13.781205099999998,18.344314936966438,-2.875165,-0.5747487382417845,-0.06395259219600431,-0.0631858175947542,0.07027292781217456,-0.5893109168215958,-0.5822452353888039,0.6475516018147864,-9.214808916821596,-15.279619046325928,0.28818502845047345,53.593623000646,-14.608722840360148
OECD37 as Home,EPC_hybrid,3,2.6362879184434194,0.9977134564669089,0.6865645583795612,7.0,7.0,0.9484806729195441,0.03433602354837453,0.8193484372861137,0.022788901339794276,0.0,23.033218350381215,23.033218350381215,3.149885013445524,0.35781073597329477,0.6956626681531289,18.829859932809274,3.507695749418819,3.845547681598653,19.525522600962404,19.18767066878257,4.233584999655348,14.76753460752316,2.8098405377330313,1.4237444619223139,0.11757413900452232,0.06304852297830524,91.87470066666664,123.2986398,67.58433080446541,115.31300859220123,13.781205099999998,18.341034606212702,-2.875165,-0.6013135198425452,-0.0667855853609459,-0.059098154716439616,0.07496396864976015,-0.6172846496187852,-0.5462313990375947,0.6928756687825697,-9.242782649618785,-15.690906144077585,0.2942452316938877,55.60263530283619,-14.818795784646547
