regionbase,tax_sce,region_scenario,tb,prop,te,varphi,pe,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,CeHH_prime,CeFH_prime,CeHF_prime,CeFF_prime,Ge_prime,Ce_prime,Gestar_prime,Cestar_prime,VgFH_prime,VgHF_prime,VgFH1_prime,VgFH2_prime,CeFH1_prime,CeFH2_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,pai_g,subsidy_ratio,welfare,welfare_noexternality,prop2
OECD37 as Home,Baseline,3,0.0,1.0,0.0,0.0,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-3.7732549888406096e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,0.2,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-3.436915124347056e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,0.4,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-3.1005752598535027e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,0.6000000000000001,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-2.7642353953599495e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,0.8,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-2.4278955308663967e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,1.0,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-2.091555666372843e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,1.2000000000000002,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-1.7552158018792892e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,1.4000000000000001,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-1.4188759373857364e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,1.6,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-1.0825360728921832e-06,-3.7732549888406096e-06,
OECD37 as Home,Baseline,3,0.0,1.0,0.0,1.8,1.000000050038922,0.049234334429913686,0.8194978536383585,0.049234334429913686,8.625495863220964,23.65050359172283,32.27599945494379,11.293667434877058,0.9105789244356123,2.4875369755263317,17.584216120104784,12.20424635931267,13.78120441040339,20.071753095631117,18.494795044540396,6.0705264666666645,16.583580666666663,6.0705264666666645,0.0,0.9105789244356123,0.0,91.87470066666667,123.29863979999999,69.15739949666666,113.7399399,13.781205100000001,18.494795970000002,8.632209846323224e-07,5.917228431982855e-07,0.3829781906266681,-0.5853307327342212,0.028827686686242596,5.917228307339428e-07,-9.043688820042917e-07,4.454039626011763e-08,-1.545056207419293e-06,-3.037625999624538e-07,0.0,-7.461962083986296e-07,-3.7732549888406096e-06,
