,tax_sce,regionbase,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Ced_prime,Cedstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,delta_UCed,delta_UCedstar,leak,leakstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,Qe2_prime,Qe2star_prime,region_scenario,conv
205,Unilateral,EU28 as Home,3.4,0.973461981,2.303190451,4.45E-05,3.276652432,0.035619797,0.643065646,0.010841371,0,31.05330325,31.05330325,0.273480336,3.898046429,0.605099278,0.320689106,0.335861076,0.085566913,0.235122194,25.62012966,7.336666667,1.869153533,4.272031942,6.141185475,20.55466667,172.4093333,17.18975814,147.5640923,3.0832,25.44947773,-0.2886,-1.693526597,-0.664678122,-1.63687629,0.07082317,-1.716196751,-4.226409264,0.182865196,-2.581996751,0.261936419,-3.659210489,0.197807635,-1.063511455,0.102061492,0,0,27.26199525,-15.44747359,0,31.05330325,0,0,2,1
211,Unilateral,EU28 as Home,3.5,0.973034774,2.370313472,1.14E-05,3.343348246,0.036262009,0.643065646,0.01070969,0,31.02605354,31.02605354,0.268024727,3.899757851,0.593028262,0.321773229,0.329161044,0.082841376,0.238931853,25.61430932,7.336666667,1.846450466,4.405458262,6.251908728,20.55466667,172.4093333,17.33149979,147.4699776,3.0832,25.43307026,-0.2886,-1.720047327,-0.668180061,-1.62458001,0.068924268,-1.743446455,-4.238929634,0.179840402,-2.609246455,0.267613949,-3.721338456,0.203421893,-1.081568303,0.103727129,0,0,28.52478667,-15.90484453,0,31.02605354,0,0,2,1
217,Unilateral,EU28 as Home,3.6,0.972615635,2.437428084,1.14E-05,3.410043719,0.036916103,0.643065646,0.010582143,0,30.99933008,30.99933008,0.262782557,3.901438413,0.5814295,0.323001113,0.322723138,0.080253818,0.242747295,25.6079555,7.336666667,1.824460163,4.540220494,6.364680656,20.55466667,172.4093333,17.47683814,147.3741214,3.0832,25.41646674,-0.2886,-1.746044588,-0.671544052,-1.612962779,0.06691845,-1.77016992,-4.251721367,0.17639502,-2.63596992,0.273207334,-3.78223884,0.209007474,-1.099268366,0.105362023,0,0,29.80072171,-16.36636952,0,30.99933008,0,0,2,1
223,Unilateral,EU28 as Home,3.7,0.972203917,2.504534824,1.14E-05,3.476738741,0.037582076,0.643065646,0.010458521,0,30.97309095,30.97309095,0.257741539,3.903090632,0.570275805,0.32436636,0.316532266,0.077794742,0.246571618,25.60108479,7.336666667,1.803146635,4.676354012,6.479500646,20.55466667,172.4093333,17.62581022,147.2765245,3.0832,25.39966479,-0.2886,-1.771559777,-0.674781363,-1.60197147,0.064811506,-1.796409052,-4.264782948,0.172541778,-2.662209052,0.278718486,-3.841959236,0.214572161,-1.116625477,0.106968657,0,0,31.08955648,-16.83227876,0,30.97309095,0,0,2,1
229,Unilateral,EU28 as Home,3.8,0.971799033,2.571634442,1.16E-05,3.543433475,0.03825993,0.643065646,0.01033863,0,30.9472982,30.9472982,0.252890311,3.904716791,0.559542038,0.325863121,0.310574475,0.075455475,0.250407646,25.59371209,7.336666667,1.782476375,4.813892638,6.596369013,20.55466667,172.4093333,17.77845435,147.1771863,3.0832,25.38266201,-0.2886,-1.796630365,-0.677902001,-1.591558993,0.062608589,-1.822201798,-4.278113436,0.168292,-2.688001798,0.284149252,-3.900544517,0.220122782,-1.13365268,0.108549286,0,0,32.39104524,-17.30281261,0,30.9472982,0,0,2,1
235,Unilateral,EU28 as Home,3.9,0.971400433,2.638727483,1.18E-05,3.610127916,0.038949672,0.643065646,0.010222289,0,30.92191633,30.92191633,0.24821835,3.906319031,0.549204913,0.327486043,0.304836842,0.073228074,0.254257969,25.5858512,7.336666667,1.762418114,4.952868949,6.715287064,20.55466667,172.4093333,17.93481024,147.076106,3.0832,25.36545596,-0.2886,-1.821291384,-0.68091501,-1.581682683,0.06031446,-1.847583669,-4.291711961,0.163656271,-2.713383669,0.289501432,-3.95803707,0.22566578,-1.150362292,0.110106022,0,0,33.70496838,-17.77821294,0,30.92191633,0,0,2,1
241,Unilateral,EU28 as Home,4,0.971007596,2.705814479,1.18E-05,3.676822075,0.039651316,0.643065646,0.010109329,0,30.89691158,30.89691158,0.243715899,3.907899396,0.539242844,0.329230226,0.299307384,0.071105262,0.258124964,25.5775151,7.336666667,1.742942648,5.093314295,6.836256943,20.55466667,172.4093333,18.09491881,146.9732816,3.0832,25.34804416,-0.2886,-1.8455761,-0.683828637,-1.572303434,0.057933607,-1.872588422,-4.305577519,0.15864472,-2.738388422,0.294776772,-4.01447691,0.231207443,-1.166765944,0.111640879,0,0,35.03114381,-18.25871909,0,30.89691158,0,0,2,1
247,Unilateral,EU28 as Home,4.1,0.970620026,2.772895895,1.19E-05,3.743515921,0.040364877,0.643065646,0.00999959,0,30.87225195,30.87225195,0.239373898,3.909459828,0.529635787,0.331091176,0.293974975,0.069080353,0.262010823,25.56871598,7.336666667,1.724022664,5.235258891,6.959281555,20.55466667,172.4093333,18.25882217,146.8687107,3.0832,25.33042412,-0.2886,-1.869516006,-0.6866504,-1.563385425,0.055470256,-1.897248048,-4.319709046,0.153266983,-2.763048048,0.299976965,-4.069901868,0.236753854,-1.182874632,0.113155768,0,0,36.36942111,-18.74456921,0,30.87225195,0,0,2,1
253,Unilateral,EU28 as Home,4.2,0.970237315,2.839972158,1.22E-05,3.810209473,0.041090377,0.643065646,0.009892925,0,30.84791121,30.84791121,0.235183912,3.911001917,0.520365073,0.333064744,0.288829255,0.067147195,0.265917549,25.55946358,7.336666667,1.705632592,5.378731872,7.084364463,20.55466667,172.4093333,18.42656343,146.7623902,3.0832,25.31259335,-0.2886,-1.893136964,-0.689386711,-1.554898682,0.05292776,-1.921588794,-4.334107161,0.147530245,-2.787388794,0.305103658,-4.124347932,0.242309179,-1.198698814,0.114652254,0,0,37.71956546,-19.23603068,0,30.84791121,0,0,2,1
259,Unilateral,EU28 as Home,4.3,0.96985897,2.907043843,1.22E-05,3.876902813,0.041827839,0.643065646,0.009789194,0,30.82385755,30.82385755,0.23113811,3.912527611,0.51141338,0.335147154,0.283860607,0.065300132,0.269847022,25.54976989,7.336666667,1.687748458,5.523761419,7.211509877,20.55466667,172.4093333,18.59818678,146.6543166,3.0832,25.29454934,-0.2886,-1.91647017,-0.692044203,-1.546810784,0.05031035,-1.945642451,-4.348769503,0.141444654,-2.811442451,0.310158446,-4.177848859,0.247880354,-1.214248301,0.116132251,0,0,39.08156185,-19.73331818,0,30.82385755,0,0,2,1
265,Unilateral,EU28 as Home,4.4,0.969484642,2.97411128,1.22E-05,3.943595923,0.042577292,0.643065646,0.009688268,0,30.80006852,30.80006852,0.227229165,3.914038277,0.502764497,0.337334888,0.279060034,0.063533935,0.273800953,25.53964295,7.336666667,1.670347765,5.670374801,7.340722566,20.55466667,172.4093333,18.77373736,146.5444858,3.0832,25.2762896,-0.2886,-1.939537722,-0.694628109,-1.539097264,0.047620844,-1.969431482,-4.363697016,0.135016115,-2.835231482,0.315142885,-4.230437039,0.253470821,-1.229532509,0.117597102,0,0,40.45519965,-20.23670415,0,30.80006852,0,0,2,1
271,Unilateral,EU28 as Home,4.5,0.969114014,3.041174821,1.25E-05,4.010288835,0.043338766,0.643065646,0.009590022,0,30.77652365,30.77652365,0.223450237,3.915535163,0.494403286,0.3396247,0.274419134,0.061843776,0.277780924,25.52908993,7.336666667,1.653409372,5.818598451,7.472007823,20.55466667,172.4093333,18.95326122,146.4328934,3.0832,25.25781162,-0.2886,-1.962359747,-0.69714315,-1.531736098,0.044861781,-1.992976349,-4.378890931,0.128249798,-2.858776349,0.320058481,-4.282143261,0.259083558,-1.244560384,0.119048032,0,0,41.8402635,-20.74646574,0,30.77652365,0,0,2,1
277,Unilateral,EU28 as Home,4.6,0.968746652,3.108234848,1.29E-05,4.076981501,0.044112295,0.643065646,0.009494343,0,30.75319517,30.75319517,0.219794963,3.917019987,0.486315672,0.342013641,0.269930094,0.060225196,0.281788445,25.518121,7.336666667,1.636913396,5.968458006,7.605371403,20.55466667,172.4093333,19.13680528,146.3195343,3.0832,25.23911291,-0.2886,-1.984963419,-0.699594549,-1.524701276,0.042036855,-2.016304829,-4.39434891,0.121154624,-2.882104829,0.3249067,-4.332996352,0.264724968,-1.259340306,0.120486723,0,0,43.23680466,-21.26281691,0,30.75319517,0,0,2,1
283,Unilateral,EU28 as Home,4.7,0.968382292,3.175291719,1.34E-05,4.143674011,0.044897914,0.643065646,0.009401122,0,30.73006601,30.73006601,0.21625736,3.918493794,0.478488413,0.344498938,0.265585565,0.058674058,0.28582488,25.5067418,7.336666667,1.620841118,6.119978387,7.740819505,20.55466667,172.4093333,19.32441732,146.2044034,3.0832,25.22019099,-0.2886,-2.007365499,-0.701986138,-1.517975028,0.039148147,-2.039433986,-4.41007264,0.113734526,-2.905233986,0.329688969,-4.383024197,0.270397278,-1.273880379,0.1219142,0,0,44.644613,-21.78604215,0,30.73006601,0,0,2,1
289,Unilateral,EU28 as Home,4.8,0.968020617,3.242345746,1.34E-05,4.210366362,0.045695663,0.643065646,0.009310255,0,30.70711593,30.70711593,0.212831835,3.919957835,0.470909139,0.34707805,0.26137868,0.057186528,0.289891522,25.49495927,7.336666667,1.605174891,6.273183825,7.878358716,20.55466667,172.4093333,19.5161459,146.0874951,3.0832,25.2010434,-0.2886,-2.029585801,-0.704321866,-1.511538191,0.036198256,-2.062384067,-4.42606205,0.105995156,-2.928184067,0.334406673,-4.432253129,0.276104353,-1.288188255,0.123331686,0,0,46.06361728,-22.31639467,0,30.70711593,0,0,2,1
295,Unilateral,EU28 as Home,4.9,0.967661291,3.309397186,1.35E-05,4.277058477,0.04650558,0.643065646,0.009221647,0,30.68432345,30.68432345,0.209513157,3.921413448,0.463566271,0.349748641,0.257303012,0.05575905,0.293989591,25.48278083,7.336666667,1.589898072,6.428097901,8.017995973,20.55466667,172.4093333,19.71204032,145.9688034,3.0832,25.18166766,-0.2886,-2.051645304,-0.706605598,-1.505371552,0.033190003,-2.085176554,-4.442316155,0.097942922,-2.950976554,0.33906116,-4.480708116,0.281850859,-1.302271193,0.124740488,0,0,47.49383128,-22.85411135,0,30.68432345,0,0,2,1
2,Unilateral,OECD37 as Home,0,1,0,0.5,0,0.057913184,0.779596854,0.057913184,9.30397,24.33133,33.6353,2.5272,2.1635,8.7523,1.0261,2.4744,1.0261,0,16.6918,16.496,6.840666667,0,6.840666667,74.84466667,118.1193333,55.41093333,108.6084667,11.2267,17.7179,0,0,,inf,,0,-2.1635,0,0,0,0,0,0,0,0,0,-1.90E-14,-1.90E-14,9.30397,24.33133,0,0,3,1
8,Unilateral,OECD37 as Home,0.1,0.990000364,0.071460747,0.670041675,0.1,0.057981909,0.779596854,0.05567337,9.122926224,23.84715408,32.97008031,2.380869137,2.185352731,8.245521109,0.968043105,2.331126382,0.92929943,0.038743675,16.85916787,16.496,6.576101372,0.272683065,6.848784437,74.84466667,118.1193333,55.41909396,108.6015666,11.2267,17.71535379,-0.177543738,-0.481759179,-0.727843631,-3.216089022,0.197173519,-0.484175916,-2.139405747,0.131163708,-0.665219692,0.010711405,-0.669631856,0.107940403,-0.150738296,0.021743105,0,0,0.045264042,-0.043615998,9.122926224,23.84715408,0,0,3,1
14,Unilateral,OECD37 as Home,0.2,0.981361407,0.141843755,0.03225432,0.2,0.058175373,0.779596854,0.05364889,8.939586137,23.43277911,32.37236525,2.24998966,2.204590465,7.792254077,0.918463345,2.202981329,0.846279649,0.072183697,17.00408681,16.496,6.336971132,0.534665168,6.8716363,74.84466667,118.1193333,55.44222903,108.5821425,11.2267,17.70853852,-0.350299312,-0.890203284,-0.711478473,-1.680713795,0.194579032,-0.898550889,-2.122631859,0.245740622,-1.262934752,0.021220584,-1.304389293,0.199989851,-0.293626143,0.040705129,0,0,0.174758717,-0.162722845,8.939586137,23.43277911,0,0,3,1
20,Unilateral,OECD37 as Home,0.3,0.973884439,0.211346951,0.027586526,0.3,0.058477372,0.779596854,0.051808965,8.753801963,23.07707186,31.83087383,2.132241777,2.22151614,7.384464903,0.875816725,2.087693515,0.774486762,0.101329964,17.12914089,16.496,6.119640418,0.787667785,6.907308203,74.84466667,118.1193333,55.47862462,108.5518214,11.2267,17.69843351,-0.518276416,-1.237952538,-0.695100833,-1.170934909,0.19123739,-1.254258136,-2.112865597,0.345073753,-1.804426173,0.031525931,-1.907843696,0.278141884,-0.429467483,0.057251895,0,0,0.380245427,-0.343023011,8.753801963,23.07707186,0,0,3,1
26,Unilateral,OECD37 as Home,0.4,0.967407388,0.280140084,0.024139953,0.4,0.058874844,0.779596854,0.050128287,8.565452657,22.77113346,31.33658611,2.025734529,2.236389784,7.015604748,0.838898295,1.98341149,0.711931198,0.126967097,17.23654544,16.496,5.921119796,1.033137515,6.954257311,74.84466667,118.1193333,55.52690422,108.5119146,11.2267,17.68575828,-0.681447405,-1.534911506,-0.678725853,-0.917792807,0.187249714,-1.560196545,-2.109743071,0.430433518,-2.298713888,0.041628523,-2.483117075,0.344077006,-0.558965099,0.071688831,0,0,0.654835289,-0.573689863,8.565452657,22.77113346,0,0,3,1
32,Unilateral,OECD37 as Home,0.5,0.961797176,0.348369076,0.022423208,0.5,0.059357191,0.779596854,0.048585912,8.374432016,22.50778945,30.88222147,1.928915585,2.249434761,6.680297514,0.806757593,1.888615355,0.657046661,0.149710932,17.32820146,16.496,5.738935508,1.272296308,7.011231816,74.84466667,118.1193333,55.58595699,108.4634863,11.2267,17.67104711,-0.839762749,-1.788934451,-0.66236416,-0.767462009,0.182702313,-1.82354055,-2.112883182,0.502993817,-2.753078534,0.05153121,-3.032937895,0.399215354,-0.682733185,0.084271974,0,0,0.992735306,-0.84645956,8.374432016,22.50778945,0,0,3,1
38,Unilateral,OECD37 as Home,0.6,0.956944144,0.416160113,0.020743967,0.6,0.059915755,0.779596854,0.047164402,8.180640956,22.2812231,30.46186405,1.840501184,2.26084251,6.374097226,0.778637012,1.802048167,0.608587559,0.170049453,17.40573758,16.496,5.571027761,1.506181283,7.077209044,74.84466667,118.1193333,55.65488215,108.4074056,11.2267,17.65470064,-0.993160566,-2.006296027,-0.646021202,-0.668648837,0.17766771,-2.050106905,-2.121914256,0.563817098,-3.173435949,0.06123795,-3.559695277,0.444754917,-0.801309548,0.095216187,0,0,1.389005643,-1.155012059,8.180640956,22.2812231,0,0,3,1
44,Unilateral,OECD37 as Home,0.7,0.952757158,0.483623021,0.019661277,0.7,0.060543414,0.779596854,0.045849145,7.983978379,22.08667242,30.07065079,1.759422751,2.270778006,6.093303159,0.753926942,1.722663681,0.565554005,0.188372937,17.47055659,16.496,5.415670493,1.735677191,7.151347684,74.84466667,118.1193333,55.73294581,108.3443878,11.2267,17.63702209,-1.141575472,-2.192063168,-0.629699433,-0.599352029,0.172208119,-2.244657584,-2.136479733,0.613861534,-3.564649205,0.070753353,-4.065482184,0.481713674,-0.915165327,0.104703071,0,0,1.839447982,-1.494462843,7.983978379,22.08667242,0,0,3,1
50,Unilateral,OECD37 as Home,0.8,0.949160248,0.550853925,0.016542736,0.8,0.06123427,0.779596854,0.044627814,7.784338582,21.92022116,29.70455974,1.684784083,2.27938328,5.834811542,0.732132036,1.649584416,0.527135786,0.20499625,17.52386635,16.496,5.271407659,1.961543449,7.232951108,74.84466667,118.1193333,55.81954777,108.2750249,11.2267,17.61824277,-1.284940893,-2.350351625,-0.613398159,-0.548560601,0.166376209,-2.411108837,-2.156249238,0.653981662,-3.930740256,0.080082402,-4.552141193,0.510955431,-1.024715297,0.112886312,0,0,2.340443743,-1.861047618,7.784338582,21.92022116,0,0,3,1
56,Unilateral,OECD37 as Home,0.9,0.946089778,0.617937591,0.014129551,0.9,0.061983408,0.779596854,0.043489944,7.581607521,21.77862962,29.36023714,1.615828479,2.286780865,5.59600174,0.712846204,1.58206948,0.492670711,0.220175494,17.56670938,16.496,5.13700324,2.184435607,7.321438847,74.84466667,118.1193333,55.9141956,108.1998103,11.2267,17.59854044,-1.423191647,-2.484527431,-0.597114116,-0.51014949,0.160216697,-2.552700382,-2.180921139,0.684936451,-4.275062861,0.089230255,-5.021300491,0.533214807,-1.130325973,0.119896436,0,0,2.888855827,-2.251866614,7.581607521,21.77862962,0,0,3,1
62,Unilateral,OECD37 as Home,1,0.943492034,0.684949371,0.013664233,1,0.062786708,0.779596854,0.042426602,7.375656745,21.65919565,29.03485239,1.551913377,2.293077125,5.374648404,0.695733907,1.519489735,0.461613348,0.234120558,17.59999109,16.496,5.011401928,2.404922151,7.41632408,74.84466667,118.1193333,56.0164841,108.1191579,11.2267,17.57805256,-1.556267304,-2.597367634,-0.580842253,-0.48043568,0.153768107,-2.672134355,-2.210219175,0.707402121,-4.60044761,0.098202087,-5.474401224,0.549121195,-1.232321766,0.125845078,0,0,3.48199007,-2.664670494,7.375656745,21.65919565,0,0,3,1
68,Unilateral,OECD37 as Home,1.1,0.941321867,0.751956843,0.012906202,1.1,0.063640693,0.779596854,0.041430113,7.166344527,21.55967173,28.72601626,1.492489089,2.29836369,5.168847838,0.680515395,1.461306981,0.433510793,0.247004602,17.62449291,16.496,4.893697315,2.623498886,7.517196201,74.84466667,118.1193333,56.12607931,108.0334166,11.2267,17.556886,-1.684110121,-2.691159702,-0.564574878,-0.457072809,0.147062593,-2.771658267,-2.24390011,0.721971995,-4.90928374,0.107003016,-5.912729205,0.559207903,-1.330992121,0.13082717,0,0,4.117460804,-3.097765551,7.166344527,21.55967173,0,0,3,1
74,Unilateral,OECD37 as Home,1.2,0.939540939,0.819021118,0.01100515,1.2,0.064542413,0.779596854,0.040493851,6.95350899,21.47816952,28.43167851,1.437083199,2.302720308,4.976963945,0.666955905,1.407058669,0.407984466,0.25897144,17.64089598,16.496,4.7831067,2.840600151,7.623706851,74.84466667,118.1193333,56.24270568,107.9428825,11.2267,17.53512425,-1.806667883,-2.767806963,-0.548302847,-0.438491799,0.140127832,-2.853160478,-2.281745348,0.729172197,-5.203621488,0.115638037,-6.337432491,0.563932398,-1.426595473,0.134924267,0,0,4.793208793,-3.54986502,6.95350899,21.47816952,0,0,3,1
80,Unilateral,OECD37 as Home,1.3,0.938116879,0.886198089,0.010203728,1.3,0.065489353,0.779596854,0.039612065,6.736967262,21.41311006,28.15007732,1.385287091,2.306215833,4.797581594,0.654856837,1.35634472,0.384715696,0.270141141,17.64979029,16.496,4.678950734,3.056608034,7.735558768,74.84466667,118.1193333,56.36613581,107.8478084,11.2267,17.51283276,-1.923892368,-2.828886681,-0.532014854,-0.423604496,0.132986937,-2.918219942,-2.323564988,0.729462962,-5.48522268,0.124111982,-6.749543307,0.563682296,-1.519364181,0.138205966,0,0,5.507413292,-4.020038432,6.736967262,21.41311006,0,0,3,1
86,Unilateral,OECD37 as Home,1.4,0.937022257,0.953539422,0.009646174,1.4,0.066479354,0.779596854,0.038779738,6.516510286,21.36316833,27.87967861,1.336745638,2.308909937,4.629470897,0.644049097,1.308817429,0.36343461,0.280614487,17.651689,16.496,4.580636833,3.271860086,7.852496919,74.84466667,118.1193333,56.49618219,107.748411,11.2267,17.49006301,-2.035740052,-2.875710533,-0.515697867,-0.411631241,0.125659417,-2.968161673,-2.369193574,0.72324803,-5.755621386,0.132429504,-7.149992645,0.558786977,-1.609507817,0.140731875,0,0,6.258489726,-4.507634702,6.516510286,21.36316833,0,0,3,1
92,Unilateral,OECD37 as Home,1.5,0.936234198,1.021093268,0.009448731,1.5,0.06751055,0.779596854,0.037992475,6.291902149,21.32724954,27.61915169,1.291148262,2.310853421,4.471556242,0.63438754,1.264172705,0.343911212,0.290476328,17.64703197,16.496,4.487645817,3.486655306,7.974301122,74.84466667,118.1193333,56.63269034,107.6448774,11.2267,17.46685558,-2.14217004,-2.909353081,-0.49933617,-0.402000615,0.118160806,-3.004080456,-2.418495322,0.710872935,-6.016148307,0.140595052,-7.539627437,0.549518665,-1.697217032,0.142552197,0,0,7.044996643,-5.012271914,6.291902149,21.32724954,0,0,3,1
98,Unilateral,OECD37 as Home,1.6,0.935733292,1.088905477,0.009283987,1.6,0.068581324,0.779596854,0.037246407,6.062868191,21.30443454,27.36730273,1.24822266,2.312090441,4.322894582,0.625747067,1.222143934,0.325948568,0.299798499,17.63620371,16.496,4.399520737,3.70125954,8.100780277,74.84466667,118.1193333,56.7755334,107.5373701,11.2267,17.44324251,-2.243147022,-2.930707555,-0.482912696,-0.39428102,0.110504391,-3.026895461,-2.471352355,0.692641219,-6.267997269,0.148612877,-7.919216541,0.5361082,-1.782664901,0.143710028,0,0,7.865735474,-5.533743845,6.062868191,21.30443454,0,0,3,1
104,Unilateral,OECD37 as Home,1.7,0.935503794,1.157019932,0.009001641,1.7,0.069690262,0.779596854,0.036538116,5.829096675,21.29398558,27.12308225,1.207728241,2.312657643,4.182652693,0.618018768,1.182495552,0.309376987,0.308641781,17.61952758,16.496,4.315857906,3.915909384,8.231767291,74.84466667,118.1193333,56.9246073,107.4260311,11.2267,17.41924915,-2.338637083,-2.940483797,-0.466407074,-0.388143788,0.102699882,-3.037344422,-2.527676866,0.668803992,-6.512217747,0.156487019,-8.289468159,0.518737328,-1.866010843,0.144240712,0,0,8.719594786,-6.072067282,5.829096675,21.29398558,0,0,3,1
110,Unilateral,OECD37 as Home,1.8,0.935532879,1.225479414,0.008845326,1.8,0.070836118,0.779596854,0.035864572,5.590224967,21.29530965,26.88553462,1.169451941,2.312585745,4.050092683,0.611107417,1.145018947,0.294049647,0.31705777,17.59727864,16.496,4.23629931,4.130815722,8.367115032,74.84466667,118.1193333,57.0798269,107.3109856,11.2267,17.39489561,-2.428610056,-2.939245105,-0.449796427,-0.3833322,0.094754671,-3.036020351,-2.587402415,0.6395718,-6.749765384,0.16422131,-8.651034084,0.497549764,-1.947401582,0.144173451,0,0,9.605638277,-6.627419111,5.590224967,21.29530965,0,0,3,1
116,Unilateral,OECD37 as Home,1.9,0.935810752,1.294326465,0.008645999,1.9,0.072017785,0.779596854,0.035223077,5.345834761,21.30796182,26.65379659,1.133203825,2.311899063,3.924556756,0.604928956,1.109528151,0.279838817,0.325090138,17.56968068,16.496,4.160526368,4.346166428,8.506692795,74.84466667,118.1193333,57.24112254,107.1923445,11.2267,17.37019788,-2.513037034,-2.92740682,-0.433054028,-0.379644757,0.086673122,-3.023368175,-2.65049117,0.605108698,-6.981503415,0.17181937,-9.004521878,0.472646596,-2.026973883,0.143530942,0,0,10.5230145,-7.200167495,5.345834761,21.30796182,0,0,3,1
122,Unilateral,OECD37 as Home,2,0.936330319,1.363604027,0.008509054,2,0.073234273,0.779596854,0.034611223,5.095436852,21.33162899,26.42706585,1.09881396,2.310616196,3.805456403,0.599408708,1.075856783,0.266632907,0.332775801,17.53691208,16.496,4.088254591,4.562128878,8.650383469,74.84466667,118.1193333,57.40843726,107.0702074,11.2267,17.34516874,-2.591891108,-2.905252679,-0.416149218,-0.376920489,0.078457077,-2.999701005,-2.716931139,0.565536981,-7.208234153,0.179284618,-9.350500526,0.444090596,-2.104855829,0.142330088,0,0,11.47100008,-7.790851092,5.095436852,21.33162899,0,0,3,1
128,Unilateral,OECD37 as Home,2.1,0.937087204,1.433356333,0.008448495,2.1,0.074484678,0.779596854,0.034026854,4.838453875,21.36612989,26.20458376,1.066129591,2.308749912,3.692262592,0.594479743,1.043855279,0.254334008,0.340145735,17.49910557,16.496,4.019229366,4.778851196,8.798080562,74.84466667,118.1193333,57.58172376,106.9446649,11.2267,17.31981854,-2.66514714,-2.872935389,-0.399046339,-0.375029682,0.070105655,-2.965200113,-2.786739146,0.52093523,-7.430716238,0.186620254,-9.689507501,0.411904499,-2.181168407,0.140581923,0,0,12.44899462,-8.400191832,4.838453875,21.36612989,0,0,3,1
134,Unilateral,OECD37 as Home,2.2,0.938080004,1.503629838,0.00840759,2.2,0.075768172,0.779596854,0.033468036,4.574203362,21.41142669,25.98563005,1.035012415,2.306306489,3.584496343,0.590081346,1.013388224,0.242855768,0.347225578,17.45634384,16.496,3.953222133,4.996463885,8.949686018,74.84466667,118.1193333,57.7609421,106.8158002,11.2267,17.29415579,-2.732780009,-2.830465844,-0.381703175,-0.373868148,0.061614642,-2.919903308,-2.859967936,0.471331675,-7.649669946,0.193829263,-10.0220588,0.376065,-2.256027773,0.13829101,0,0,13.45646564,-9.029136386,4.574203362,21.41142669,0,0,3,1
140,Unilateral,OECD37 as Home,2.3,0.939310347,1.57447452,0.008269569,2.3,0.077083976,0.779596854,0.032933028,4.301864992,21.46762801,25.769493,1.005336629,2.303285605,3.481721977,0.586157872,0.984332445,0.232121734,0.354036139,17.40865933,16.496,3.890027336,5.215080493,9.105107828,74.84466667,118.1193333,57.94605712,106.6836917,11.2267,17.26818773,-2.794765462,-2.77770993,-0.3640697,-0.373351168,0.052976485,-2.86370199,-2.936708227,0.416702806,-7.865806999,0.20091441,-10.34865452,0.336501004,-2.329546502,0.135455322,0,0,14.4930006,-9.678870161,4.301864992,21.46762801,0,0,3,1
146,Unilateral,OECD37 as Home,2.4,0.94078349,1.645945492,0.008085162,2.4,0.07843134,0.779596854,0.032420263,4.020445381,21.53501722,25.55546261,0.976986773,2.299678963,3.383539621,0.58265744,0.956574893,0.222063843,0.360593597,17.35602456,16.496,3.829459864,5.434797765,9.264257629,74.84466667,118.1193333,58.1370357,106.5484143,11.2267,17.24192084,-2.851078775,-2.714360894,-0.346085279,-0.373411048,0.044179226,-2.796312775,-3.017100548,0.356960962,-8.079837395,0.207878215,-10.66978985,0.293081988,-2.401836061,0.13206491,0,0,15.55825001,-10.35089037,4.020445381,21.53501722,0,0,3,1
152,Unilateral,OECD37 as Home,2.5,0.942508773,1.718104898,0.008147487,2.5,0.07980953,0.779596854,0.031928328,3.728718143,21.61407486,25.342793,0.949856053,2.295469351,3.289579429,0.57953088,0.930011007,0.212621219,0.366909661,17.29834587,16.496,3.771352822,5.655695649,9.427048471,74.84466667,118.1193333,58.3338441,106.4100421,11.2267,17.21536123,-2.90169563,-2.639916556,-0.327675954,-0.373993429,0.035206012,-2.71725514,-3.101343126,0.291946097,-8.292506997,0.21472294,-10.98596362,0.245609582,-2.473008744,0.128100947,0,0,16.65199694,-11.04706087,3.728718143,21.61407486,0,0,3,1
158,Unilateral,OECD37 as Home,2.6,0.944500872,1.791024931,0.00820693,2.6,0.081217792,0.779596854,0.031455951,3.425147634,21.70553904,25.13068667,0.923844329,2.290627848,3.199494587,0.576730329,0.904542738,0.203739038,0.37299129,17.23544335,16.496,3.715555972,5.87783553,9.593391502,74.84466667,118.1193333,58.53644394,106.2686506,11.2267,17.18851527,-2.946591372,-2.553619629,-0.308749012,-0.375056901,0.026033109,-2.62579096,-3.189713915,0.221401523,-8.504613326,0.221450536,-11.29769391,0.193794539,-2.543181171,0.123532969,0,0,17.7740969,-11.76975122,3.425147634,21.70553904,0,0,3,1
164,Unilateral,OECD37 as Home,2.7,0.946781201,1.86479186,0.008304363,2.7,0.082655334,0.779596854,0.031001989,3.107763589,21.81047384,24.91823743,0.898856244,2.285110856,3.112954852,0.574207854,0.880076721,0.195367548,0.378840306,17.16702977,16.496,3.661934228,6.101258702,9.76319293,74.84466667,118.1193333,58.74478822,106.1243193,11.2267,17.16139007,-2.985742435,-2.454388929,-0.289186425,-0.376571061,0.016628134,-2.520856161,-3.282593504,0.144948485,-8.717062572,0.228062604,-11.60553528,0.137231826,-2.612478177,0.118315881,0,0,18.92456421,-12.52199036,3.107763589,21.81047384,0,0,3,1
