,tax_sce,regionbase,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Cec_prime,Cecstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,delta_UCec,delta_UCecstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,Qe2_prime,Qe2star_prime,region_scenario,conv
20,Unilateral,OECD37 as Home,1.0,0.9866883971753224,0.38756536288397714,2.02400683411379e-06,1.0,0.059583802824179286,0.7795968539285809,0.04797398391950897,5.6918230477821465,24.168842947034083,29.86066599481623,1.8389616720780493,2.192789543480924,6.368765528066124,0.7727119350397114,1.8005408204296949,0.6185127335695286,0.15419920147018273,16.88689777443598,16.496,5.666623015260506,1.3713363292611134,7.037959344521619,74.84466666666665,118.11866666666664,55.61381295026002,108.44020122382324,11.2267,17.664246113555162,-2.391261266477498,-0.16140436366961544,-0.04304710145215988,-0.7000046631026108,-0.0076830619878791645,-0.16248705296591837,-2.642261405134324,-0.029000747043383512,-3.7746340051837706,0.05564080595077747,-3.56908992852958,-0.07248586709212064,-0.8034243426278375,0.028994395833738123,2.5066756733926345,-2.5366148819581413,5.6918230477821465,24.168842947034083,0.0,0.0,3.0,1.0
22,Unilateral,OECD37 as Home,1.1,0.9902307323376769,0.42778212673275307,1.913092029738912e-06,1.1,0.05989259170177087,0.7795968539285809,0.0472189128426604,5.246753272139812,24.212188667272333,29.458941939412146,1.7822123289182943,2.18494531561579,6.172228935735828,0.7536152585232638,1.7449771235657752,0.5899913026967376,0.16362395582652622,16.820963533846687,16.495999999999995,5.577435026424589,1.4969980485996435,7.074433075024233,74.84466666666665,118.11866666666664,55.65197138847348,108.40919855289604,11.226699999999997,17.65527576231614,-2.5451449970298947,-0.11855889483630615,-0.028527566602107483,-0.6617630247437444,-0.029182337875767312,-0.11914133272766847,-2.7637593425875373,-0.12187589201425908,-4.176358060587855,0.06085682625067723,-3.9209979095337544,-0.15939237539007595,-0.8826410180172016,0.02124071036893542,3.037718863830694,-3.1003188498072953,5.246753272139812,24.212188667272333,0.0,0.0,3.0,1.0
24,Unilateral,OECD37 as Home,1.2000000000000002,0.9948323225860489,0.46872314128114323,1.7229551990388859e-06,1.2000000000000002,0.06022097868884779,0.7795968539285809,0.046496046924794136,4.776440118656591,24.268380336526427,29.044820455183018,1.726753793831594,2.1748388656851847,5.980162721491082,0.7350782850581707,1.6906772663251415,0.5628810551776625,0.17219722988050812,16.737309761411076,16.496000000000002,5.4920510680274495,1.6211706400609982,7.113221708088448,74.84466666666667,118.11866666666663,55.69272455061391,108.37622821479145,11.226700000000001,17.645931774135757,-2.6817043232666906,-0.06278694147060641,-0.01371309094376635,-0.6321154345497619,-0.051012772316993714,-0.06294966347357445,-2.9017129722637804,-0.23417308784556568,-4.590479544816983,0.06600862128522555,-4.275899133063973,-0.2639314467939894,-0.9625314909171255,0.011209776117241523,3.623230769221291,-3.736779902365702,4.776440118656591,24.268380336526427,0.0,0.0,3.0,1.0
26,Unilateral,OECD37 as Home,1.3,1.0006309674018017,0.5105623980459241,1.5900273926350414e-06,1.3,0.06056772677446506,0.7795968539285809,0.04580356130617215,4.275712071902399,24.33900492756987,28.61471699947227,1.672320718941713,2.162235699758441,5.791647921966427,0.7169525624683011,1.637381444661829,0.5370181931412779,0.17993436932702325,16.634177506792813,16.496,5.410255590069979,1.7439235395608061,7.154179129630785,74.84466666666665,118.11866666666667,55.735939142389775,108.3414144064805,11.226700000000001,17.636259371114413,-2.800322638288361,0.007677348757153562,0.001528692498274165,-0.60912070335734,-0.07330507850218988,0.0076749275698695385,-3.0581410485453553,-0.3680342309804452,-5.020583000527729,0.07109475685326916,-4.63550057575029,-0.3883427856529593,-1.043480012384418,-0.0013647305655514906,4.265093309245474,-4.455311485599914,4.275712071902399,24.33900492756987,0.0,0.0,3.0,1.0
28,Unilateral,OECD37 as Home,1.4000000000000001,1.0078317749791883,0.5535232788244919,1.4749692856185347e-06,1.4000000000000001,0.06093158596295523,0.7795968539285809,0.04513990910846137,3.737314199040925,24.426422927272395,28.16373712631332,1.6185940320703223,2.146786848474467,5.605579513647151,0.69906601619707,1.5847772526728416,0.5122344663385324,0.18683154985853756,16.508932104833796,16.496,5.331865877345979,1.8652918144836796,7.197157691829658,74.84466666666665,118.11866666666667,55.781478193335154,108.30488262861145,11.2267,17.62630100034349,-2.900311800582961,0.09546505839509278,0.01737948178018845,-0.5914198040299558,-0.09624581543734322,0.09509292727239327,-3.235990642493359,-0.5266150304946677,-5.471562873686683,0.07611285949742863,-5.002101984621923,-0.5359192339890975,-1.1260042697797674,-0.016878818727954516,4.965755257044173,-5.269026143315713,3.737314199040925,24.426422927272395,0.0,0.0,3.0,1.0
30,Unilateral,OECD37 as Home,1.5,1.0167512799231124,0.5979113964935148,1.3812663152496781e-06,1.5,0.06131121231796327,0.7795968539285809,0.04450387249405849,3.150498814392804,24.53427409622289,27.684772910615695,1.565156643527378,2.1279540461100903,5.420513014856233,0.681201193648848,1.5324563147927133,0.4883439298421372,0.1928572638067108,16.357491287004308,16.496,5.256738080501529,1.985260570213204,7.2419986507147325,74.84466666666667,118.11866666666666,55.829190770470674,108.26676781355914,11.226700000000003,17.616098784285963,-2.980908468062253,0.20464152977303024,0.0341052302047226,-0.5780584386111726,-0.12011599350784669,0.20294409622288967,-3.4397523982029767,-0.7147534732367511,-5.950527089384305,0.08105895586388367,-5.379004535687767,-0.7116986515586593,-1.2108473783560731,-0.03594285831540403,5.728449452311818,-6.197304287535766,3.150498814392804,24.53427409622289,0.0,0.0,3.0,1.0
32,Unilateral,OECD37 as Home,1.6,1.0279094485875306,0.6441810817817624,1.3362997976210795e-06,1.6,0.06170502248976602,0.7795968539285809,0.043894680675687935,2.498086150795307,24.66853042334253,27.166616574137837,1.5114014188226101,2.104854666890204,5.234345773172336,0.6630509220517194,1.4798241812023845,0.4651166663230485,0.19793425572867096,16.173139351306563,16.495999999999995,5.184781155171358,2.1037338279564914,7.2885149831278495,74.84466666666665,118.11866666666666,55.878893284853405,108.22722893100799,11.2267,17.605698417469167,-3.0412938814936603,0.34189516830758165,0.05212813816090978,-0.5683902311235774,-0.14537039422765966,0.3372004233425301,-3.6767364674910503,-0.9403550597515107,-6.468683425862164,0.08592620403333517,-5.771361964702403,-0.9239016386532848,-1.2991694760878898,-0.05955758622405421,6.557598376686602,-7.270899955030815,2.498086150795307,24.66853042334253,0.0,0.0,3.0,1.0
34,Unilateral,OECD37 as Home,1.7000000000000002,1.0422552145978181,0.6930941451139736,1.281018090668228e-06,1.7000000000000002,0.06211085852946811,0.7795968539285809,0.043312334297617223,1.7492782292740099,24.84007411640744,26.589352345681448,1.4563062071497317,2.075883113556676,5.043537835088871,0.6441109903667115,1.425880056573004,0.4422160216450921,0.2018949687216193,15.943630694290965,16.496,5.115995177455482,2.2204566175672404,7.336451795022723,74.84466666666664,118.11866666666666,55.930326259475834,108.18648264089734,11.2267,17.595157591316084,-3.080711395878377,0.5194555929406482,0.07220378881123571,-0.5620520394738922,-0.17283341596204718,0.5087441164074384,-3.960189249136029,-1.2177752017856491,-7.045947654318553,0.09070176565373955,-6.188255113468842,-1.187446653178932,-1.393014716947854,-0.08954456914077928,7.459623302710951,-8.54433736116384,1.7492782292740099,24.84007411640744,0.0,0.0,3.0,1.0
36,Unilateral,OECD37 as Home,1.8,1.061881769255422,0.7462092349434306,1.2141869117967815e-06,1.8,0.06252498232648164,0.7795968539285809,0.042758660393456244,0.8368921893603304,25.072863214462163,25.909755403822494,1.3977172576663404,2.037514968843555,4.840630244647479,0.6233410150235226,1.3685151877055999,0.4189995920337314,0.2043414229897912,15.642037888815606,16.495999999999995,5.05059595412786,2.3347715916330505,7.385367545760912,74.84466666666665,118.11866666666666,55.983024596935856,108.14490425276989,11.226699999999997,17.584570693031612,-3.0990662339272994,0.7643621168240897,0.09598458791229587,-0.5590734568558245,-0.20432295842267717,0.7415332144621622,-4.319146923478794,-1.5785061273173149,-7.725544596177507,0.09535707179008845,-6.649255514284688,-1.5350705227753183,-1.4967887745909556,-0.1299081439107795,8.444911574579187,-10.134876261275753,0.8368921893603304,25.072863214462163,0.0,0.0,3.0,1.0
38,Unilateral,OECD37 as Home,1.9000000000000001,1.0803597010634123,0.7997890365621557,1.1840256200734195e-06,1.880148737625568,0.06295111029304268,0.7795968539285809,0.04222580614050469,0.0,25.290070325385134,25.290070325385134,1.3441489757834748,2.0026663322135585,4.65511043081264,0.6045613871215577,1.3160660911992044,0.3979197885062367,0.20664159861532097,15.367515839130174,16.496,4.98765592024156,2.448045292758923,7.435701213000482,74.84466666666667,118.11866666666666,56.03747019661129,108.10212063561625,11.2267,17.573840461793477,-3.101323333333333,0.9970142722019172,0.1148848339430968,-0.5567393889473796,-0.2284726144008373,0.9587403253851328,-4.646118069670621,-1.9066564415347074,-8.345229674614867,0.09994630620345946,-7.087987030820166,-1.8571616305785168,-1.595549967870232,-0.16723338975867483,9.528475765333342,-11.656649492001737,0.0,25.290070325385134,0.0,0.0,3.0,1.0
