,regionbase,tax_sce,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Ced_prime,Cedstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,delta_UCed,delta_UCedstar,leak,leakstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,conv
0,OECD37 as Home,global,0.0,1.0,0.0,0.0,0.0,0.057913183842328936,0.7795968539285809,0.057913183842328936,9.30397,24.33133,33.6353,2.5272,2.1634999999999995,8.7523,1.0261,2.4744,1.0261,0.0,16.691800000000004,16.496057818369923,6.840690643157686,0.0,6.840690643157686,74.8449289967239,118.11974734080849,55.41116182151166,108.60891451602072,11.226700000000001,17.717900000000004,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-5.210646728907401e-14,0.0,-0.0,-0.0,0.0,0.0,-2.7003111801628272e-14,-2.7003111801628272e-14,9.30397,24.33133,1
1,OECD37 as Home,global,0.1,1.0495236018813023,0.0,0.0,0.1,0.057913183842328936,0.7795968539285809,0.05791318384232893,9.06611416285227,23.709299956258704,32.77541411911098,2.5028865874162802,2.1426856330623303,8.505932548710291,0.9972164331926041,2.4047484088215376,0.997216433192604,7.568637267372189e-16,16.221944507907917,16.45075934129641,6.821905981290109,0.0,6.82190598129011,74.63940345010201,117.79538834996596,55.03677094139435,107.8750878688694,11.451017177526541,18.071915812277656,-0.23182687500714177,-0.6062633691496769,-0.7233867395266323,-0.6516230381977068,-0.6042120674199112,-0.6220300437412973,-0.5603214502082174,-0.5195534258371488,-0.8598858808890242,0.0,-0.7535936709469647,-1.1893162997559301,-0.024909636581383565,-0.02132478582772368,0.0,0.0,0.022362624715243955,-0.02219920376080925,9.06611416285227,23.709299956258704,1
2,OECD37 as Home,global,0.2,1.1014655417273105,0.0,0.0,0.2,0.057913183842328936,0.7795968539285809,0.057913183842328936,8.83370448512036,23.101512467252537,31.935216952372897,2.4788225017920706,2.122084711390924,8.265378658897056,0.9690144352792145,2.3367403943620393,0.9690144352792145,0.0,15.76317625065159,16.40458934357226,6.802759911671311,0.0,6.802759911671311,74.42992369199914,117.46478885001575,54.65672846809839,107.13018378929759,11.67786880645547,18.429931478163432,-0.44689660028733386,-1.1687041829959917,-0.7233867395266287,-0.6515556079107561,-0.6041614285324983,-1.2298175327474645,-1.1076986435954481,-1.027124602678274,-1.7000830476271034,0.0,-1.5216861173241654,-2.4015144662400347,-0.05078439244556243,-0.04347579655586209,0.0,0.0,0.08878345178567583,-0.0874232073702549,8.83370448512036,23.101512467252537,1
3,OECD37 as Home,global,0.30000000000000004,1.1558164814037217,0.0,0.0,0.30000000000000004,0.057913183842328936,0.7795968539285809,0.05791318384232892,8.60713518922909,22.508998485995274,31.116133675224365,2.455058450199793,2.1017406445897637,8.031040817573555,0.9415411929335403,2.2704897454387996,0.9415411929335401,6.125207434047137e-16,15.316262824488911,16.357646017381338,6.7832931532634095,0.0,6.783293153263411,74.21693523413153,117.12865194445557,54.27192420152295,106.37594633388176,11.90667880841384,18.79103783476851,-0.6459472824626011,-1.689252705264609,-0.7233867395266285,-0.6514880614834743,-0.6041107024258623,-1.822331514004727,-1.6412067854825274,-1.5218553379877875,-2.519166324775636,0.0,-2.3026437961720676,-3.634016453294033,-0.0775992548876,-0.06643161916323315,0.0,0.0,0.19820444395824843,-0.19344749554530025,8.60713518922909,22.508998485995274,1
4,OECD37 as Home,global,0.4,1.212550724861132,0.0,0.0,0.4,0.057913183842328936,0.7795968539285809,0.057913183842328936,8.386747007654114,21.932649080956278,30.31939608861039,2.4316419650000602,2.0816941244371754,7.803264820752855,0.9148372465037197,2.206094223515061,0.9148372465037197,0.0,14.88186370840151,16.310033717749832,6.763548980675357,0.0,6.763548980675357,74.00091154989573,116.7877248657128,53.88328583175597,105.61419382604532,12.13685556452239,19.154301193284873,-0.8297708799012401,-2.1699800303813794,-0.7233867395266279,-0.6514205481729527,-0.6040600011892957,-2.3986809190437235,-2.1600479436462585,-2.003004920657599,-3.3159039113896114,0.0,-3.094730638369976,-4.884082408684174,-0.10532230681589272,-0.09016492988136404,0.0,0.0,0.3494986147819479,-0.33786115993442695,8.386747007654114,21.932649080956278,1
5,OECD37 as Home,global,0.5,1.2716270449536864,0.0,0.0,0.5,0.057913183842328936,0.7795968539285809,0.057913183842328936,8.172821652516008,21.37320097318804,29.546022625704047,2.408616525478106,2.06198237293126,7.58233422083571,0.8889358390365415,2.143633992897396,0.8889358390365415,0.0,14.460519674525043,16.261860763029638,6.743572312053311,0.0,6.743572312053311,73.78234409485323,116.44278322554273,53.49175953063692,104.84678081445773,12.367804218942913,19.518782756358387,-0.9991999264451896,-2.6130633639525533,-0.723386739526628,-0.6513532137459576,-0.6040094342909201,-2.95812902681196,-2.6635639596463,-2.469962113507158,-4.089277374295953,0.0,-3.896144640192489,-6.148868422641124,-0.1339154786800849,-0.11464313790929237,0.0,0.0,0.5414806017308506,-0.518111612738242,8.172821652516008,21.37320097318804,1
6,OECD37 as Home,global,0.6000000000000001,1.3329899919018446,0.0,0.0,0.6000000000000001,0.057913183842328936,0.7795968539285809,0.05791318384232892,7.9655785351193735,20.831227957410235,28.79680649252961,2.386020854176022,2.0426385398899267,7.368467135489297,0.8638625421575549,2.0831707185602317,0.8638625421575546,5.619868047124104e-16,14.052646702256581,16.21323717681003,6.723408772682173,0.0,6.723408772682174,73.56173206146669,116.09461484602429,53.09829058699905,104.07556011704791,12.598938666528651,19.88355753691539,-1.155093551349781,-3.020749462730799,-0.7233867395266281,-0.6512861977447932,-0.6039591065244019,-3.5001020425897664,-3.1512440392932604,-2.922252215695938,-4.8384935074703925,0.0,-4.705055429276484,-7.425485814208741,-0.16333547977143215,-0.1398291826865674,0.0,0.0,0.7729180668777739,-0.7315521603073101,7.9655785351193735,20.831227957410235,1
7,OECD37 as Home,global,0.7000000000000001,1.3965715882256238,0.0,0.0,0.7000000000000001,0.057913183842328936,0.7795968539285809,0.05791318384232893,7.76517378320969,20.307138331983385,28.072312115193075,2.363888415742394,2.023691273923183,7.161815454625193,0.8396351630989467,2.0247473419472115,0.8396351630989466,6.372632635105622e-16,13.658534465856157,16.164272495471888,6.703103785808155,0.0,6.703103785808156,73.33957243166596,115.74400406058899,52.70380512469832,103.30234698733875,12.829692595143552,20.247731785074333,-1.2983235216605502,-3.3953181332576308,-0.7233867395266282,-0.6512196311208008,-0.6039091162317557,-4.024191668016616,-3.6227269182734503,-3.359539097121715,-5.562987884806926,0.0,-5.519640738545822,-8.71105869413815,-0.1935348497903775,-0.16568243412530925,0.0,0.0,1.0425434962302431,-0.9754898522948163,7.76517378320969,20.307138331983385,1
8,OECD37 as Home,global,0.8,1.46229329409012,0.0,0.0,0.8,0.057913183842328936,0.7795968539285809,0.05791318384232894,7.571701427394973,19.80117800158622,27.372879428981193,2.3422471286479594,2.0051644756370126,6.962466299140038,0.8162639157190217,1.968388493377982,0.8162639157190219,-3.540143077634128e-16,13.278349116459186,16.115073750919183,6.682701736104986,0.0,6.682701736104985,73.11635082421775,115.39171726940312,52.30919377967895,102.52888712060081,13.05952907359171,20.610458119749406,-1.42976097326124,-3.739047531488215,-0.7233867395266284,-0.651153634330634,-0.6038595538736816,-4.530151998413782,-4.077797914525821,-3.781622492184784,-6.262420571018808,0.0,-6.338119965855924,-10.002776928486359,-0.22446306733093724,-0.1921596415679342,0.0,0.0,1.3490659767295587,-1.2472312067257707,7.571701427394973,19.80117800158622,1
9,OECD37 as Home,global,0.9,1.5300681196826136,0.0,0.0,0.9,0.057913183842328936,0.7795968539285809,0.05791318384232892,7.385196482957205,19.313438536632336,26.698635019589542,2.321119283426174,1.987077227640284,6.770445435699463,0.7937518208438032,1.9141014574562973,0.793751820843803,5.163761915368579e-16,12.912139794523533,16.06574371392793,6.662245241214614,0.0,6.662245241214616,72.8925335245533,115.03849036089709,51.91529797861244,101.7568297592328,13.287948335106318,20.9709478124988,-1.5502643794988342,-4.054182698872779,-0.7233867395266282,-0.6510883159464107,-0.6038105009858126,-5.017891463367665,-4.516381520379888,-4.188431156992381,-6.936664980410459,0.0,-7.158783397958894,-11.297942259675139,-0.25606765438773493,-0.2192158793399277,0.0,0.0,1.6911825682324255,-1.544123810562627,7.385196482957205,19.313438536632336,1
