,tax_sce,regionbase,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Cec_prime,Cecstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,delta_UCec,delta_UCecstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,Qe2_prime,Qe2star_prime,region_scenario,conv
0,Unilateral,OECD37 as Home,0.0,1.0,0.0,0.5,0.0,0.054859959706182876,0.7786238142659195,0.054859959706182876,9.0575,23.21849,32.27599,2.5445,1.8967,8.74917,0.9105699999999999,2.48754,0.9105699999999999,0.0,15.68751,16.5836,6.070466666666665,0.0,6.070466666666665,74.91139999999999,110.65386666666664,54.73852666666666,102.99194999999999,11.236709999999999,16.59808,0.0,0.0,,-inf,,0.0,3.379225999999999,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,9.0575,23.21849,0.0,0.0,3.0,1.0
1,Unilateral,OECD37 as Home,0.1,0.9941064503984409,0.03955280258885286,0.0,0.1,0.05488027416041127,0.7786238142659195,0.053658731194904566,8.751903997479806,23.149969231929845,31.901873229409652,2.4616429419131,1.9079445659363712,8.464269042286434,0.8813038109035696,2.4065377416885485,0.8616300894694724,0.019673721434097232,15.780174057593218,16.583599999999997,5.937546087143477,0.13516845243278233,6.072714539576258,74.91139999999999,110.65386666666663,54.740781077675926,102.99003930802681,11.236709999999999,16.597362505516056,-0.29540128911694186,-0.06831875333769961,-0.1831534254987561,9.063715037235626,0.1995164085143206,-0.0685207680701545,3.390887799281767,0.07464243443316221,-0.37411677059034787,0.0059326865436736265,-0.371993278584345,0.06297436316450465,-0.08423612403967685,0.011211365445668621,0.025021994601274657,-0.024919238721069863,8.751903997479806,23.149969231929845,0.0,0.0,3.0,1.0
2,Unilateral,OECD37 as Home,0.2,0.9892459564335242,0.07875281043816262,7.17276073696249e-05,0.2,0.054938986172503486,0.7786238142659195,0.052525130387138,8.438551380675547,23.093306205763724,31.531857586439273,2.3824933673601767,1.917318931318225,8.192116130833812,0.8540479087259151,2.3291599728996397,0.8163083477484983,0.03773956097741689,15.856722193682256,16.583599999999997,5.8121087745076485,0.2671024762263915,6.079211250734041,74.91139999999999,110.65386666666663,54.74732201959007,102.9845171035427,11.23671,16.595348336660525,-0.5776159103194469,-0.12451007175567512,-0.16822784756446943,4.555718988721672,0.17914692505934704,-0.1251837942362748,3.3900581665818947,0.1333090337263947,-0.7441324135607275,0.011800427695044413,-0.7392248832008388,0.11120894165385795,-0.16739398945995165,0.020507663296490883,0.0997014347758823,-0.0989685710071434,8.438551380675547,23.093306205763724,0.0,0.0,3.0,1.0
3,Unilateral,OECD37 as Home,0.30000000000000004,0.9853595858619344,0.11770689794309644,4.032182292455719e-05,0.30000000000000004,0.05503304942957302,0.7786238142659195,0.05145337268717005,8.116785801256562,23.04789916306511,31.164684964321673,2.3067513197735443,1.9248810558237772,7.93167987597685,0.8285804771467853,2.2551134517545615,0.7742300498324828,0.05435042731430246,15.917678447512131,16.583599999999997,5.693514640876422,0.39610507296361736,6.089619713840039,74.91139999999999,110.65386666666663,54.75784619934573,102.97566990990259,11.236709999999999,16.592218953605297,-0.8463938678829767,-0.16934054189818012,-0.15350496169646316,3.038740751503416,0.1586962848369074,-0.1705908369348883,3.376967899266692,0.1763599804826974,-1.1113050356783276,0.017602946583725188,-1.1022536895495536,0.1452704272125519,-0.24960015102808983,0.027973750495523687,0.22356652663468243,-0.22148123739522274,8.116785801256562,23.04789916306511,0.0,0.0,3.0,1.0
4,Unilateral,OECD37 as Home,0.4,0.9824012607845329,0.15651595934265397,3.0433293985597396e-05,0.4,0.05515977334032906,0.7786238142659195,0.050438313287640646,7.785853693507089,23.01327503586095,30.79912872936804,2.2341395321521254,1.9306774896495145,7.682006905293537,0.8047048701047825,2.1841271180230684,0.7350658497329666,0.06963902037181592,15.963470625833153,16.5836,5.581194393422148,0.5224478111421712,6.103642204564319,74.91139999999999,110.65386666666663,54.77208602079988,102.96375079278695,11.236709999999999,16.58812628974174,-1.1014661937899546,-0.20340652999632913,-0.1389534468943289,2.269525114178104,0.13818019989117,-0.20521496413904927,3.3517737438562207,0.20407298558745168,-1.4768612706319608,0.023340185969408123,-1.4616488747521672,0.16559004013515458,-0.33098349621970324,0.033676739668468604,0.39632351544709027,-0.3922674176455825,7.785853693507089,23.01327503586095,0.0,0.0,3.0,1.0
5,Unilateral,OECD37 as Home,0.5,0.980337287305945,0.19527707474677275,2.2923287491015834e-05,0.5,0.05531677215938027,0.7786238142659195,0.049475372764122415,7.444881415323125,22.989087483592815,30.43396889891594,2.164400203492766,1.9347422816205453,7.442210779482333,0.7822454760375707,2.1159489417160127,0.6985251373278337,0.08372033870973691,15.994421505119611,16.5836,5.474641301124833,0.6463734298296094,6.121014730954443,74.9114,110.65386666666664,54.7898044983845,102.94898414535538,11.236709999999999,16.583198155268594,-1.3425436899224859,-0.2271434462318557,-0.12453848453319927,1.7994074252922276,0.11760411574559919,-0.229402516407184,3.3145464468356245,0.21662926277772598,-1.842021101084061,0.029012209434058356,-1.817997269346781,0.1724594020220006,-0.41167691004331924,0.03766579867344121,0.6178455227488472,-0.611620954372166,7.444881415323125,22.989087483592815,0.0,0.0,3.0,1.0
6,Unilateral,OECD37 as Home,0.6000000000000001,0.9791463758536955,0.23408536643276612,1.8036390153790092e-05,0.6000000000000001,0.05550192165857284,0.7786238142659195,0.048560465006878016,7.092847855235247,22.975119695341487,30.067967550576732,2.097291046996403,1.9370954606723745,7.211458404263908,0.7610438360341316,2.050342059754542,0.6643499979665742,0.09669383806755738,16.010736546401436,16.5836,5.373403220142412,0.7680990188090789,6.141502238951491,74.91139999999999,110.65386666666666,54.81079090911755,102.93156976355789,11.236709999999997,16.577542568289875,-1.5693135973919154,-0.24082827183384034,-0.11022093761867331,1.4788140433123118,0.09696271120969022,-0.24337030465851228,3.2652546061559775,0.21409584310794116,-2.208022449423268,0.034619159209752004,-2.171917074960932,0.16602087855037043,-0.49182038134276734,0.039971306059973594,0.8881506168321108,-0.8803565391601164,7.092847855235247,22.975119695341487,0.0,0.0,3.0,1.0
7,Unilateral,OECD37 as Home,0.7000000000000001,0.9788194637762184,0.2730358906473038,1.52914897146432e-05,0.7000000000000001,0.05571332134344375,0.7786238142659195,0.047689938361834,6.728542117472817,22.97128397102091,29.699826088493726,2.0325830614080194,1.9377424235953191,6.988962367215247,0.7409557812048733,1.987082597199805,0.6323105986830653,0.10864518252180806,16.012499153632596,16.583599999999997,5.277076080831931,0.8878183506626488,6.164894431494579,74.91139999999999,110.65386666666663,54.834856975128865,102.91168639989623,11.23671,16.571251266698464,-1.7814393225715839,-0.2445833804113566,-0.09595896746901834,1.2436156474838496,0.07624412311480154,-0.2472060289790896,3.203757750832402,0.19641735843279307,-2.576163911506274,0.04016120274057389,-2.5240655223720103,0.14626415927665218,-0.5715627369288329,0.04060467169951889,1.2074414633209585,-1.1998219679517081,6.728542117472817,22.97128397102091,0.0,0.0,3.0,1.0
8,Unilateral,OECD37 as Home,0.8,0.9793609658852285,0.3122261726829124,1.3018877053900236e-05,0.8,0.05594925903170246,0.7786238142659195,0.04686053264005421,6.350509973766069,22.977637174690482,29.32814714845655,1.9700567674461085,1.9366710192350822,6.773967996870293,0.7218482958945318,1.9259559879319672,0.6022008436017834,0.11964745229274835,15.999646982548194,16.583599999999993,5.185299130681539,1.005702718311261,6.191001848992799,74.91139999999997,110.65386666666666,54.861833226649466,102.88949509502278,11.236709999999995,16.564402636696446,-1.9785569730047092,-0.23836302094493245,-0.08170477106112013,1.0617183914133863,0.05542571497400673,-0.24085282530951702,3.12977897048016,0.16338629767781043,-2.9478428515434487,0.0456384333098363,-2.8751573120939717,0.1130015581584019,-0.6510658173631881,0.039555670227762685,1.5760975220164162,-1.5719871236246474,6.350509973766069,22.977637174690482,0.0,0.0,3.0,1.0
9,Unilateral,OECD37 as Home,0.9,0.9807904309966811,0.3517587695945281,1.1928813062185489e-05,0.9,0.05620818111464793,0.7786238142659195,0.04606933229228533,5.956979259200572,22.994400020691817,28.95137927989239,1.909498007955605,1.9338483941697615,6.56573892169972,0.7035964938436572,1.8667528688189763,0.5738343288389766,0.12976216500468063,15.971946318119812,16.583599999999997,5.097749752892901,1.1219028257432013,6.219652578636103,74.91139999999999,110.65386666666663,54.891565932052174,102.86514197482595,11.236709999999999,16.55706406588052,-2.160271173619446,-0.22193416439852734,-0.06740337386054299,0.915257587462841,0.03447357172978238,-0.2240899793081823,3.04287518693879,0.11461120613323317,-3.3246107201076107,0.051050839700781614,-3.225989577790901,0.06583893881465548,-0.7305101298056945,0.036789284976251994,1.9946927464947435,-1.9995586599625519,5.956979259200572,22.994400020691817,0.0,0.0,3.0,1.0
