,regionbase,tax_sce,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Ced_prime,Cedstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,delta_UCed,delta_UCedstar,leak,leakstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,Qe2_prime,Qe2star_prime,conv
10,OECD37 as Home,Unilateral,1.0,0.9887362476724435,0.33661022386990624,0.0,1.0,0.059204348038807815,0.7795968539285809,0.04903451539261221,6.025659868664432,24.193910903025493,30.219570771689924,1.9068221436912367,2.1881467429691535,6.603782624338719,0.7950189372101326,1.8669835044118377,0.6555181297338241,0.1395008074763085,16.858816819068842,16.495999999999995,5.791924268498425,1.2012538522801985,6.993178120778624,74.84466666666665,118.11933333333334,55.56719474503117,108.4788319306715,11.2267,17.67564142708937,-1.9729899994395628,-0.136644439073719,-0.04023126184463271,-0.12171718124034749,-0.011539995742395453,-0.13741909697450794,-0.41575293355016996,-0.039417500751874,-3.4157292283100773,0.04858562722371762,-3.1622685214645583,-0.07629726284768167,-0.7118463134710316,0.024507411445718972,0.0,0.0,2.3270868281630204,-2.462295585782487,4.601087043967434,20.9761207529231,1.4245728246969986,3.2177901501023904,1
11,OECD37 as Home,Unilateral,1.1,0.9924786388727708,0.37159150394045526,0.0,1.1,0.059445873620173624,0.7795968539285809,0.048339191126582026,5.590449297191193,24.239654934505243,29.830104231696435,1.852690650341457,2.179895783406726,6.416312274051731,0.7762879215890388,1.8139829634397364,0.6278775024686828,0.14841041912035596,16.79093463886776,16.496,5.709793029744452,1.311913931688043,7.021706961432495,74.84466666666665,118.11933333333337,55.59686333104146,108.45458241611573,11.226700000000001,17.66840708100991,-2.0793138008279284,-0.09133008795219907,-0.024092075960556708,-0.1431954221185054,-0.035289026981217685,-0.09167506549475846,-0.5448866142857796,-0.1342816561364799,-3.805195768303566,0.05317477794272041,-3.4855870320596973,-0.16481700644355782,-0.7846273212450023,0.016333968931455767,0.0,0.0,2.8335901147376537,-3.04644185182716,4.1452148851758865,21.015780828216045,1.4452344120153067,3.2238741062891973,1
12,OECD37 as Home,Unilateral,1.2000000000000002,0.9975237766132468,0.4072989668595277,0.0,1.2000000000000002,0.0597031989730549,0.7795968539285809,0.047671031191158335,5.11736713241676,24.301186423688186,29.418553556104946,1.7989458184259368,2.1688706081226745,6.230181025090743,0.7577539087773166,1.7613610055053568,0.6012363961690042,0.15651751260831237,16.701441190182926,16.496,5.630870423612162,1.4212316369524303,7.052102060564592,74.84466666666667,118.11933333333333,55.628589575032684,108.4287465818534,11.2267,17.66084519474029,-2.165273240176267,-0.030106247486667036,-0.007148538977356916,-0.16553691465125653,-0.06007814230420678,-0.030143576311814968,-0.6980271961890452,-0.253334292917085,-4.216746443895055,0.057711855601175976,-3.8160803235575984,-0.2753811144605351,-0.8590234168272729,0.005363953214675307,0.0,0.0,3.3972904848615433,-3.724617524544907,3.650702879039932,21.06912862933766,1.4666642533768277,3.232057794350529,1
13,OECD37 as Home,Unilateral,1.3,1.00419893485562,0.44398013869689285,0.0,1.3,0.05997526209881596,0.7795968539285809,0.047028891546721505,4.594262232334294,24.38235932372234,28.976621556056635,1.7450880530959147,2.1544535897272783,6.043658660617035,0.7391704231301094,1.7086284736390198,0.5753799462739179,0.16379047685619158,16.585622355847278,16.496000000000002,5.55502131690438,1.529216658699697,7.084237975604077,74.84466666666665,118.11933333333336,55.66225645187388,108.40143105406989,11.226699999999997,17.65299572359353,-2.229111443150424,0.051136420716321,0.010953605048376187,-0.18910847601679537,-0.0863235434972268,0.05102932372233937,-0.8809955807864256,-0.402153631295338,-4.658678443943366,0.06219394129433031,-4.157325101774886,-0.4134543213807226,-0.9358397389442559,-0.009065376389139533,0.0,0.0,4.022081726825471,-4.518688067729617,3.105137502100346,21.13950553366727,1.4891247302339479,3.2428537900550714,1
14,OECD37 as Home,Unilateral,1.4000000000000001,1.0130736258044273,0.48202092805573765,0.0,1.4000000000000001,0.060260854746625334,0.7795968539285809,0.04641204266791406,4.0005656685555495,24.489862884513432,28.49042855306898,1.6903278748993202,2.1355802232854306,5.854011023853007,0.7201622635565448,1.6550123827361816,0.5500146654020558,0.1701475981544891,16.435334784738608,16.496,5.48215953857223,1.6358124501959868,7.1179719887682165,74.84466666666665,118.11933333333333,55.697727176120985,108.37275714288035,11.2267,17.644900176654886,-2.268421051030359,0.1595680626224296,0.03081376981887418,-0.21453842348154245,-0.11474003471390025,0.15853288451343062,-1.1037726092397833,-0.5903227284194195,-5.14487144693102,0.06661570575219455,-4.515260315961873,-0.588458053687768,-1.0164131820124225,-0.0281014928898445,0.0,0.0,4.71342883366064,-5.465271685106014,2.487512211791735,21.232711120873144,1.5130534567638143,3.2571517636402865,1
15,OECD37 as Home,Unilateral,1.5,1.0252893348932912,0.5221257556119577,0.0,1.5,0.06055834634168558,0.7795968539285809,0.0458205543862857,3.295790344946611,24.637070650862036,27.932860995808646,1.6331752323643425,2.110136062446382,5.656077709014891,0.700041492935325,1.5990538125048785,0.5246452652182001,0.175396227717125,16.23437668654283,16.496,5.412293337071809,1.740818160577189,7.1531114976489985,74.84466666666665,118.11933333333333,55.734810364171665,108.34288856033166,11.226700000000001,17.63660915757231,-2.279583113553978,0.3095985937804541,0.053615768732872354,-0.24307729332783543,-0.14675225065281278,0.3057406508620346,-1.3861334385059116,-0.8368457580754658,-5.702439004191355,0.07096618479913686,-4.901418421179839,-0.8191348520710561,-1.1033397733978556,-0.05403308949404229,0.0,0.0,5.479644515450902,-6.635396698325326,1.7564900370492142,21.360340254297384,1.539300307897397,3.276730396564651,1
16,OECD37 as Home,Unilateral,1.6,1.043890537569913,0.5660221273313855,0.0,1.6,0.06086463233563359,0.7795968539285809,0.045256882847274485,2.373201552248587,24.859553808958225,27.232755361206813,1.569774594049137,2.0725353110647413,5.436506085587315,0.6770656570059669,1.5369777839170564,0.49807479752256345,0.17899085948340343,15.93989592958263,16.496,5.34571283066483,1.8435769643986488,7.189289795063479,74.84466666666665,118.11933333333333,55.773127265040515,108.31213700752937,11.2267,17.628210319866437,-2.2561070619116634,0.5397743297938566,0.08250216730355951,-0.2780599083446832,-0.1861608422259006,0.5282238089582236,-1.7802909754355767,-1.1919031023466644,-6.402544638793188,0.07521596489743976,-5.345929243955356,-1.1551381603825759,-1.2034019244590124,-0.09293235258978169,0.0,0.0,6.335499487798195,-8.212920834045814,0.8031240131646327,21.55323315236678,1.5700775390839543,3.306320656591444,1
17,OECD37 as Home,Unilateral,1.7000000000000002,1.0594179017933654,0.6093828510507183,0.0,1.7000000000000002,0.06118337081697299,0.7795968539285809,0.04471145249859168,1.5985351333541147,25.04375823786797,26.642293371222085,1.5143809083816473,2.0421591860375985,5.244664460441869,0.6574052777374143,1.4827414212169785,0.47470798588428753,0.1826972918531269,15.70094211740658,16.496,5.28128696149865,1.9456520104883261,7.226938971986977,74.84466666666665,118.11933333333336,55.81314439366725,108.28013520714441,11.226700000000001,17.619604980025123,-2.212111122003645,0.7334919351274627,0.10187724332137099,-0.30085160604323813,-0.21176776992090582,0.712428237867968,-2.1038572753388465,-1.480893418818411,-6.993006628777916,0.07942771619496392,-5.749252081950369,-1.4336076096597663,-1.2941924039570827,-0.12487637198320174,0.0,0.0,7.302971293951701,-9.616167994360636,0.0,21.71293839223153,1.5985351333541147,3.33081984563644,1
18,OECD37 as Home,Unilateral,1.8,1.0538933187076802,0.6423597009190103,0.0,1.8,0.06152758684321089,0.7795968539285809,0.04416255251443515,1.6116296889554944,24.97837461180399,26.590004300759485,1.48987207141785,2.052864328481517,5.159784477156713,0.6512781303122562,1.4587446397263089,0.4612918474672577,0.18998628284499847,15.77746065366483,16.495999999999995,5.216451261303403,2.0511462782254433,7.267597539528847,74.84466666666664,118.11933333333333,55.856517472567596,108.2455754247338,11.2267,17.61045333240264,-2.1900794245297392,0.6644040385192566,0.09184066069416215,-0.28964439041889,-0.19868532809663345,0.6470446118039881,-2.0406303781273465,-1.3997968875414024,-7.045295699240516,0.08376803608124972,-5.932432037963566,-1.3579344158453088,-1.3354273514337722,-0.1135647746969056,0.0,0.0,8.302023305497027,-9.748692079458527,0.0,21.656250788434058,1.6116296889554944,3.322123823369931,1
19,OECD37 as Home,Unilateral,1.9000000000000001,1.0485655207985407,0.6751224389275754,0.0,1.9000000000000001,0.06188466276068199,0.7795968539285809,0.04363090331068732,1.6246105394753207,24.915157421198302,26.539767960673622,1.466158643007263,2.0632950035896416,5.077659184549093,0.6455356105276713,1.4355266485664657,0.44848487651515534,0.19705073401251594,15.851592870433475,16.496000000000002,5.153653211789513,2.1561218970603995,7.309775108849913,74.84466666666667,118.11933333333333,55.90167777016564,108.20972449081091,11.226700000000001,17.601102320974505,-2.167882791287413,0.5979483390454745,0.08228099287868577,-0.2789481417940756,-0.18617018542483046,0.5838274211983006,-1.9792854774104214,-1.3209765154492175,-7.095532039326379,0.08807217026388325,-6.112558216251396,-1.284557398895077,-1.3759748745500042,-0.10259978909715509,0.0,0.0,9.308522694823667,-9.884148620068567,0.0,21.601441484178928,1.6246105394753207,3.3137159370193747,1
20,OECD37 as Home,Unilateral,2.0,1.0434232476508865,0.7076819303854899,0.0,2.0,0.06225419618336259,0.7795968539285809,0.0431156495210784,1.637480204315339,24.853989087954034,26.49146929226937,1.4432028593701651,2.0734634817374453,4.998157797588435,0.6401557359351379,1.4130504729445776,0.43624950473057533,0.20390623120456258,15.923438944693602,16.496000000000002,5.092791777663433,2.2606323727179025,7.353424150381336,74.84466666666665,118.11933333333334,55.948586802358996,108.17262280550923,11.2267,17.591565646072038,-2.145523311763782,0.5339666704108964,0.07316230035916751,-0.2687279667121648,-0.17418411613355644,0.5226590879540325,-1.9197471006243774,-1.2443418376338187,-7.143830707730629,0.09234042141812837,-6.289726329873376,-1.2133584567334321,-1.4158565189108114,-0.0919636609020615,0.0,0.0,10.32222539377468,-10.022301209974922,0.0,21.548408539256148,1.637480204315339,3.3055805486978866,1
21,OECD37 as Home,Unilateral,2.1,1.038456057259091,0.740048296918211,0.0,2.1,0.06263581486583387,0.7795968539285809,0.04261599166770243,1.6502411361369609,24.79476011622624,26.445001252363202,1.4209692509687606,2.083381366863378,4.921157476754465,0.635118199826466,1.3912813843768208,0.4245510431254819,0.2105671567009841,15.99309357357331,16.496,5.033772525127899,2.3647281696144877,7.398500694742387,74.84466666666667,118.11933333333334,55.997209408248835,108.13430774280232,11.226700000000001,17.581855513893792,-2.1230029846459724,0.4723129436604199,0.06445213648161024,-0.2589521994198713,-0.16269238605994266,0.4634301162262382,-1.8619436751864953,-1.1698068597368483,-7.190298747636799,0.09657310882757786,-6.464028051804279,-1.144227049386045,-1.4550929206730185,-0.08163978018597967,0.0,0.0,11.342900479578097,-10.162935117329573,0.0,21.49705702076815,1.6502411361369609,3.29770309545809,1
22,OECD37 as Home,Unilateral,2.2,1.03365425479446,0.7722309778554622,0.0,2.2,0.06302917418346532,0.7795968539285809,0.042131181756330405,1.6628957205336434,24.737368428425498,26.400264148959142,1.399424478537672,2.093059637654379,4.846542760171442,0.6304042208504964,1.3701867401446726,0.413357422578356,0.21704679827214043,16.060646311600472,16.496000000000002,4.976507101603243,2.4684569334982314,7.444964035101474,74.84466666666665,118.11933333333334,56.047513480526504,108.09481390349708,11.226700000000003,17.571982806498777,-2.1003237249505133,0.4128520428200515,0.05612113564953273,-0.2495920335129634,-0.1516633576510607,0.40603842842549653,-1.805807310600482,-1.097289829894656,-7.235035851040859,0.10077056553561026,-6.635551196989605,-1.0770596260283753,-1.4937038475270663,-0.07161259372974133,0.0,0.0,12.370329277686182,-10.305855192756441,0.0,21.447298427444906,1.6628957205336434,3.290070000980591,1
23,OECD37 as Home,Unilateral,2.3000000000000003,1.0290088284393917,0.8042387858458945,0.0,2.3000000000000003,0.06343395485302508,0.7795968539285809,0.04166051926567639,1.6754462762091193,24.681718762937834,26.357165039146953,1.378537181942691,2.102508686228856,4.774205040169759,0.6259964079430412,1.34973583531141,0.4026389607958658,0.22335744714717543,16.126181887551194,16.496000000000002,4.920912761982184,2.571863695953901,7.492776457936086,74.84466666666667,118.11933333333336,56.09946972133884,108.05417334408767,11.226700000000001,17.56195723061905,-2.077487370425488,0.35545883604040324,0.04814265808788528,-0.2406212031417567,-0.14106814778776425,0.3503887629378326,-1.7512735909085428,-1.0267130182769115,-7.278134960853048,0.10493313587240105,-6.804379899832881,-1.0117591000798531,-1.5317082386505074,-0.06186752484924641,0.0,0.0,13.404304537894152,-10.450884001247811,0.0,21.399050167467102,1.6754462762091193,3.2826685954707324,1
24,OECD37 as Home,Unilateral,2.4000000000000004,1.0245113915185136,0.8360799572904117,0.0,2.4000000000000004,0.0638498608687185,0.7795968539285809,0.04120334749270648,1.6878950555576084,24.627722127359764,26.31561718291737,1.3582778408691465,2.111738354410385,4.70404208081633,0.6218786388607919,1.329899766321073,0.39236815274260195,0.22951048611818994,16.189780501639646,16.495999999999995,4.866911936940161,2.674991062298951,7.541902999239111,74.84466666666665,118.11933333333333,56.153051421016244,108.01241578398007,11.226699999999997,17.551787448156194,-2.0544956873107174,0.3000172888775462,0.04049248236112699,-0.23201570615402353,-0.13088033034073548,0.2963921273597627,-1.6982813776288985,-0.9580025050891798,-7.319682817082629,0.10906117330707088,-6.970594786220103,-0.9482343681877918,-1.5691242434317707,-0.052390900035864,0.0,0.0,14.444629676954667,-10.597860151832702,0.0,21.352235084420915,1.6878950555576084,3.2754870429388485,1
25,OECD37 as Home,Unilateral,2.5,1.0201541302459172,0.867762198122908,0.0,2.5,0.06427661763136362,0.7795968539285809,0.040759050219751375,1.7002442455604796,24.575295301685564,26.275539547246044,1.338618646401306,2.1207579676989288,4.635957573163243,0.6180359508124482,1.3106513052609177,0.38251948194785157,0.23551646886459668,16.2515181039092,16.496,4.814431839256886,2.777879384281366,7.592311223538251,74.84466666666665,118.11933333333334,56.20823425732738,107.96956879332583,11.2267,17.541481190810952,-2.031350375530412,0.24641966800920376,0.03314853835959747,-0.2237535628642301,-0.12107567675602685,0.24396530168556296,-1.646772623130957,-0.8910879775794278,-7.359760452753957,0.11315503858163745,-7.134273139470003,-0.886399869268057,-1.605969258826601,-0.04316988179770558,0.0,0.0,15.49111808158519,-10.746636802213978,0.0,21.306781026561385,1.7002442455604796,3.2685142751241805,1
26,OECD37 as Home,Unilateral,2.6,1.0159297564860241,0.8992927254105514,0.0,2.6,0.06471397025083997,0.7795968539285809,0.040327048672543934,1.7124959689290264,24.524360386461506,26.236856355390533,1.3195333826164182,2.1295763670544305,4.569860725179517,0.6144544418583561,1.2919647839292754,0.3730692504025497,0.24138519145580642,16.31146665475253,16.495999999999995,4.763404104501775,2.880566918880608,7.643971023382383,74.84466666666664,118.1193333333333,56.26499611317389,107.92565796345828,11.226699999999997,17.531045360942933,-2.0080530733832895,0.19456582513111034,0.026090674705908916,-0.2158146052010717,-0.11163192909314695,0.19303038646150483,-1.5966921942637704,-0.8259025363346879,-7.398443644609468,0.11721509808950503,-7.295489059820358,-0.8261751800832913,-1.6422599652594285,-0.03419240714353956,0.0,0.0,16.543592466377294,-10.897080318374872,0.0,21.262620455062127,1.7124959689290264,3.2617399313993807,1
27,OECD37 as Home,Unilateral,2.7,1.011831464994817,0.9306783051951052,0.0,2.7,0.06516168200410648,0.7795968539285809,0.03990679874136163,1.724652285435575,24.474844391441685,26.19949667687726,1.3009973173792129,2.138201938611468,4.50566588354625,0.6111211819062649,1.2738159869116508,0.3639954250270981,0.24712575687916677,16.369694368522417,16.495999999999995,4.713764462797142,2.9830899744065777,7.69685443720372,74.84466666666665,118.11933333333334,56.323316910863284,107.88070706171018,11.2267,17.520486120460014,-1.9846053617870054,0.14436255203753917,0.01930045553994209,-0.208180291851019,-0.10252860085595783,0.1435143914416841,-1.547987705954469,-0.7623825109598563,-7.435803323122741,0.12124172246639875,-7.454313617232813,-0.7674846441358877,-1.6780123610206719,-0.025447131200594244,0.0,0.0,17.60188428165916,-11.049069071606933,0.0,21.21969008737994,1.724652285435575,3.2551543040617443,1
28,OECD37 as Home,Unilateral,2.8000000000000003,1.0078528946691274,0.9619252869515919,0.0,2.8000000000000003,0.06561953293301273,0.7795968539285809,0.03949778844022946,1.7367151933855312,24.426678860746982,26.163394054132514,1.2829871015835084,2.146642641444479,4.4432921847061335,0.6080241322681176,1.2561820529274428,0.3552774989259637,0.25274663334215386,16.42626594120284,16.496000000000002,4.665452438700944,3.0854830449912303,7.750935483692175,74.84466666666667,118.11933333333336,56.38317846129677,107.83473817219502,11.226700000000001,17.50980896928309,-1.9610087681266575,0.09572299898567654,0.012760982463880681,-0.2008335457240583,-0.09374680170753182,0.09534886074698079,-1.500609364425241,-0.7004672850845672,-7.471905945867487,0.1252352853660681,-7.610814997430802,-0.7102570309326806,-1.7132417951407921,-0.01692337550339195,0.0,0.0,18.66583316685957,-11.202492357538471,0.0,21.177930572267634,1.7367151933855312,3.2487482884793493,1
29,OECD37 as Home,Unilateral,2.9000000000000004,1.0039880933854066,0.9930396350003197,0.0,2.9000000000000004,0.06608731856783866,0.7795968539285809,0.03909953558164523,1.7486866311915803,24.379799530947203,26.128486162138785,1.2654806761460604,2.154906033501619,4.382663232760827,0.6051520728632417,1.2390413837669403,0.3468963658516738,0.2582557070115679,16.481242763100095,16.495999999999995,4.61841107654688,3.187778934473843,7.806190011020723,74.84466666666663,118.11933333333333,56.44456432658862,107.78777182396573,11.226699999999997,17.49901881471737,-1.9372647697509966,0.04856614939803659,0.006456738104086407,-0.1937586106498886,-0.08526908277739054,0.04846953094720163,-1.4545098196313475,-0.6400991305350487,-7.506813837861216,0.1291961623968687,-7.765058641186821,-0.6544252229376631,-1.7479629987447185,-0.008611080533158262,0.0,0.0,19.735286445352216,-11.35724942361123,0.0,21.137286193331224,1.7486866311915803,3.242513337615978,1
