,region,tax_sce,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Ced_prime,Cedstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,delta_UCed,delta_UCedstar,leak,leakstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime
10,US as Home,Unilateral,1.0,1.0067988047237026,0.34752460385498996,0.0,1.0,0.019419718711090623,0.7401534307632966,0.015925519710383862,2.8044641983517624,29.022057418309448,31.82652161666121,0.7930897400106407,3.592177486734809,2.550350956146311,0.349784166562452,0.8953548261213133,0.28548555321395663,0.06429861334849538,23.645765129474306,8.083999999999998,2.5775984501913296,0.5655477555943978,3.1431462057857273,31.11066666666666,161.85333333333335,22.257085013445728,141.77505905841548,4.666599999999999,24.257903603725495,-1.2392375620010312,0.09849090645887223,0.05426724424263688,-0.2838393925970587,-0.16965772040131533,0.09815741830944802,-0.513402557669572,-0.30687321722843564,-1.8087783833387903,0.04922781853292435,-1.4153891139605352,-0.28978911423010223,-0.3257766783750504,-0.024505347701460223,0.0,0.0,2.8328570460911306,-2.9811565291203417,2.8044641983517624,29.022057418309448
11,US as Home,Unilateral,1.1,1.0098165159754475,0.38341094026912614,0.0,1.1,0.01950443392262282,0.7401534307632966,0.015689099676314985,2.5512457487458975,29.06551926005528,31.616765008801178,0.7709437502008628,3.581442710418031,2.4791357538346332,0.341822106744186,0.8703532180370225,0.2733939531799682,0.06842815356421779,23.573065974497627,8.083999999999998,2.5393330796105014,0.6175245655457493,3.1568576451562502,31.11066666666666,161.8533333333333,22.271337017515055,141.76340433495054,4.666599999999999,24.254471194794988,-1.3211015662801526,0.14231379806876343,0.0701594278388854,-0.3080640661463121,-0.19730607102511588,0.14161926005527903,-0.6218380970473198,-0.39826920834015667,-2.0185349911988233,0.05388374762000847,-1.547551736122599,-0.3721695142521409,-0.35619622846810983,-0.035329288735187446,0.0,0.0,3.447653983049106,-3.6894109796176306,2.5512457487458975,29.06551926005528
12,US as Home,Unilateral,1.2000000000000002,1.0134829245621488,0.4197650634253993,0.0,1.2000000000000002,0.019594855547533485,0.7401534307632966,0.01546190648118211,2.2754061663681497,29.11823651797585,31.393642684343998,0.7494167157409829,3.5684863675058613,2.4099109358247417,0.33415730391918447,0.8460503766013554,0.26191152452076605,0.07224577939841838,23.485621237575547,8.083999999999998,2.5025611036675954,0.6689315828858654,3.171492686553461,31.11066666666666,161.8533333333333,22.286604939909914,141.75096454976287,4.666600000000001,24.2508801263591,-1.3935553632800564,0.19564516811017493,0.08669323210937696,-0.3330312858719738,-0.22587533226559756,0.19433651797584872,-0.7465420183172355,-0.5063350909994071,-2.2416573156560027,0.05849309766304156,-1.679710885760029,-0.4694960872775896,-0.38661497929860067,-0.04843654072452328,0.0,0.0,4.1319300707910145,-4.514585954111068,2.2754061663681497,29.11823651797585
13,US as Home,Unilateral,1.3,1.017974769854648,0.4567278115374702,0.0,1.3,0.01969070720148884,0.7401534307632966,0.015243402043009517,1.9692444886101235,29.18269246855474,31.151936957164864,0.7283502541821351,3.552740310564276,2.342167189223624,0.32670785083215176,0.8222674967146979,0.2509518322337448,0.07575601859840699,23.379704208151004,8.084,2.4671954320012337,0.7198111642503936,3.1870065962516274,31.110666666666663,161.85333333333335,22.302849162238388,141.73777772651948,4.666600000000001,24.247146040960263,-1.4557893014825365,0.2611148831386588,0.10421048557575793,-0.35918549530787985,-0.2558818906023144,0.25879246855474136,-0.8919879845700223,-0.6354476304525711,-2.483363042835137,0.06305585302131589,-1.8127703082974895,-0.5858398391775202,-0.41724094375826865,-0.0644302128592702,0.0,0.0,4.890728307051605,-5.486329794196665,1.9692444886101235,29.18269246855474
14,US as Home,Unilateral,1.4000000000000001,1.0236067751360545,0.49452670038172697,0.0,1.4000000000000001,0.019791720137225736,0.7401534307632966,0.015033115937567607,1.6193341255129376,29.263308600141553,30.88264272565449,0.7075135469453124,3.53319271408622,2.2751622671530667,0.3193585960540344,0.7987439968586592,0.24040968374522326,0.07894891230881113,23.248670482222384,8.084,2.433159924881776,0.7701959517286661,3.203355876610442,31.110666666666663,161.8533333333333,22.320030860395942,141.72388083821443,4.6666,24.24328324876962,-1.5067008105762032,0.3434069820006872,0.1233021645319987,-0.3872958747057315,-0.2882226621641457,0.33940860014155305,-1.0660928068327387,-0.7933782076373639,-2.752657274345509,0.06757147559717569,-1.9482196515652714,-0.7284287679328639,-0.44841699047406214,-0.08438411773319204,0.0,0.0,5.731322975003648,-6.655811718618197,1.6193341255129376,29.263308600141553
15,US as Home,Unilateral,1.5,1.0310398036179715,0.5336008718098446,0.0,1.5,0.019897608881963468,0.7401534307632966,0.014830672069164007,1.19785133287962,29.369365712005532,30.56721704488515,0.686483495455793,3.507721028139908,2.2075356049756154,0.3119048603616192,0.7750022219436685,0.23012252087637544,0.08178233948524376,23.078571523685195,8.083999999999998,2.4003937099677586,0.8201006129409688,3.2204943229087273,31.11066666666666,161.85333333333332,22.338107844517392,141.7093131588609,4.6666,24.239305755301142,-1.544656693593517,0.4523616853635237,0.14519350308403145,-0.4189603883064202,-0.324763900582336,0.4454657120055323,-1.2854052262312265,-0.9964025878132787,-3.06808295511485,0.07203813901603728,-2.0890324101536057,-0.912404728438012,-0.4808275214815897,-0.11055154561180149,0.0,0.0,6.6651809620675335,-8.127573182295414,1.19785133287962,29.369365712005532
16,US as Home,Unilateral,1.6,1.0422571339631181,0.5751697321446513,0.0,1.6,0.02000797145131222,0.7401534307632966,0.014635929783336693,0.6219559470639823,29.528697415480973,30.150653362544954,0.6640794848330611,3.4699690528843896,2.135490681140856,0.3037887001422971,0.7497093225105389,0.21968913137626378,0.08409956876603335,22.827616807607257,8.083999999999998,2.3688740218656554,0.8694828507673861,3.238356872633042,31.110666666666667,161.85333333333332,22.357017362970616,141.69412999159522,4.666600000000001,24.235230947894514,-1.5668537523285282,0.6175318459744452,0.17356061558157798,-0.45898622827533236,-0.3711209697608076,0.6047974154809737,-1.5994048169978115,-1.2932254393660543,-3.4846466374550467,0.0764492406305709,-2.2438717612479593,-1.1831116004111437,-0.5164665192552257,-0.14968630922666082,0.0,0.0,7.713987640601286,-10.207308227679931,0.6219559470639823,29.528697415480973
17,US as Home,Unilateral,1.7000000000000002,1.0548845277192473,0.6182400037630011,0.0,1.7000000000000002,0.020122629223545987,0.7401534307632966,0.014448369338149207,0.0,29.707035320631803,29.707035320631803,0.6419725368848888,3.428432122157868,2.0644010263480177,0.295755307640036,0.7247517905470776,0.2096541555581801,0.08610115208185591,22.551722186262083,8.083999999999998,2.338516738610577,0.9183978766510943,3.256914615261671,31.11066666666666,161.85333333333332,22.376734276328857,141.6783559103609,4.6666,24.231067091652285,-1.5704666666666667,0.8045306413812275,0.19935910244157962,-0.49431340796142026,-0.41206245405041164,0.7831353206318035,-1.9417939010329697,-1.618690383940013,-3.9282646793681977,0.0808071991384991,-2.4018656783884627,-1.4831837892343784,-0.5528315958421652,-0.19323967046164547,0.0,0.0,8.926761645293059,-12.53870557364344,0.0,29.707035320631803
18,US as Home,Unilateral,1.8,1.0529874908914896,0.6535182623937399,0.0,1.8,0.020242893452098072,0.7401534307632966,0.014265360526840378,0.0,29.68031168509072,29.68031168509072,0.6294148132417532,3.434608702652376,2.0240189600009453,0.29211642672437393,0.7105748091769386,0.2029494610281244,0.08916696569624956,22.589577975548018,8.083999999999998,2.3088961524708713,0.9674836290627116,3.2763797815335827,31.11066666666666,161.85333333333332,22.39749072272751,141.66181051902976,4.6666,24.226769155119495,-1.5704666666666667,0.7763656433870131,0.19125509985433994,-0.4834245667465447,-0.39906486932602653,0.7564116850907219,-1.9119385126226653,-1.5782968950752334,-3.9549883149092793,0.08516632689362624,-2.494054386993419,-1.446997492712654,-0.574050447235596,-0.18672995337918227,0.0,0.0,10.193759272398214,-12.689000017566759,0.0,29.68031168509072
19,US as Home,Unilateral,1.9000000000000001,1.0511645228457707,0.6887223232226397,0.0,1.9000000000000001,0.020367540563452025,0.7401534307632966,0.014088386486450133,0.0,29.654608769242813,29.654608769242813,0.617338996744026,3.4405651269593274,1.9851865699226012,0.288701910457899,0.696941874547813,0.19658625955528827,0.09211565090261074,22.625874763935585,8.083999999999998,2.280252314120242,1.016302017876341,3.296554331996583,31.11066666666666,161.85333333333332,22.419082386496267,141.64466215113623,4.666600000000001,24.22238340154622,-1.5704666666666667,0.7493242256997092,0.18356328760113894,-0.4731133678506978,-0.38673137638820604,0.7307087692428134,-1.8833182345572723,-1.5394581986471891,-3.980691230757188,0.08948529761851842,-2.5844567858724243,-1.4121941015863457,-0.5948581480533092,-0.18046334541488868,0.0,0.0,11.469181612457078,-12.841815703914557,0.0,29.654608769242813
20,US as Home,Unilateral,2.0,1.0494111033823006,0.7238566790154238,0.0,2.0,0.020496433828141154,0.7401534307632966,0.013917129678647376,0.0,29.629865416104774,29.629865416104774,0.6057178789701212,3.446313831008201,1.94781636157043,0.28549730065584483,0.6838222698437473,0.19054091981603394,0.0949563808398109,22.66069751203803,8.084,2.25253382892134,1.0648823076094056,3.317416136530746,31.110666666666667,161.8533333333333,22.441491269548983,141.62692961728217,4.666600000000002,24.21791593424888,-1.5704666666666667,0.723336586461196,0.17625189010532624,-0.46333708571148763,-0.3750133287252847,0.7059654161047746,-1.8558663871100194,-1.5020913562979246,-4.0054345838952266,0.09376466020203622,-2.673140707944988,-1.378690837435132,-0.615270311233813,-0.17442555441582933,0.0,0.0,12.75270309262098,-12.996887083708,0.0,29.629865416104774
