,tax_sce,regionbase,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Cec_prime,Cecstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,delta_UCec,delta_UCecstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,Qe2_prime,Qe2star_prime,region_scenario,conv,petb,Qeworld_chg
10,EC_hybrid,OECD37 as Home,1.0,0.9719707872633998,0.43527803464084686,0.042907833378601434,1.0,0.05485995970618288,0.7786238142659195,0.04442168214748536,5.504446998601965,23.316691832488683,28.82113883109065,1.808137950015733,1.9513960963170416,6.217216077083573,0.9368285672079971,1.7676618102503978,0.5239404876678609,0.12671466634474113,16.139898652888988,16.5836,4.915430893456891,1.1550357732097751,6.070466666666666,74.91139999999999,110.65386666666663,54.73852666666666,102.99194999999996,11.23671,16.598079999999996,-2.1279368148616604,-0.32911889439929704,-0.09662012954864761,0.9006861109220285,0.15437519312370127,-0.33380816751131803,3.111736463139387,0.533343316414026,-3.45485116890935,0.05399736130348165,-3.838871491726827,0.4718756005069036,-0.8692943495648576,0.05392228808882959,2.3087793386245425,-2.303137097204117,5.504446998601965,23.316691832488683,0.0,0.0,3.0,1.0,1.4072488219042467,10.704118133936525
11,EC_hybrid,OECD37 as Home,1.1,0.9739687546922338,0.4796388497512766,0.04033331560897843,1.1,0.05485995970618288,0.7786238142659195,0.043654867747425004,5.129140244961453,23.340644237057546,28.469784482019,1.7504724054977134,1.9473930666280377,6.018935215566292,0.9349067879366751,1.7112871399378198,0.49847495640928235,0.13200927708095803,16.106789796308323,16.5836,4.830579915074533,1.23988675159213,6.070466666666666,74.9114,110.65386666666663,54.73852666666666,102.99194999999997,11.23671,16.598079999999996,-2.270595668374794,-0.3058139329062003,-0.0814080483774869,0.7940330394584939,0.12986940629922814,-0.30985576294245476,3.0222529362461437,0.49430965087303846,-3.806205517980999,0.058295434861763584,-4.203074178181666,0.43779187471857617,-0.9517663307483458,0.050027463946356134,2.798258343583257,-2.7907789321572842,5.129140244961453,23.340644237057546,0.0,0.0,3.0,1.0,1.4536076044435102,11.792711358225931
12,EC_hybrid,OECD37 as Home,1.2000000000000002,0.9768781567734708,0.5245630117250638,0.039826319953260816,1.2000000000000002,0.05485995970618288,0.7786238142659195,0.042924454730992864,4.735709638380586,23.37547938020859,28.111189018589172,1.6947050833739297,1.9415932139015242,5.827181322186159,0.9321223877167242,1.656768199291014,0.47451977680445967,0.13646083496580022,16.058819507045026,16.5836,4.749756890542653,1.3207097761240136,6.070466666666666,74.9114,110.65386666666666,54.738526666666665,102.99194999999999,11.236709999999999,16.598080000000003,-2.3993173662802345,-0.27183492978852086,-0.06603451665972503,0.7010571980193326,0.1051082898359732,-0.27502061979141246,2.9197637063360418,0.43775510866327494,-4.164800981410828,0.06243840031533099,-4.566884732442357,0.3882846335155166,-1.0341495154453209,0.04437015994553938,3.3379886363559095,-3.333574273552322,4.735709638380586,23.37547938020859,0.0,0.0,3.0,1.0,1.5014411684985345,12.903739563176448
13,EC_hybrid,OECD37 as Home,1.3,0.9807712332222585,0.5701855865878622,0.0369672094441266,1.3,0.05485995970618288,0.7786238142659195,0.042228163167169194,4.320990213109269,23.42201130515514,27.74300151826441,1.6406001489003192,1.9338862476303662,5.641143487818511,0.9284224181498296,1.6038744328534091,0.45191872440413655,0.1401371181452169,15.995075577879387,16.5836,4.672709536678183,1.3977571299884828,6.070466666666666,74.91139999999999,110.65386666666662,54.738526666666644,102.99194999999996,11.236709999999999,16.598079999999992,-2.5137026700270924,-0.2262883625657718,-0.050405752356418025,0.6183836605866548,0.07999231525087587,-0.22848869484485945,2.8031260107327967,0.36260424365958244,-4.53298848173559,0.06643362371424932,-4.931477927117459,0.3222690539586477,-1.1167099253740984,0.03682641092483952,3.9296871654262286,-3.93678579630759,4.320990213109269,23.42201130515514,0.0,0.0,3.0,1.0,1.5509568198101207,14.044486558853613
14,EC_hybrid,OECD37 as Home,1.4000000000000001,0.9857568282415752,0.6166690807307929,0.03468774901844464,1.4000000000000001,0.05485995970618288,0.7786238142659195,0.04156401842126329,3.8807606254030946,23.48146688261991,27.362227508023004,1.5879049016072644,1.9241053631689213,5.459952811159453,0.9237267994626057,1.5523587969912103,0.4305240491312211,0.14309175286733344,15.914178376003626,16.583599999999997,4.599219352517344,1.471247314149312,6.070466666666666,74.91139999999999,110.65386666666662,54.738526666666644,102.99194999999996,11.236709999999999,16.598079999999996,-2.6133077979007227,-0.1678278944430035,-0.034399936434877126,0.5435169439620812,0.05438409753655731,-0.16903311738009208,2.6707131729948372,0.2672305386351539,-4.913762491976996,0.07028727708210536,-5.298318797681542,0.23810907283073177,-1.1997793109104622,0.027209260254080683,4.575569813946039,-4.607635264009781,3.8807606254030946,23.48146688261991,0.0,0.0,3.0,1.0,1.602425908972368,15.224230053219106
15,EC_hybrid,OECD37 as Home,1.5,0.9919983803868186,0.664218900269596,0.03355587038957343,1.5,0.05485995970618288,0.7786238142659195,0.04093036814725562,3.4091674054748595,23.555688805967915,26.964856211442775,1.5363322272937092,1.911999089414242,5.282622060550716,0.9179148051077797,1.5019406047090558,0.41019105917624027,0.14536306595917714,15.814047996613489,16.583599999999997,4.529103499584003,1.541363167082662,6.070466666666666,74.91139999999999,110.65386666666662,54.738526666666665,102.99194999999997,11.236709999999997,16.598079999999996,-2.697639700794857,-0.09443161852797129,-0.01785140382574357,0.4745059532772852,0.02808852065766506,-0.09481119403208638,2.520164601322545,0.1491818911355125,-5.311133788557225,0.07400413514079152,-5.66932765943632,0.13334572769031475,-1.2837925184004668,0.015237716754601121,5.278549418068281,-5.356281439232262,3.4091674054748595,23.555688805967915,0.0,0.0,3.0,1.0,1.6562172806564146,16.455396544048913
16,EC_hybrid,OECD37 as Home,1.6,0.999747404376236,0.7131108444492538,0.0325882830259159,1.6,0.05485995970618288,0.7786238142659195,0.04032593029902541,2.897680412973905,23.647512804950072,26.545193217923977,1.4855286237845489,1.897179219168258,5.107935731718239,0.9108000641103181,1.4522742671680158,0.3907696427044491,0.1469707337823301,15.691473597561151,16.583599999999997,4.462220114517651,1.6082465521490097,6.070466666666666,74.91139999999999,110.65386666666664,54.73852666666666,102.99194999999999,11.23671,16.598079999999996,-2.7661542597618562,-0.002986817765787001,-0.0005212530060867098,0.40970286576426385,0.0008153981056077206,-0.00298719504992917,2.347923864729168,0.004672880839727611,-5.730796782076023,0.07758718452905444,-6.047186985710935,0.004193131976577278,-1.3693569812820199,0.0004791586388288508,6.0425305794201325,-6.197628930776766,2.897680412973905,23.647512804950072,0.0,0.0,3.0,1.0,1.7128582488254898,17.755628894770187
17,EC_hybrid,OECD37 as Home,1.7000000000000002,1.0094108108102593,0.7637449354135804,0.031187610524765968,1.7000000000000002,0.05485995970618288,0.7786238142659195,0.03974992502641375,2.332963655275466,23.761524594340525,26.094488249615992,1.4350121345177127,1.87901692718895,4.934236634685924,0.9020806892974335,1.4028886166626804,0.3720893893028394,0.14790779477248606,15.541254196997903,16.583599999999997,4.398482903882783,1.6719837627838818,6.070466666666666,74.91139999999999,110.65386666666664,54.73852666666666,102.99194999999997,11.236709999999999,16.59808,-2.8182734409178285,0.11154660228706159,0.017960780215523976,0.34753995071296806,-0.027894222711334106,0.11102459434052392,2.148318813660584,-0.17242818651571312,-6.181501750384008,0.0810367150511464,-6.435947702958609,-0.15547097876199512,-1.4573900127509012,-0.017766019046652797,6.8730595086534745,-7.154916174156909,2.332963655275466,23.761524594340525,0.0,0.0,3.0,1.0,1.7731557462238396,19.152037893121857
18,EC_hybrid,OECD37 as Home,1.8,1.0217092200804507,0.8167685109171848,0.03078328192953631,1.8,0.05485995970618288,0.7786238142659195,0.03920239454934385,1.6919541420437916,23.905838594931787,25.597792736975578,1.3840254555611966,1.8563990250089466,4.758920807637003,0.8912222598209504,1.3530433019165649,0.3539256770029794,0.1481206194208722,15.354182669277218,16.5836,4.337896539477153,1.732570127189511,6.070466666666666,74.9114,110.65386666666664,54.738526666666665,102.99194999999997,11.236710000000002,16.59808,-2.853462472737906,0.25810523539896396,0.038234658976837095,0.28621526078254045,-0.05884462983276901,0.2553385949317857,1.9114019711937829,-0.39297604589288326,-6.678197263024423,0.084348227823275,-6.842458784410661,-0.35647581604854384,-1.5494425305034076,-0.0407352947027167,7.778522207724834,-8.268107642263237,1.6919541420437916,23.905838594931787,0.0,0.0,3.0,1.0,1.8384777309976355,20.690938353651088
19,EC_hybrid,OECD37 as Home,1.9000000000000001,1.038137528712722,0.8734246128388803,0.030446015382718412,1.9000000000000001,0.05485995970618288,0.7786238142659195,0.038685198805709684,0.9274766129048214,24.097266029894552,25.024742642799374,1.3311102689908134,1.8270218998362242,4.576973877833112,0.8771188545019616,1.301312650235963,0.3359032959147551,0.14744914436286805,15.11120594922748,16.5836,4.280666830620492,1.789799836046175,6.070466666666666,74.91139999999999,110.65386666666664,54.738526666666644,102.99194999999996,11.236709999999999,16.59808,-2.8715887938769007,0.45525873500258396,0.061612300323875165,0.22295399947404013,-0.0936988166263067,0.44676602989455105,1.6166945994634432,-0.6794332964343326,-7.251247357200626,0.08750609880027738,-7.280497956606717,-0.6212374182284645,-1.6486344357543963,-0.07099019953837606,8.773484446195901,-9.618068746884447,0.9274766129048214,24.097266029894552,0.0,0.0,3.0,1.0,1.9115621415516022,22.466406485316114
20,EC_hybrid,OECD37 as Home,2.0,1.0601861732889348,0.9350727193663138,0.03011768784839692,2.0,0.05485995970618288,0.7786238142659195,0.03820088495058378,0.0,24.3518183012572,24.3518183012572,1.2752731033384008,1.7890254068453015,4.384979830039394,0.8588774527922847,1.2467254295454535,0.3177839962596484,0.14576295574137915,14.796938872852712,16.5836,4.22707562987057,1.8433910367960866,6.070466666666666,74.9114,110.65386666666664,54.738526666666665,102.99194999999997,11.236710000000004,16.598080000000003,-2.875163333333333,0.7223203524791072,0.0885036730549978,0.1574726482259517,-0.13249817235488165,0.7013183012571993,1.247840302398167,-1.0499382675096989,-7.9241716987428,0.0904900970331819,-7.762025008643989,-0.9700669493171826,-1.7576739663562229,-0.11085173603030707,9.879095462095396,-11.277021494049599,0.0,24.3518183012572,0.0,0.0,3.0,1.0,1.9952588926552486,24.551312736221348
21,EC_hybrid,OECD37 as Home,2.1,1.0555077769047545,0.9783590438922639,0.029935309737203146,2.1,0.05485995970618288,0.7786238142659195,0.037684283364954295,0.0,24.298028964724903,24.298028964724903,1.2510652203429609,1.7969550215556127,4.3017419115221145,0.8626843116876122,1.2230594530209977,0.307535751131112,0.14772623522152173,14.862524316024615,16.5836,4.169911666894536,1.9005549997721214,6.070466666666666,74.91139999999999,110.65386666666664,54.738526666666665,102.99195,11.236709999999999,16.59808,-2.875163333333333,0.6654195119080392,0.08116471888767177,0.1616653382164757,-0.12191289809910963,0.6475289647249021,1.289759769045613,-0.9726163507321601,-7.977961035275097,0.09370237902767331,-7.977376439801688,-0.8966607517742782,-1.8064392825903135,-0.10246344443997557,10.920263240170023,-11.444447837286422,0.0,24.298028964724903,0.0,0.0,3.0,1.0,2.0338668207970185,24.71796701968986
22,EC_hybrid,OECD37 as Home,2.2,1.0510294279054588,1.021456865893437,0.02950115613780742,2.2,0.05485995970618288,0.7786238142659195,0.037185685244729004,0.0,24.24642786676789,24.24642786676789,1.2277524031818212,1.8046116974858006,4.221581644073999,0.8663601378075845,1.2002685058011031,0.2978118538734823,0.14947591598803117,14.925852296317537,16.583599999999997,4.1147398569788765,1.9557268096877876,6.070466666666666,74.91139999999997,110.65386666666664,54.73852666666666,102.99194999999996,11.236709999999997,16.59808,-2.875163333333333,0.6110697365200082,0.07421673272836492,0.16567488737809405,-0.1118312373065385,0.5959278667678873,1.3302968021186388,-0.8979558683890758,-8.029562133232112,0.09683212417539955,-8.188740992906975,-0.8260879588781296,-1.8543017890870022,-0.09439893238279123,11.96827267501222,-11.61296688680434,0.0,24.24642786676789,0.0,0.0,3.0,1.0,2.072486293798896,24.877841533127135
23,EC_hybrid,OECD37 as Home,2.3000000000000003,1.0467386292590346,1.0643771686989882,0.029136713923971127,2.3000000000000003,0.05485995970618288,0.7786238142659195,0.03670411401759423,0.0,24.1968845638029,24.1968845638029,1.205286797844613,1.8120091749576837,4.144334483434132,0.8699115276223007,1.1783058051131412,0.28857622181711506,0.15103081111408348,14.987036459239947,16.583599999999997,4.061452138621002,2.009014528045661,6.070466666666666,74.91139999999999,110.65386666666664,54.73852666666665,102.99194999999999,11.236709999999999,16.59808,-2.875163333333333,0.5591045935513798,0.06762933942598562,0.1695136021145595,-0.10221711360271438,0.5463845638028992,1.3695182643530899,-0.8258228381800663,-8.0791054361971,0.0998830717719198,-8.39625648761755,-0.7581880609136227,-1.9012926944579749,-0.0866398580519473,13.022883222038573,-11.782343356630813,0.0,24.1968845638029,0.0,0.0,3.0,1.0,2.111115797958023,25.03134042693364
24,EC_hybrid,OECD37 as Home,2.4000000000000004,1.0426241759814712,1.107130154385557,0.029385868440842036,2.4000000000000004,0.05485995970618288,0.7786238142659195,0.03623866570843,0.0,24.149281956050256,24.149281956050256,1.1836236321990194,1.8191598120334656,4.069846482266336,0.8733444140050154,1.1571275810730393,0.2797958217103042,0.1524078591345929,15.046179017700803,16.5836,4.009948483478518,2.0605181831881394,6.070466666666666,74.9114,110.65386666666666,54.73852666666666,102.99194999999997,11.23671,16.59808,-2.875163333333333,0.5093750666570361,0.061375645999931484,0.17319221893564887,-0.09303850368091182,0.4987819560502551,1.4074825987738429,-0.7560967562607139,-8.126708043949744,0.10285871118428658,-8.600055993650152,-0.6928168264274791,-1.9474421317131796,-0.07916973979430131,14.083841552247844,-11.952381646730407,0.0,24.149281956050256,0.0,0.0,3.0,1.0,2.149754330367028,25.178826508705377
25,EC_hybrid,OECD37 as Home,2.5,1.0386754320672298,1.149725394018112,0.029417559437975468,2.5,0.05485995970618288,0.7786238142659195,0.035788494405335644,0.0,24.103508132345805,24.103508132345805,1.162721198520044,1.8260757320745344,3.9979742300867023,0.8766646171535344,1.13669305960564,0.2714403565640355,0.1536224279823975,15.103380243410436,16.5836,3.9601352881287557,2.1103313785379108,6.070466666666666,74.9114,110.65386666666663,54.73852666666666,102.99194999999997,11.236710000000002,16.59808,-2.875163333333333,0.46174057456675555,0.055430913115728245,0.1767210165044549,-0.0842656390694645,0.45300813234580417,1.4442493030160755,-0.6886594073614916,-8.172481867654195,0.10576235366863507,-8.800265950942947,-0.6298353644842302,-1.9927787325804753,-0.07197270622971104,15.150931198275192,-12.122894506671578,0.0,24.103508132345805,0.0,0.0,3.0,1.0,2.188400826085342,25.3206465102683
26,EC_hybrid,OECD37 as Home,2.6,1.034882908641804,1.1921715475877606,0.029838731090765982,2.6,0.05485995970618288,0.7786238142659195,0.03535281878074715,0.0,24.05946322984608,24.05946322984608,1.1425405333567733,1.8327677306887382,3.9285837524971825,0.8798773198361597,1.1169641494778182,0.26348206687655673,0.15468837431654595,15.158729426296665,16.5836,3.9119260956556237,2.158540571011039,6.070466666666666,74.9114,110.65386666666664,54.738526666666665,102.99195,11.23671,16.59808,-2.875163333333333,0.4160757625545485,0.04977324863488747,0.18010889724719548,-0.07587214654285843,0.4089632298460799,1.479869575774483,-0.6234055231784374,-8.21652677015392,0.10859707189072065,-8.997007233648635,-0.5691197567546543,-2.037329868441826,-0.06503459693148608,16.22392014753743,-12.293728170876316,0.0,24.05946322984608,0.0,0.0,3.0,1.0,2.2270544562295647,25.457109834409223
27,EC_hybrid,OECD37 as Home,2.7,1.0312374645481692,1.2344768313755425,0.03026140490100825,2.7,0.05485995970618288,0.7786238142659195,0.034930906233962875,0.0,24.017050314070403,24.017050314070403,1.1230453953580217,1.8392465995511793,3.861550434939886,0.8829877029331561,1.097905420620512,0.25589544932264363,0.15561832093988331,15.212315823759749,16.583599999999997,3.865239840958763,2.2052268257078977,6.070466666666666,74.91139999999999,110.65386666666666,54.738526666666644,102.99195,11.236709999999997,16.59808,-2.875163333333333,0.37226069060259104,0.04438224857058563,0.18336460877178656,-0.06783314748143214,0.36655031407040184,1.5143972443802625,-0.5602298737559153,-8.258939685929597,0.11136578503466399,-9.19039351514811,-0.5105486916076895,-2.0811212800983907,-0.05834154934620704,17.302619839624228,-12.464728190194892,0.0,24.017050314070403,0.0,0.0,3.0,1.0,2.2657142959237118,25.588516811034822
28,EC_hybrid,OECD37 as Home,2.8000000000000003,1.0277309539196788,1.276648783592905,0.03059935715766803,2.8000000000000003,0.05485995970618288,0.7786238142659195,0.034522075946296214,0.0,23.976183027490688,23.976183027490688,1.104201689755617,1.8455219167683399,3.7967570438039493,0.8860003647133161,1.079483541495259,0.2486570112533682,0.15642367699954124,15.26421865583513,16.583599999999993,3.820001188818001,2.250465477848663,6.070466666666666,74.91139999999997,110.65386666666662,54.73852666666665,102.99194999999995,11.236709999999999,16.598079999999996,-2.875163333333333,0.33018848473193935,0.03923983154902478,0.18649568628008845,-0.06012658659847564,0.3256830274906868,1.5478781973303875,-0.4990390626832131,-8.299806972509312,0.11407122381549784,-9.380535245723259,-0.45401416715480575,-2.124177978495737,-0.051881221854727266,18.386821976894034,-12.635772078251224,0.0,23.976183027490688,0.0,0.0,3.0,1.0,2.304379737512584,25.71513499971903
