,tax_sce,regionbase,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Cey_prime,Cex_prime,Cem_prime,Ceystar_prime,Ge_prime,Ce_prime,Gestar_prime,Cestar_prime,Vgx_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Cex1_prime,Cex2_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,Qe2_prime,Qe2star_prime,region_scenario,conv
56,PC_hybrid,OECD37 as Home,5.6000000000000005,0.7459501760606718,1.3551888032798463,0.6195562648472757,1.3551888032798463,0.03640590620260009,0.8194979893402318,0.027066079514766198,13.291215477043076,22.445350973299753,35.73656645034283,6.199566239378123,0.615611232196847,1.3655117962242838,27.555878101551333,6.81517747157497,7.565078035602406,28.921389897775615,28.17148933374818,5.177385857609124,19.127533333333336,3.8491429528175414,1.328242904791576,0.27478975024271773,0.09872554177837499,55.13906626729273,36.00783604270184,78.21562797896776,132.73850535436554,15.895280000000001,21.331919999999997,6.277651851349418,-4.219183728161216,-3.2423723642955777,3.871233073415507,4.58836401161183,-4.833189026700246,5.770589897775615,6.83956933374818,-1.4906335496571756,0.07366926688054443,-11.801920298218525,5.775830624505527,0.24817752299329007,-7.629206088443739,7.449696788009574,20.426555115924227,5.841518689033502,2.018795857375527,3.0,1.0
57,PC_hybrid,OECD37 as Home,5.7,0.7437176346403835,1.372383105257391,0.6219518819343193,1.372383105257391,0.036325869162718856,0.8194979893402318,0.026907065927643983,13.363547879308111,22.402694970164294,35.766242849472405,6.155732489475437,0.6137609788029007,1.3558570074449212,27.640892870626267,6.769493468278338,7.511589496920358,28.99674987807119,28.254653849429168,5.166003566063902,19.12753333333333,3.826529185354847,1.3394743807090486,0.2712438828228004,0.09890815027128601,54.831444826986115,35.68684894307478,78.2059530311543,132.74818030217898,15.895279999999996,21.331919999999993,6.445389056148507,-4.250955363762562,-3.337431921309179,4.001451976849581,4.738492054287252,-4.8758450298357054,5.845949878071188,6.922733849429168,-1.460957150527598,0.07454234397011839,-11.914706345196159,5.836817329933552,0.05202775637684847,-7.806395396289205,7.438540399779262,20.39596506836042,5.9250074795288485,2.006729901803874,3.0,1.0
58,PC_hybrid,OECD37 as Home,5.800000000000001,0.7415159870421152,1.3894159227548253,0.6243073609862111,1.3894159227548253,0.03624763499751376,0.8194979893402318,0.02675120921899947,13.435874112920233,22.36061966012346,35.79649377304369,6.112888878302815,0.6119714643901957,1.346420305877405,27.725212550105386,6.724860342693011,7.459309184180221,29.07163285598279,28.33718401449558,5.154877666374423,19.12753333333333,3.8043643664197266,1.3505132999546956,0.2677958179258494,0.0990805478216503,54.53078229730252,35.37357653486429,78.19649601641822,132.75763731691507,15.895279999999996,21.331919999999997,6.614191043544949,-4.282201194556624,-3.437407517501996,4.138398746316211,4.896367879378427,-4.917920339876538,5.920832855982791,7.00526401449558,-1.4307062269563104,0.07540544505637692,-12.025723539990627,5.89717424498305,-0.15329364532989068,-7.984010798170169,7.4275219821912195,20.365753326787974,6.008352130729014,1.9948663333354888,3.0,1.0
59,PC_hybrid,OECD37 as Home,5.9,0.7393443078708141,1.406290097538933,0.6266237541277428,1.406290097538933,0.03617114087134527,0.8194979893402318,0.026598407568779518,13.508185601577171,22.319107557470623,35.8272931590478,6.071001653710945,0.6102403560407929,1.337194257298717,27.80885698009085,6.681242009751737,7.408195911009662,29.146051237389567,28.419097336131646,5.14399922250845,19.12753333333333,3.782634015897327,1.3613652066111301,0.26444165044041346,0.09924326869546558,54.236833621623546,35.067735994145025,78.18724933913218,132.7668839942011,15.895279999999998,21.331919999999997,6.784029079695213,-4.312938005117561,-3.5426874828013633,4.282607286433178,5.062606402659626,-4.959432442529376,5.995251237389567,7.087177336131646,-1.3999068409522053,0.0762587753223406,-12.135017329968328,5.9569189544600425,-0.36778756505191873,-8.162035632671374,7.416637508677823,20.335908850636,6.091548092899349,1.9831987068346262,3.0,1.0
60,PC_hybrid,OECD37 as Home,6.0,0.7372017654763144,1.4230083696215838,0.6289020897337803,1.4230083696215838,0.03609632771308978,0.8194979893402318,0.02644856399609535,13.58047499629271,22.27814296212357,35.85861795841628,6.030038303217111,0.6085654329636982,1.3281717005338733,27.891843166768993,6.6386037361808095,7.358210003750985,29.220014867302865,28.50040859973269,5.133359833796092,19.12753333333333,3.7613243418639075,1.3720354919321942,0.2611776678327318,0.09939681593694591,53.94936598170517,34.769059053939124,78.17820585872664,132.77592747460662,15.895279999999996,21.331919999999993,6.954876516251375,-4.343181059628247,-3.653706453790652,4.434673759330918,5.237894683637179,-5.000397037876429,6.069214867302865,7.16848859973269,-1.3685820415837213,0.07710253643254517,-12.242632281285232,6.016066808745579,-0.5914667873045426,-8.340457918164454,7.405883392462201,20.30642180520953,6.174591603830509,1.97172115691404,3.0,1.0
61,PC_hybrid,OECD37 as Home,6.1000000000000005,0.7350875521427205,1.4395735107214953,0.631143318274002,1.4395735107214953,0.03602313861416758,0.8194979893402318,0.026301585774471056,13.652734991296388,22.23771062586865,35.89044561716504,5.989967893684887,0.6069445689343377,1.319345822273513,27.974187875978586,6.596912462619224,7.3093137159584,29.293533698252098,28.581132444912924,5.122951407108889,19.12753333333333,3.7404221574276963,1.382529249681198,0.25800035273453165,0.09954165862297483,53.668157467866905,34.477290316324286,78.16935869604254,132.78477463729072,15.895279999999998,21.331920000000004,7.126706762552163,-4.3729451063475935,-3.770946584398595,4.595259815213558,5.422995082715902,-5.040829374131349,6.142733698252098,7.249212444912924,-1.336754382834961,0.07793692021736098,-12.348611051720304,6.07463284724967,-0.8243372800434141,-8.519264706889556,7.395256139276233,20.27728260946623,6.257478852020156,1.9604280164024224,3.0,1.0
62,PC_hybrid,OECD37 as Home,6.2,0.7330008956944498,1.4559880748849767,0.6333484570222765,1.4559880748849767,0.03595151981003822,0.8194979893402318,0.026157384288247983,13.724958520365426,22.19779597436424,35.922754494729666,5.950760910664601,0.6053757666572588,1.3107101216871548,28.05590712962284,6.55613667732186,7.261471032351756,29.366617251309997,28.6612828962801,5.112766296441001,19.127533333333332,3.7199148603077514,1.3928514361332456,0.25490636844024994,0.09967824388371804,53.392996616411864,34.192186813645485,78.16070135197482,132.79343198135845,15.895279999999998,21.331919999999997,7.299493618379612,-4.40224422410977,-3.8949454040878555,4.765103046617354,5.61875744649152,-5.080744025635759,6.215817251309996,7.329362896280099,-1.304445505270337,0.07876211562167712,-12.452994665637796,6.132631483293033,-1.0664018915726752,-8.698443100670053,7.384752407106516,20.24848209983569,6.340206113258909,1.9493138745285503,3.0,1.0
63,PC_hybrid,OECD37 as Home,6.300000000000001,0.7309409934283304,1.472254681199015,0.6355183628151195,1.472254681199015,0.03588141825163972,0.8194979893402318,0.026015873164358674,13.79713867899298,22.158383843185685,35.95552252217867,5.912389058317883,0.6038570995957219,1.302258366354724,28.137018776175733,6.516246157913605,7.214647424672608,29.439277142530457,28.740875875771454,5.102796957536787,19.127533333333332,3.6997901671483064,1.4030067903884738,0.25189252659826283,0.0998069901394984,53.123678681035265,33.91351383634788,78.15222741390625,132.801905919427,15.895280000000001,21.331919999999993,7.473211590195928,-4.431092757403925,-4.026300886909057,4.945025175175714,5.826128090641848,-5.120156156814314,6.288477142530457,7.408955875771454,-1.271677477821335,0.07957830871721472,-12.555822913761524,6.190078324616211,-1.317650879691515,-8.877978326211247,7.3743686745839,20.220010620966434,6.422770004409078,1.93837322221925,3.0,1.0
64,PC_hybrid,OECD37 as Home,6.4,0.728907180327506,1.4883758541838312,0.6376539491326834,1.4883758541838312,0.03581278516322656,0.8194979893402318,0.025876971356597552,13.869269804534518,22.119461696223073,35.988731500757595,5.874825088746873,0.602386735519984,1.2939845546747364,28.21753590447476,6.477211824266857,7.16880964342161,29.511520459149498,28.819922639994747,5.093036453860904,19.127533333333332,3.680036552141535,1.4129999017193842,0.24895580502327974,0.09992829088773937,52.860011355025584,33.641051056232726,78.14393098578176,132.81020234755155,15.895280000000003,21.331919999999997,7.647837043397622,-4.459502968425007,-4.165691987267193,5.135956597233159,6.046179329208035,-5.159078303776926,6.360720459149498,7.488002639994747,-1.2384684992424084,0.08038567775988481,-12.65713469585756,6.246985390895176,-1.5780958103131226,-9.057861874658716,7.364102090013351,20.19186035370722,6.505167714521166,1.927601342515852,3.0,1.0
65,PC_hybrid,OECD37 as Home,6.5,0.7268987273786913,1.5043540452046664,0.6397560704880932,1.5043540452046664,0.03574557233298452,0.8194979893402318,0.025740599858691704,13.941345555064768,22.081015767257522,36.02236132232229,5.838043151261472,0.60096293172104,1.2858829927936366,28.29747464934348,6.4390060829825115,7.123926144055108,29.583357642137116,28.89843758106452,5.08347792907626,19.127533333333332,3.6606427795841507,1.4228351494921028,0.24609332583187676,0.1000425186210075,52.60180836129098,33.374585509301916,78.13580623971481,132.8183270936185,15.895279999999998,21.331919999999993,7.823345470855566,-4.487487872153672,-4.313875649112238,5.33893687288962,6.280108467009651,-5.197524232742477,6.432557642137116,7.56651758106452,-1.2048386776777136,0.08118439758871421,-12.756966966685678,6.303366836577109,-1.847724284100694,-9.238079853400327,7.353949456362606,20.16402253201593,6.587396098702161,1.91699323524159,3.0,1.0
