,tax_sce,regionbase,pe,tb,region,varphi,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,CeHH_prime,CeFH_prime,CeHF_prime,CeFF_prime,Ge_prime,Ce_prime,Gestar_prime,Cestar_prime,VgFH_prime,VgHF_prime,VgFH1_prime,VgFH2_prime,CeFH1_prime,CeFH2_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,pai_g,subsidy_ratio,welfare,welfare_noexternality
1571,Unilateral,World as Home,2.913718802,19.4878668,4,22.4,0.669949993,0.999067628,0.111935773,1.281234544,0.170696186,1.451930731,1.434987709,0.004244939,0.001339191,0.011327449,1.439232649,1.4363269,0.01266664,0.015572388,0.446633325,0.17390202,0.074623848,0.372009477,0.000499678,0.003745262,214.5066667,0.66666666,182.6995291,0.357028329,32.176,0.055111216,-10.72465583,0.132453563,0.002293538,-0.002833284,-0.002739016,0.070696186,-0.08733336,-0.084427612,-30.82407027,-4.280316977,0.500810466,280.0407796,-41.84161507
1578,Unilateral,World as Home,2.862509342,19.6390643,4,22.5,0.678301004,0.999067628,0.110619392,1.276396636,0.169189519,1.445586156,1.428611194,0.004313464,0.00133324,0.011238356,1.432924658,1.429944434,0.012571596,0.01555182,0.452200665,0.173816406,0.073746261,0.378454404,0.000491607,0.003821857,214.5066667,0.66666666,182.7106718,0.35229609,32.176,0.054171939,-10.72466347,0.128102193,0.002244197,-0.002835784,-0.002739119,0.069189519,-0.087428404,-0.08444818,-30.83041484,-4.300314586,0.507175018,281.4772567,-41.90866246
1585,Unilateral,World as Home,2.918861409,19.68269216,4,22.6,0.672631955,0.999067628,0.111511606,1.268225915,0.170846756,1.439072671,1.42229161,0.004235184,0.001327342,0.011215608,1.426526794,1.423618952,0.01254295,0.015450792,0.448421299,0.173874323,0.07434107,0.374080229,0.00049338,0.003741804,214.5066667,0.66666666,182.7030899,0.355508551,32.176,0.054809772,-10.72467624,0.132892668,0.002297465,-0.002836114,-0.002741817,0.070846756,-0.08745705,-0.084549208,-30.83692833,-4.320310569,0.502856489,282.91563,-41.97618461
1592,Unilateral,World as Home,2.917701373,19.7838367,4,22.7,0.674443283,0.999067628,0.111225899,1.261885631,0.170812803,1.432698434,1.416027403,0.004235299,0.001321496,0.011157986,1.420262702,1.417348899,0.012479482,0.015393285,0.449628851,0.173855726,0.074150599,0.375478252,0.000489949,0.00374535,214.5066667,0.66666666,182.7055042,0.354482132,32.176,0.054606075,-10.72468604,0.132793583,0.002295889,-0.002837586,-0.002743115,0.070812803,-0.087520518,-0.084606715,-30.84330257,-4.340307469,0.504237195,284.3538461,-42.04299781
1599,Unilateral,World as Home,2.921848597,19.87967407,4,22.8,0.675562831,0.999067628,0.111049611,1.255552135,0.170934157,1.426486292,1.409818128,0.004228306,0.001315702,0.011103832,1.414046434,1.411133829,0.012419534,0.015332138,0.450375216,0.173844275,0.074033073,0.376342143,0.000487027,0.003741279,214.5066667,0.66666666,182.7070003,0.353847722,32.176,0.054480128,-10.72469574,0.133147909,0.002299361,-0.002838958,-0.002744544,0.070934157,-0.087580466,-0.084667862,-30.84951471,-4.360304388,0.505090155,285.7911832,-42.10956138
1606,Unilateral,World as Home,2.922154384,19.97935296,4,22.9,0.677170195,0.999067628,0.110796903,1.249217958,0.170943101,1.420161059,1.403663065,0.004226437,0.001309957,0.011047664,1.407889502,1.404973023,0.012357622,0.015274101,0.451446792,0.173827892,0.073864601,0.377582191,0.000483797,0.00374264,214.5066667,0.66666666,182.7091534,0.352936882,32.176,0.054299241,-10.72470533,0.133174044,0.002299179,-0.002840382,-0.002745863,0.070943101,-0.087642378,-0.084725899,-30.85583994,-4.380301323,0.506314228,287.2306254,-42.17580639
1613,Unilateral,World as Home,2.91822638,20.08326635,4,23,0.679315556,0.999067628,0.110460321,1.243148837,0.17082817,1.413977008,1.39756147,0.004230186,0.001304263,0.010989019,1.401791656,1.398865733,0.012293282,0.015219205,0.452877033,0.173806129,0.073640213,0.37923682,0.000480231,0.003749955,214.5066667,0.66666666,182.7120367,0.351721177,32.176,0.054057693,-10.72471444,0.132838424,0.002294994,-0.002841898,-0.002747091,0.07082817,-0.087706718,-0.084780795,-30.86202399,-4.4002984,0.507947065,288.6694594,-42.24173555
1620,Unilateral,World as Home,2.928222505,20.17325531,4,23.1,0.67966089,0.999067628,0.110406216,1.236921064,0.171120499,1.408041563,1.39151271,0.004215431,0.001298618,0.010939712,1.395728141,1.392811328,0.01223833,0.015155143,0.453107256,0.173802637,0.073604143,0.379503112,0.000477918,0.003737512,214.5066667,0.66666666,182.7125018,0.351525488,32.176,0.054018799,-10.72472369,0.133692965,0.002304023,-0.002843132,-0.002748638,0.071120499,-0.08776167,-0.084844857,-30.86795944,-4.420295416,0.508209803,290.106376,-42.30748149
1627,Unilateral,World as Home,2.924045854,20.27741755,4,23.2,0.681822227,0.999067628,0.110068052,1.230876936,0.170998417,1.401875353,1.385516053,0.004219456,0.001293022,0.010881422,1.389735509,1.386809075,0.012174444,0.015100878,0.454548147,0.173780849,0.0733787,0.381169446,0.000474401,0.003745055,214.5066667,0.66666666,182.7154195,0.350300731,32.176,0.053775293,-10.72473258,0.133335737,0.002299609,-0.002844633,-0.002749847,0.070998417,-0.087825556,-0.084899122,-30.87412565,-4.440292533,0.50985363,291.5467248,-42.37284446
1634,Unilateral,World as Home,2.880345338,20.4211069,4,23.3,0.689096431,0.999067628,0.108935467,1.226168849,0.169715802,1.395884651,1.379570667,0.004276346,0.001287473,0.010793968,1.383847013,1.38085814,0.012081442,0.015070315,0.459397616,0.173708362,0.072623644,0.386773972,0.000467505,0.003808841,214.5066667,0.66666666,182.7253221,0.346178682,32.176,0.052954681,-10.72473944,0.129613373,0.002257628,-0.002847093,-0.002750303,0.069715802,-0.087918558,-0.084929685,-30.88011635,-4.460290298,0.515379856,292.9862469,-42.43770259
1641,Unilateral,World as Home,2.929989786,20.47144496,4,23.4,0.684285345,0.999067628,0.109683611,1.218761934,0.171172129,1.389934064,1.373676459,0.004208577,0.001281973,0.010775282,1.377885035,1.374958431,0.012057254,0.014983858,0.456190226,0.173756161,0.073122407,0.383067819,0.000468705,0.003739872,214.5066667,0.66666666,182.7187582,0.348904963,32.176,0.053497613,-10.72475013,0.133844197,0.002304344,-0.002847327,-0.002752573,0.071172129,-0.087942746,-0.085016142,-30.88606694,-4.480286799,0.511725866,294.4256138,-42.502837
1648,Unilateral,World as Home,2.886617747,20.61480606,4,23.5,0.691486969,0.999067628,0.108565024,1.214107178,0.169900493,1.384007671,1.36783202,0.004264609,0.001276518,0.010687699,1.372096629,1.369108539,0.011964218,0.014952308,0.460991308,0.173684815,0.072376682,0.388614626,0.000461951,0.003802658,214.5066667,0.66666666,182.7286048,0.344824044,32.176,0.052684625,-10.72475678,0.130145926,0.002262738,-0.002849793,-0.002753066,0.069900493,-0.088035782,-0.085047692,-30.89199333,-4.500284611,0.517194239,295.8660866,-42.56715513
1655,Unilateral,World as Home,2.887131425,20.71427885,4,23.6,0.693012458,0.999067628,0.10832906,1.208326564,0.169915609,1.378242173,1.362037252,0.004262261,0.00127111,0.01063296,1.366299513,1.363308363,0.011904071,0.014895221,0.462008301,0.173669857,0.072219372,0.389788929,0.000458994,0.003803267,214.5066667,0.66666666,182.7307071,0.343959599,32.176,0.052512191,-10.72476497,0.130189565,0.002262805,-0.002851208,-0.0027544,0.069915609,-0.088095929,-0.085104779,-30.89775883,-4.520281905,0.518351716,297.3053557,-42.63145948
1662,Unilateral,World as Home,2.933582985,20.76781047,4,23.7,0.688609789,0.999067628,0.109010982,1.201096585,0.171277056,1.372373641,1.356291564,0.004199224,0.001265748,0.010614672,1.360490788,1.357557313,0.01188042,0.014813896,0.459073188,0.173713172,0.072673987,0.386399201,0.000459935,0.003739289,214.5066667,0.66666666,182.7246556,0.346454446,32.176,0.053009633,-10.72477511,0.134151819,0.00230643,-0.002851432,-0.002756508,0.071277056,-0.08811958,-0.085186104,-30.90362736,-4.540278539,0.515010411,298.7463254,-42.69573909
1669,Unilateral,World as Home,2.891252075,20.91013105,4,23.8,0.695639925,0.999067628,0.107923397,1.196637214,0.170036822,1.366674036,1.35059378,0.004253399,0.001260431,0.01052693,1.354847179,1.351854211,0.011787361,0.014780328,0.463759946,0.173644218,0.071948931,0.391811015,0.000453433,0.003799966,214.5066667,0.66666666,182.7343417,0.342470702,32.176,0.052215005,-10.7247813,0.130539771,0.00226588,-0.002853917,-0.002757086,0.070036822,-0.088212639,-0.085219672,-30.90932696,-4.560276473,0.520344797,300.1867111,-42.75927566
1676,Unilateral,World as Home,2.935771624,20.96559518,4,23.9,0.691483144,0.999067628,0.108565616,1.189558923,0.171340936,1.360899859,1.344944005,0.00419321,0.001255158,0.010508885,1.349137215,1.346199163,0.011764043,0.014702095,0.460988758,0.173684852,0.072377077,0.388611681,0.000454223,0.003738987,214.5066667,0.66666666,182.7285996,0.344826211,32.176,0.052685058,-10.72479103,0.134339286,0.00230764,-0.002854138,-0.002759102,0.071340936,-0.088235957,-0.085297905,-30.91510114,-4.580273209,0.517191336,301.628272,-42.82299929
1683,Unilateral,World as Home,2.894227702,21.10712908,4,24,0.698387058,0.999067628,0.107500244,1.185187088,0.170124299,1.355311387,1.33934095,0.004246039,0.001249929,0.010421189,1.343586989,1.34059088,0.011671118,0.014667228,0.465591367,0.173617574,0.071666828,0.393924539,0.000447892,0.003798147,214.5066667,0.66666666,182.7381606,0.340913993,32.176,0.05190402,-10.72479699,0.130792819,0.002267876,-0.002856627,-0.002759731,0.070124299,-0.088328882,-0.085332772,-30.92068961,-4.600271203,0.52242808,303.0689906,-42.88602573
1690,Unilateral,World as Home,2.895494818,21.20584909,4,24.1,0.699778313,0.999067628,0.107286311,1.179551117,0.170161536,1.349712653,1.333784544,0.004242639,0.001244744,0.01036858,1.338027183,1.335029288,0.011613323,0.014611219,0.466518871,0.173604144,0.071524207,0.394994664,0.000445147,0.003797492,214.5066667,0.66666666,182.7401021,0.340125615,32.176,0.051746419,-10.7248046,0.130900615,0.00226867,-0.002857979,-0.002761042,0.070161536,-0.088386677,-0.085388781,-30.92628835,-4.620268628,0.523482971,304.5103902,-42.94900762
1697,Unilateral,World as Home,2.897120081,21.30421094,4,24.2,0.701116132,0.999067628,0.107080822,1.173883073,0.170209285,1.344092358,1.328274051,0.004238758,0.001239601,0.010316585,1.332512809,1.329513652,0.011556187,0.014555343,0.46741075,0.173591268,0.071387214,0.396023536,0.000442458,0.003796299,214.5066667,0.66666666,182.7419736,0.339367518,32.176,0.051594804,-10.72481218,0.131038913,0.002269801,-0.002859307,-0.002762347,0.070209285,-0.088443813,-0.085444657,-30.93190864,-4.64026605,0.524497269,305.9528124,-43.01173213
1704,Unilateral,World as Home,2.927503857,21.3738122,4,24.3,0.698756812,0.999067628,0.107443363,1.167263395,0.171099499,1.338362894,1.322809017,0.004197372,0.001234501,0.010290104,1.327006389,1.324043518,0.011524605,0.014487476,0.46583787,0.173614001,0.071628908,0.394208962,0.00044213,0.003755242,214.5066667,0.66666666,182.7386761,0.340704466,32.176,0.051862141,-10.72482094,0.133631481,0.002298155,-0.002859798,-0.002764029,0.071099499,-0.088475395,-0.085512524,-30.93763811,-4.660263055,0.522708448,307.3971314,-43.07432063
1711,Unilateral,World as Home,2.941863852,21.45943941,4,24.4,0.698462316,0.999067628,0.107488665,1.16157877,0.171518624,1.333097395,1.317388651,0.004177204,0.001229442,0.010249886,1.321565855,1.318618094,0.011479328,0.014427089,0.465641539,0.173616847,0.071659109,0.39398243,0.000440504,0.0037367,214.5066667,0.66666666,182.7382655,0.340871347,32.176,0.051895496,-10.72482838,0.13486148,0.002311309,-0.002860775,-0.00276551,0.071518624,-0.088520672,-0.085572911,-30.94290361,-4.680260497,0.522485146,308.8370244,-43.13659166
1718,Unilateral,World as Home,2.941750988,21.55953999,4,24.5,0.700006114,0.999067628,0.107251306,1.156090579,0.171515334,1.327605913,1.312012499,0.004175677,0.001224425,0.0101978,1.316188176,1.313236924,0.011422225,0.014373477,0.466670738,0.173601948,0.07150087,0.395169868,0.000437737,0.00373794,214.5066667,0.66666666,182.7404204,0.339996528,32.176,0.051720607,-10.7248355,0.134851801,0.002310793,-0.002862112,-0.002766752,0.071515334,-0.088577775,-0.085626523,-30.94839509,-4.700258039,0.523655688,310.2803138,-43.19853844
1725,Unilateral,World as Home,2.942677966,21.65860096,4,24.6,0.701410554,0.999067628,0.107035628,1.150679191,0.171542355,1.322221546,1.306680035,0.004172806,0.001219449,0.010146861,1.310852841,1.307899484,0.01136631,0.014319667,0.467607031,0.173588439,0.071357085,0.396249947,0.000435082,0.003737725,214.5066667,0.66666666,182.7423861,0.339200679,32.176,0.051561428,-10.72484246,0.134931303,0.002311264,-0.002863421,-0.002768009,0.071542355,-0.08863369,-0.085680333,-30.95377945,-4.720255627,0.524720484,311.7231315,-43.26024041
1732,Unilateral,World as Home,2.943450062,21.75781695,4,24.7,0.702827569,0.999067628,0.10681826,1.145306769,0.171564858,1.316871627,1.301390734,0.004170122,0.001214513,0.010096058,1.305560856,1.302605246,0.011310571,0.01426618,0.468551708,0.173574851,0.071212173,0.397339535,0.00043244,0.003737681,214.5066667,0.66666666,182.7443746,0.338397703,32.176,0.051400747,-10.7248493,0.134997531,0.002311591,-0.002864726,-0.002769258,0.071564858,-0.088689429,-0.08573382,-30.95912937,-4.740253244,0.52579476,313.1663034,-43.32169353
1739,Unilateral,World as Home,2.959516883,21.84173738,4,24.8,0.702303286,0.999067628,0.106898657,1.1395326,0.172032464,1.311565065,1.296144125,0.00414807,0.001209616,0.010058963,1.300292195,1.297353741,0.011268579,0.014207033,0.468202186,0.173579874,0.071265771,0.396936415,0.000431021,0.003717049,214.5066667,0.66666666,182.7436383,0.338694797,32.176,0.051460206,-10.72485657,0.136377661,0.002326297,-0.002865591,-0.002770694,0.072032464,-0.088731421,-0.085792967,-30.96443594,-4.760250694,0.525397292,314.6096486,-43.38297088
1746,Unilateral,World as Home,2.945040602,21.95620304,4,24.9,0.705634483,0.999067628,0.106388372,1.134698923,0.171611206,1.306310129,1.290939539,0.004164657,0.001204759,0.009995296,1.295104196,1.292144298,0.011200055,0.014159953,0.470422984,0.173548059,0.07092558,0.399497404,0.000427241,0.003737416,214.5066667,0.66666666,182.7483291,0.336807119,32.176,0.05108223,-10.72486261,0.13513399,0.0023123,-0.002867318,-0.002771744,0.071611206,-0.088799945,-0.085840047,-30.96969087,-4.78024857,0.527922695,316.0532739,-43.44386368
1753,Unilateral,World as Home,2.961872455,22.0393587,4,25,0.705003641,0.999067628,0.10648491,1.128985458,0.172100914,1.301086372,1.28577668,0.004141715,0.001199941,0.009959793,1.289918396,1.286976621,0.011159734,0.014101508,0.470002422,0.173554066,0.070989939,0.399012484,0.000425919,0.003715797,214.5066667,0.66666666,182.7474386,0.337164596,32.176,0.051153843,-10.72486968,0.136580319,0.00232772,-0.002868136,-0.002773163,0.072100914,-0.088840266,-0.085898492,-30.97491463,-4.800246071,0.52744445,317.497129,-43.50465324
1760,Unilateral,World as Home,2.946600041,22.1546208,4,25.1,0.708417155,0.999067628,0.105963056,1.124247953,0.171656635,1.295904588,1.280654841,0.004159184,0.001195161,0.009895569,1.284814026,1.281850002,0.01109073,0.014054753,0.472278099,0.173521656,0.070642036,0.401636062,0.000422143,0.003737041,214.5066667,0.66666666,182.7522701,0.335230271,32.176,0.050766155,-10.72487549,0.135267816,0.002312989,-0.002869884,-0.002774208,0.071656635,-0.08890927,-0.085945247,-30.98009641,-4.820244008,0.530032337,318.941358,-43.56506487
1767,Unilateral,World as Home,2.961656749,22.2395521,4,25.2,0.707999677,0.999067628,0.106026812,1.118710732,0.172094647,1.290805379,1.275573731,0.004138533,0.001190419,0.009859357,1.279712264,1.27676415,0.011049776,0.01399789,0.47199978,0.173525607,0.070684541,0.40131524,0.000420721,0.003717812,214.5066667,0.66666666,182.7516775,0.335466842,32.176,0.050813595,-10.72488222,0.136561757,0.002326745,-0.002870733,-0.002775587,0.072094647,-0.088950224,-0.08600211,-30.98519562,-4.840241608,0.529715819,320.3852132,-43.62536324
1774,Unilateral,World as Home,2.94792589,22.35327274,4,25.3,0.711201256,0.999067628,0.105538329,1.113972,0.17169525,1.28566725,1.270532692,0.004153957,0.001185715,0.009796676,1.274686648,1.271718406,0.01098239,0.013950632,0.474134166,0.173495393,0.070358885,0.40377528,0.000417128,0.003736829,214.5066667,0.66666666,182.7562338,0.333652614,32.176,0.050449601,-10.72488792,0.135381624,0.002313471,-0.002872431,-0.002776652,0.07169525,-0.08901761,-0.086049368,-30.99033375,-4.860239564,0.53214334,321.8303529,-43.68531165
1781,Unilateral,World as Home,2.948555485,22.45263227,4,25.4,0.712587001,0.999067628,0.105327214,1.108906461,0.171713584,1.280620044,1.265531373,0.004151365,0.001181047,0.009747586,1.269682738,1.26671242,0.010928634,0.013898952,0.475057996,0.173482377,0.070218142,0.404839854,0.000414655,0.003736711,214.5066667,0.66666666,182.7582145,0.332867359,32.176,0.05029192,-10.72489396,0.135435676,0.002313686,-0.002873698,-0.002777867,0.071713584,-0.089071366,-0.086101048,-30.99538096,-4.880237388,0.533194226,323.275073,-43.74508207
1788,Unilateral,World as Home,2.949125253,22.55205171,4,25.5,0.713973288,0.999067628,0.105116198,1.103859209,0.171730174,1.275589383,1.260569269,0.004148836,0.001176416,0.009698697,1.264718105,1.261745685,0.010875113,0.013847533,0.475982187,0.173469393,0.070077464,0.405904723,0.000412201,0.003736635,214.5066667,0.66666666,182.7602012,0.332081796,32.176,0.050134095,-10.72489993,0.135484597,0.002313846,-0.002874958,-0.002779075,0.071730174,-0.089124887,-0.086152467,-31.00041162,-4.90023523,0.534245664,324.7203001,-43.80461946
1795,Unilateral,World as Home,2.959300156,22.64186548,4,25.6,0.714147277,0.999067628,0.105089726,1.09853601,0.172026165,1.270562175,1.255645952,0.004134354,0.001171822,0.00965947,1.259780306,1.256817774,0.010831292,0.013793824,0.47609818,0.173467766,0.070059817,0.406038363,0.000410488,0.003723866,214.5066667,0.66666666,182.7604509,0.331983202,32.176,0.050114281,-10.72490617,0.136359019,0.002323017,-0.002875905,-0.002780357,0.072026165,-0.089168708,-0.086206176,-31.00543883,-4.920232964,0.534377639,326.1661552,-43.86395666
1802,Unilateral,World as Home,2.950274289,22.75088158,4,25.7,0.716723753,0.999067628,0.104698046,1.093920372,0.171763625,1.265683997,1.250760867,0.004143727,0.001167263,0.009601692,1.254904594,1.25192813,0.010768954,0.013745419,0.477815831,0.173443739,0.069798697,0.408017134,0.000407367,0.00373636,214.5066667,0.66666666,182.7641586,0.330523199,32.176,0.049820715,-10.72491153,0.135583269,0.002314185,-0.002877463,-0.00278148,0.071763625,-0.089231046,-0.086254581,-31.010317,-4.940231008,0.536332291,327.6109841,-43.92300319
1809,Unilateral,World as Home,2.950757619,22.85038789,4,25.8,0.718100001,0.999067628,0.104489061,1.089010172,0.171777694,1.260787866,1.245913674,0.004141266,0.001162739,0.009553479,1.25005494,1.247076413,0.010716218,0.013694744,0.478733329,0.173430955,0.069659373,0.409073956,0.000404978,0.003736287,214.5066667,0.66666666,182.7661466,0.329743325,32.176,0.049663784,-10.72491718,0.13562478,0.002314274,-0.002878709,-0.002782675,0.071777694,-0.089283782,-0.086305256,-31.01521313,-4.960228937,0.537376682,329.0566808,-43.98185276
1816,Unilateral,World as Home,2.951311061,22.94982418,4,25.9,0.719460529,0.999067628,0.104282615,1.084116474,0.171793803,1.255910277,1.241103901,0.004138704,0.00115825,0.009505588,1.245242606,1.242262152,0.010663838,0.013644292,0.479640348,0.173418351,0.069521743,0.410118605,0.000402618,0.003736086,214.5066667,0.66666666,182.7681171,0.32897236,32.176,0.049508561,-10.72492276,0.135672317,0.002314429,-0.002879945,-0.002783864,0.071793803,-0.089336162,-0.086355708,-31.02009072,-4.980226882,0.538409376,330.5028356,-44.04047682
1823,Unilateral,World as Home,2.950355323,23.05076985,4,26,0.721002896,0.999067628,0.104048755,1.079297928,0.171765984,1.251063912,1.236331112,0.004137993,0.001153796,0.00945639,1.240469105,1.237484908,0.010610186,0.013594382,0.480668592,0.173404103,0.069365836,0.411302757,0.00040017,0.003737822,214.5066667,0.66666666,182.7703573,0.328098352,32.176,0.04933249,-10.7249282,0.135590228,0.002313171,-0.002881225,-0.002785038,0.071765984,-0.089389814,-0.086405618,-31.02493709,-5.000224868,0.539580405,331.9492943,-44.09887329
1830,Unilateral,World as Home,2.952144255,23.14897088,4,26.1,0.722195086,0.999067628,0.103868112,1.074472536,0.171818051,1.246290587,1.231594889,0.004133879,0.001149376,0.009410276,1.235728768,1.232744265,0.010559652,0.013544155,0.481463386,0.173393119,0.069245408,0.412217978,0.000397945,0.003735934,214.5066667,0.66666666,182.7720935,0.327422777,32.176,0.049196318,-10.72493361,0.13574389,0.002314493,-0.00288241,-0.002786228,0.071818051,-0.089440348,-0.086455845,-31.02971041,-5.020222859,0.540485812,333.3955317,-44.15705416
1837,Unilateral,World as Home,2.952513989,23.24859125,4,26.2,0.72355785,0.999067628,0.103661751,1.06969709,0.17182881,1.241525899,1.226894809,0.004131503,0.00114499,0.009362941,1.231026312,1.228039798,0.010507931,0.013494444,0.482371895,0.173380593,0.069107833,0.413264062,0.000395639,0.003735864,214.5066667,0.66666666,182.774083,0.326650545,32.176,0.049040581,-10.72493891,0.135775655,0.002314484,-0.002883634,-0.002787402,0.07182881,-0.089492069,-0.086505556,-31.0344751,-5.04022088,0.541521047,334.8423327,-44.21501107
1844,Unilateral,World as Home,2.970251371,23.33084311,4,26.3,0.722754516,0.999067628,0.103783383,1.064478838,0.172344172,1.236823011,1.222230505,0.004107923,0.001140637,0.009334075,1.226338428,1.223371142,0.010474712,0.013441998,0.481836339,0.173387973,0.069188921,0.412647418,0.000394597,0.003713326,214.5066667,0.66666666,182.7729096,0.327105767,32.176,0.049132397,-10.72494465,0.137301838,0.002330737,-0.002884267,-0.002788669,0.072344172,-0.089525288,-0.086558002,-31.03917799,-5.060218728,0.540910749,336.2890001,-44.27278811
1851,Unilateral,World as Home,2.953213444,23.44787244,4,26.4,0.726267695,0.999067628,0.103251781,1.060288429,0.171849162,1.232137591,1.217601433,0.004126758,0.001136317,0.009268964,1.221728191,1.21873775,0.010405281,0.013395723,0.484178458,0.173355781,0.06883452,0.415343938,0.000391089,0.003735669,214.5066667,0.66666666,182.7780551,0.325114966,32.176,0.048730637,-10.72494922,0.135835752,0.00231444,-0.002886069,-0.002789739,0.071849162,-0.089594719,-0.086604277,-31.04386341,-5.080217008,0.543580607,337.7361862,-44.33026991
1858,Unilateral,World as Home,2.953550351,23.547526,4,26.5,0.727613912,0.999067628,0.103048288,1.055625127,0.171858964,1.227484091,1.213007335,0.004124381,0.001132029,0.009222327,1.217131715,1.214139364,0.010354357,0.013346708,0.485075936,0.1733435,0.068698858,0.416377078,0.000388846,0.003735535,214.5066667,0.66666666,182.7800363,0.324352109,32.176,0.048576528,-10.72495426,0.135864701,0.002314409,-0.002887276,-0.0027909,0.071858964,-0.089645643,-0.086653292,-31.04851691,-5.100215101,0.544604314,339.1835915,-44.38757509
1865,Unilateral,World as Home,2.973317127,23.62774864,4,26.6,0.726547568,0.999067628,0.103209466,1.050419454,0.172433092,1.222852546,1.208447823,0.004098464,0.001127774,0.009196881,1.212546286,1.209575597,0.010324655,0.013295345,0.48436504,0.173353225,0.06880631,0.41555873,0.00038799,0.003710474,214.5066667,0.66666666,182.7784666,0.324956371,32.176,0.048698605,-10.72495983,0.137566089,0.002332552,-0.002887802,-0.002792137,0.072433092,-0.089675345,-0.086704655,-31.05314845,-5.120212982,0.5437934,340.6313371,-44.44470154
1872,Unilateral,World as Home,2.95402216,23.74703552,4,26.7,0.730310876,0.999067628,0.10264094,1.046425454,0.17187269,1.218298145,1.203922346,0.004119828,0.001123551,0.009129556,1.208042174,1.205045897,0.010253107,0.013249384,0.486873913,0.173318989,0.068427293,0.41844662,0.000384408,0.00373542,214.5066667,0.66666666,182.7840213,0.32282383,32.176,0.04826752,-10.72496407,0.135905245,0.002314166,-0.002889682,-0.002793208,0.07187269,-0.089746893,-0.086750616,-31.05770286,-5.140211364,0.546656379,342.0788374,-44.50154486
1879,Unilateral,World as Home,2.954342629,23.84670585,4,26.8,0.731638633,0.999067628,0.102440543,1.04186765,0.171882013,1.213749662,1.199430687,0.004117427,0.001119359,0.009083624,1.203548114,1.200550046,0.010202983,0.013201051,0.487759084,0.173306965,0.068293695,0.419465389,0.000382226,0.003735201,214.5066667,0.66666666,182.7859911,0.322071434,32.176,0.048115255,-10.72496887,0.135932786,0.002314128,-0.002890873,-0.002794355,0.071882013,-0.089797017,-0.086798949,-31.06225134,-5.160209524,0.547667281,343.5268638,-44.55821286
1886,Unilateral,World as Home,2.954455274,23.94658415,4,26.9,0.73298529,0.999067628,0.102237385,1.037355422,0.171885289,1.209240712,1.194972413,0.004115264,0.001115199,0.009037697,1.199087677,1.196087612,0.010152895,0.01315296,0.488656855,0.173294798,0.068158256,0.420498599,0.00038005,0.003735214,214.5066667,0.66666666,182.7879942,0.321308328,32.176,0.047960731,-10.72497358,0.135942467,0.002313897,-0.002892065,-0.002795497,0.071885289,-0.089847105,-0.08684704,-31.06676029,-5.180207711,0.548693035,344.9750279,-44.61467139
1893,Unilateral,World as Home,2.954691252,24.04633921,4,27,0.734309894,0.999067628,0.102037637,1.032873602,0.171892154,1.204765756,1.190547155,0.004112936,0.001111069,0.008992144,1.194660091,1.191658224,0.010103213,0.013105081,0.489539924,0.173282859,0.068025091,0.421514833,0.000377903,0.003735033,214.5066667,0.66666666,182.7899699,0.32055772,32.176,0.047808645,-10.72497822,0.135962748,0.002313785,-0.002893248,-0.002796635,0.071892154,-0.089896787,-0.086894919,-31.07123524,-5.200205918,0.549702469,346.4233922,-44.67092237
1900,Unilateral,World as Home,2.973397715,24.12762273,4,27.1,0.733355982,0.999067628,0.102181477,1.027843242,0.172435429,1.200278671,1.186154598,0.004088493,0.001106969,0.008967654,1.190243091,1.187261567,0.010074623,0.013056147,0.488903983,0.173291454,0.068120984,0.420782999,0.000377039,0.003711454,214.5066667,0.66666666,182.7885466,0.32109827,32.176,0.047918178,-10.72498338,0.137573037,0.002330933,-0.00289375,-0.002797806,0.072435429,-0.089925377,-0.086943853,-31.07572233,-5.220203915,0.548975477,347.8725141,-44.72698617
1907,Unilateral,World as Home,2.954942541,24.24607031,4,27.2,0.73696597,0.999067628,0.101637336,1.024010474,0.171899463,1.195909937,1.181794229,0.004108503,0.0011029,0.008901494,1.185902732,1.182897129,0.010004394,0.013009997,0.491310642,0.173259001,0.067758223,0.423552419,0.000373653,0.00373485,214.5066667,0.66666666,182.7939475,0.31905261,32.176,0.047503404,-10.72498728,0.135984345,0.002313361,-0.002895603,-0.002798898,0.071899463,-0.089995606,-0.086990003,-31.08009106,-5.240202395,0.551728095,349.3207964,-44.78280713
1914,Unilateral,World as Home,2.972093803,24.32890947,4,27.3,0.736195394,0.999067628,0.101753441,1.019158416,0.172397616,1.191556032,1.177465886,0.004085982,0.001098861,0.008876052,1.181551868,1.178564746,0.009974913,0.012962035,0.490796924,0.173265911,0.067835627,0.422961298,0.00037271,0.003713273,214.5066667,0.66666666,182.7927913,0.31948927,32.176,0.047591999,-10.72499217,0.137460629,0.002329063,-0.002896146,-0.002800049,0.072397616,-0.090025087,-0.087037965,-31.08444497,-5.260200479,0.551140206,350.7694694,-44.83845603
