,tax_sce,regionbase,pe,tb,region,varphi,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,CeHH_prime,CeFH_prime,CeHF_prime,CeFF_prime,Ge_prime,Ce_prime,Gestar_prime,Cestar_prime,VgFH_prime,VgHF_prime,VgFH1_prime,VgFH2_prime,CeFH1_prime,CeFH2_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,pai_g,subsidy_ratio,welfare,welfare_noexternality
2787,Unilateral,EU28 as Home,0.03072976,47.56277746,2,131,0.99999848,0.744319382,0.000222529,0,5.493907907,5.493907907,0.061995454,5.409212912,0.021296014,0.00140043,5.471208366,0.083291468,0.022696444,5.410613341,188.7453732,5.744115755,0.042001409,188.7033718,0.000132375,5.409080536,26.427554,188.7456601,1475.565971,5.743705198,3.9641331,0.172562993,-0.31192706,-10.39045851,-0.965059321,-1.075160316,-0.855095508,-25.84629409,-28.79502756,-22.90123466,-26.78207809,-157.6960389,0.995711217,8715.08336,-4560.652709
2794,Unilateral,EU28 as Home,0.030140479,48.26791694,2,133,0.999998646,0.744319382,0.000218029,0,5.440976743,5.440976743,0.061091093,5.35762834,0.020985357,0.001272311,5.418719432,0.08207645,0.022257668,5.35890065,188.7454044,5.744093842,0.041152027,188.7042524,0.000127806,5.357500533,26.427554,188.7456601,1483.04386,5.743678639,3.9641331,0.167688787,-0.31192706,-10.39206945,-0.96512824,-1.073055949,-0.855335921,-25.89922526,-28.79546633,-22.95294735,-26.83500926,-160.0805938,0.995854316,8917.968096,-4587.089243
2801,Unilateral,EU28 as Home,0.029571061,48.9728913,2,135,0.999998791,0.744319382,0.000213685,0,5.389335847,5.389335847,0.060212915,5.307276382,0.020683695,0.001157538,5.367489297,0.08089661,0.021841234,5.30843392,188.7454319,5.744072972,0.040332044,188.7050998,0.000123459,5.307152923,26.427554,188.7456601,1490.447756,5.743655301,3.9641331,0.163022181,-0.31192706,-10.39361121,-0.965195218,-1.071010431,-0.855570104,-25.95086615,-28.79588277,-23.00341408,-26.88665015,-162.4646571,0.995990639,9121.246822,-4613.27383
2808,Unilateral,EU28 as Home,0.029020473,49.67758427,2,137,0.999998919,0.744319382,0.000209488,0,5.338927666,5.338927666,0.05935994,5.258123513,0.020390691,0.00105456,5.317483453,0.079750631,0.02144525,5.259178072,188.745456,5.744053081,0.03954002,188.705916,0.00011932,5.258004192,26.427554,188.7456601,1497.779607,5.743634755,3.9641331,0.158551377,-0.31192706,-10.39508793,-0.965260349,-1.069020915,-0.855797602,-26.00127433,-28.79627875,-23.05266993,-26.93705833,-164.8478317,0.996120599,9324.913895,-4639.212656
2815,Unilateral,EU28 as Home,0.028487918,50.38213041,2,139,0.999999032,0.744319382,0.000205433,0,5.289713437,5.289713437,0.058530944,5.210110754,0.020105923,0.000962017,5.268641698,0.078636867,0.02106794,5.211072771,188.7454774,5.744034109,0.038774626,188.7067027,0.000115376,5.209995377,26.427554,188.7456601,1505.041086,5.743616633,3.9641331,0.15426552,-0.31192706,-10.39650303,-0.965323703,-1.067085348,-0.856019488,-26.05048856,-28.79665606,-23.10077523,-26.98627256,-167.2305704,0.996244577,9528.9558,-4664.911634
2822,Unilateral,EU28 as Home,0.027972497,51.08646062,2,141,0.999999132,0.744319382,0.000201512,0,5.241642603,5.241642603,0.057725009,5.163204147,0.019829076,0.000878728,5.220929156,0.077554085,0.020707804,5.164082874,188.7454962,5.744016002,0.038034588,188.7074616,0.000111616,5.163092531,26.427554,188.7456601,1512.23406,5.743600621,3.9641331,0.150154356,-0.31192706,-10.39786006,-0.965385362,-1.065201243,-0.856235522,-26.0985594,-28.7970162,-23.14776513,-27.0343434,-169.6126363,0.99636293,9733.36636,-4690.37681
2829,Unilateral,EU28 as Home,0.027473421,51.79055532,2,143,0.99999922,0.744319382,0.00019772,0,5.19467237,5.19467237,0.056941207,5.117365472,0.019559833,0.000803656,5.174306679,0.07650104,0.02036349,5.118169129,188.7455129,5.743998709,0.037318731,188.7081941,0.000108028,5.117257444,26.427554,188.7456601,1519.360109,5.743586449,3.9641331,0.146208457,-0.31192706,-10.39916219,-0.965445399,-1.063366456,-0.856445857,-26.14552963,-28.79736051,-23.19367887,-27.08131363,-171.9939604,0.996475985,9938.137546,-4715.613409
2836,Unilateral,EU28 as Home,0.026989974,52.49446507,2,145,0.999999298,0.744319382,0.000194049,0,5.148764436,5.148764436,0.056178586,5.072551856,0.019297866,0.000735895,5.128730442,0.075476452,0.020033761,5.073287751,188.7455277,5.743982182,0.03662594,188.7089017,0.000104603,5.072447253,26.427554,188.7456601,1526.42085,5.743573883,3.9641331,0.142418971,-0.31192706,-10.40041233,-0.965503876,-1.061579055,-0.856650955,-26.19143756,-28.79769024,-23.23856025,-27.12722156,-174.3747115,0.996584049,10143.25987,-4740.626947
2843,Unilateral,EU28 as Home,0.026521443,53.19816043,2,147,0.999999368,0.744319382,0.000190495,0,5.103878952,5.103878952,0.055436331,5.028730101,0.019042894,0.000674647,5.084166433,0.074479226,0.019717542,5.029404749,188.7455408,5.743966378,0.035955169,188.7095856,0.00010133,5.028628771,26.427554,188.7456601,1533.417799,5.743562725,3.9641331,0.138777659,-0.31192706,-10.40161326,-0.96556086,-1.059837075,-0.856850858,-26.23632305,-28.79800646,-23.28244325,-27.17210705,-176.7547874,0.996687406,10348.72639,-4765.422415
2850,Unilateral,EU28 as Home,0.026067228,53.90174865,2,149,0.99999943,0.744319382,0.000187053,0,5.059984865,5.059984865,0.054713529,4.985855727,0.018794605,0.000619211,5.040569256,0.073508134,0.019413816,4.986474938,188.7455525,5.743951257,0.035305438,188.710247,9.82E-05,4.985757525,26.427554,188.7456601,1540.352381,5.7435528,3.9641331,0.135276836,-0.31192706,-10.40276741,-0.965616404,-1.058138925,-0.8570463,-26.28021713,-28.79831018,-23.32537306,-27.21600113,-179.1345492,0.996786319,10554.52639,-4790.00482
2857,Unilateral,EU28 as Home,0.025626671,54.60516848,2,151,0.999999485,0.744319382,0.000183717,0,5.017043796,5.017043796,0.054009485,4.943902238,0.018552759,0.000568969,4.997911723,0.072562244,0.019121728,4.944471207,188.7455629,5.743936779,0.034675813,188.710887,9.52E-05,4.943807029,26.427554,188.7456601,1547.226052,5.743543958,3.9641331,0.131909271,-0.31192706,-10.40387729,-0.965670568,-1.056482752,-0.857237108,-26.3231582,-28.79860227,-23.36737679,-27.2589422,-181.5137873,0.996881035,10760.65457,-4814.378884
2864,Unilateral,EU28 as Home,0.025199113,55.30827275,2,153,0.999999534,0.744319382,0.000180483,0,4.975015232,4.975015232,0.053323621,4.902851829,0.018317159,0.000523377,4.95617545,0.07164078,0.018840536,4.903375206,188.7455721,5.743922909,0.034065412,188.7115067,9.23E-05,4.902759483,26.427554,188.7456601,1554.040237,5.743536069,3.9641331,0.128668189,-0.31192706,-10.40494534,-0.965723417,-1.054866646,-0.857422727,-26.36518677,-28.79888346,-23.40847279,-27.30097077,-183.8920014,0.996971785,10967.10832,-4838.54904
2871,Unilateral,EU28 as Home,0.024784135,56.01132171,2,155,0.999999578,0.744319382,0.000177347,0,4.933881017,4.933881017,0.052654999,4.862650981,0.018087481,0.000481952,4.91530598,0.07074248,0.018569433,4.863132934,188.7455804,5.743909616,0.033473421,188.712107,8.96E-05,4.862561378,26.427554,188.7456601,1560.796102,5.74352902,3.9641331,0.125547334,-0.31192706,-10.40597334,-0.965774983,-1.053289591,-0.857604602,-26.40632098,-28.79915457,-23.44871507,-27.34210498,-186.2700708,0.99705878,11173.87308,-4862.519771
2878,Unilateral,EU28 as Home,0.024381097,56.71408562,2,157,0.999999617,0.744319382,0.000174304,0,4.893599416,4.893599416,0.052003187,4.823291958,0.017863578,0.000444268,4.875295145,0.069866765,0.018307846,4.823736227,188.7455879,5.743896867,0.032899047,188.7126888,8.70E-05,4.823204983,26.427554,188.7456601,1567.495038,5.743522713,3.9641331,0.122540719,-0.31192706,-10.40696356,-0.965825331,-1.051749674,-0.857781761,-26.44660258,-28.79941615,-23.48811177,-27.38238658,-188.6472159,0.997142224,11380.94919,-4886.295229
2885,Unilateral,EU28 as Home,0.02398961,57.41677647,2,159,0.999999653,0.744319382,0.00017135,0,4.854152126,4.854152126,0.05136737,4.784729103,0.017645169,0.000409946,4.836096473,0.069012539,0.018055115,4.785139049,188.7455945,5.743884634,0.032341562,188.7132529,8.45E-05,4.784644646,26.427554,188.7456601,1574.138155,5.743517062,3.9641331,0.119642826,-0.31192706,-10.40791759,-0.965874492,-1.050245911,-0.857955345,-26.48604987,-28.79966889,-23.52670895,-27.42183387,-191.0241528,0.997222302,11588.32412,-4909.879594
2892,Unilateral,EU28 as Home,0.02360912,58.11922404,2,161,0.999999684,0.744319382,0.000168482,0,4.815503383,4.815503383,0.050747116,4.746951263,0.017432105,0.00037865,4.797698379,0.068179221,0.017810756,4.747329913,188.7456005,5.74387289,0.031800257,188.7138002,8.20E-05,4.746869223,26.427554,188.7456601,1580.726733,5.743511991,3.9641331,0.116848384,-0.31192706,-10.4088374,-0.965922522,-1.04877666,-0.858124688,-26.52469862,-28.79991324,-23.56451809,-27.46048262,-193.4003036,0.997299189,11795.99681,-4933.27678
2899,Unilateral,EU28 as Home,0.023239264,58.82159511,2,163,0.999999713,0.744319382,0.000165696,0,4.777635087,4.777635087,0.050141718,4.709919661,0.017224146,0.000350081,4.760061379,0.067365864,0.017574227,4.710269742,188.7456058,5.74386161,0.031274479,188.7143314,7.97E-05,4.70983994,26.427554,188.7456601,1587.2618,5.743507435,3.9641331,0.114152521,-0.31192706,-10.40972443,-0.96596945,-1.047340979,-0.858290678,-26.56256691,-28.80014977,-23.60157826,-27.49835091,-195.7762314,0.997373049,12003.95649,-4956.490592
2906,Unilateral,EU28 as Home,0.022879585,59.52382351,2,165,0.999999738,0.744319382,0.00016299,0,4.740518655,4.740518655,0.049550705,4.673616475,0.017021127,0.000323972,4.72316718,0.066571832,0.017345099,4.673940447,188.7456107,5.74385077,0.030763596,188.7148471,7.75E-05,4.673538981,26.427554,188.7456601,1593.744525,5.743503337,3.9641331,0.111550583,-0.31192706,-10.4105803,-0.966015322,-1.045937537,-0.858453109,-26.59968334,-28.8003789,-23.63790755,-27.53546734,-198.1517108,0.997444037,12212.19951,-4979.524808
2913,Unilateral,EU28 as Home,0.022529609,60.22571763,2,167,0.999999761,0.744319382,0.000160359,0,4.704122469,4.704122469,0.048973725,4.638033963,0.016822929,0.000300087,4.687007688,0.065796654,0.017123016,4.63833405,188.745615,5.743840347,0.030267011,188.715348,7.54E-05,4.637958607,26.427554,188.7456601,1600.175989,5.743499645,3.9641331,0.109038207,-0.31192706,-10.41140665,-0.966060183,-1.044564904,-0.858611313,-26.63607953,-28.80060098,-23.67351395,-27.57186353,-200.5260917,0.997512296,12420.72553,-5002.382665
2920,Unilateral,EU28 as Home,0.022189114,60.92766075,2,169,0.999999782,0.744319382,0.000157801,0,4.66843985,4.66843985,0.048409981,4.603120389,0.016629278,0.000278212,4.651530371,0.065039259,0.01690749,4.603398601,188.7456189,5.743830322,0.029784169,188.7158347,7.33E-05,4.603047089,26.427554,188.7456601,1606.557107,5.743496315,3.9641331,0.106611333,-0.31192706,-10.41220449,-0.96610405,-1.043222616,-0.858766993,-26.67176215,-28.80081651,-23.7084494,-27.60754615,-202.9006705,0.997577962,12629.51862,-5025.068019
2927,Unilateral,EU28 as Home,0.021857615,61.62935781,2,171,0.999999801,0.744319382,0.000155312,0,4.633436123,4.633436123,0.047859253,4.568878122,0.016440098,0.000258158,4.616737374,0.06429935,0.016698255,4.569136279,188.7456224,5.743820675,0.029314525,188.7163079,7.13E-05,4.568806798,26.427554,188.7456601,1612.888999,5.743493309,3.9641331,0.104266043,-0.31192706,-10.41297538,-0.966146973,-1.041909154,-0.858919015,-26.70676588,-28.80102574,-23.74271172,-27.64254988,-205.274447,0.997641161,12838.58186,-5047.584027
2934,Unilateral,EU28 as Home,0.021534826,62.33092635,2,173,0.999999818,0.744319382,0.000152891,0,4.599096019,4.599096019,0.047321005,4.535277973,0.016255204,0.000239755,4.582598977,0.063576209,0.016494959,4.535517727,188.7456256,5.743811386,0.028857579,188.7167681,6.94E-05,4.53520855,26.427554,188.7456601,1619.172507,5.743490591,3.9641331,0.101998728,-0.31192706,-10.41372042,-0.966188976,-1.04062375,-0.859067991,-26.74110598,-28.80122904,-23.77633027,-27.67688998,-207.6478179,0.997702014,13047.90676,-5069.93376
2941,Unilateral,EU28 as Home,0.021220382,63.03228582,2,175,0.999999833,0.744319382,0.000150535,0,4.565395378,4.565395378,0.046794878,4.502307034,0.016074475,0.00022285,4.549101911,0.062869352,0.016297325,4.502529884,188.7456285,5.74380244,0.028412839,188.7172157,6.76E-05,4.502239442,26.427554,188.7456601,1625.408678,5.743488131,3.9641331,0.099805898,-0.31192706,-10.41444085,-0.966230095,-1.039365312,-0.859213665,-26.77480662,-28.80142667,-23.80931812,-27.71059062,-210.0205096,0.997760633,13257.49089,-5092.12058
2948,Unilateral,EU28 as Home,0.020914036,63.73358748,2,177,0.999999847,0.744319382,0.000148241,0,4.532321613,4.532321613,0.046280357,4.46993581,0.015897732,0.000207307,4.516216167,0.062178089,0.016105039,4.470143117,188.7456312,5.743793819,0.027979854,188.7176513,6.58E-05,4.469869979,26.427554,188.7456601,1631.598293,5.743485902,3.9641331,0.097684337,-0.31192706,-10.41513762,-0.966270353,-1.038133195,-0.859356736,-26.80788039,-28.80161896,-23.84170488,-27.74366439,-212.3930329,0.997817123,13467.32525,-5114.147405
2955,Unilateral,EU28 as Home,0.020615437,64.43469298,2,179,0.999999859,0.744319382,0.000146007,0,4.49985023,4.49985023,0.045777162,4.438156898,0.01572488,0.000193003,4.48393406,0.061502042,0.015917883,4.438349901,188.7456335,5.743785509,0.02755818,188.7180754,6.41E-05,4.438092765,26.427554,188.7456601,1637.742332,5.74348388,3.9641331,0.095630926,-0.31192706,-10.41581187,-0.966309784,-1.036926315,-0.859496738,-26.84035177,-28.80180612,-23.8734981,-27.77613577,-214.7649186,0.997871586,13677.40915,-5136.017272
2962,Unilateral,EU28 as Home,0.020324333,65.13567514,2,181,0.999999871,0.744319382,0.000143831,0,4.467966831,4.467966831,0.045284872,4.406948091,0.015555774,0.000179826,4.452232963,0.060840646,0.0157356,4.407127917,188.7456357,5.743777494,0.027147403,188.7184883,6.25E-05,4.406885593,26.427554,188.7456601,1643.841569,5.743482044,3.9641331,0.093642775,-0.31192706,-10.41646452,-0.966348412,-1.035743978,-0.859634048,-26.87223517,-28.8019884,-23.90472008,-27.80801917,-217.1364122,0.997924113,13887.73605,-5157.732919
2969,Unilateral,EU28 as Home,0.020040459,65.83655086,2,183,0.999999881,0.744319382,0.00014171,0,4.436654662,4.436654662,0.044803125,4.376292204,0.015390289,0.000167677,4.421095329,0.060193415,0.015557967,4.376459881,188.7456377,5.743769762,0.026747127,188.7188905,6.09E-05,4.376231282,26.427554,188.7456601,1649.896853,5.743480375,3.9641331,0.091717114,-0.31192706,-10.41709647,-0.966386262,-1.03458541,-0.859768786,-26.90354734,-28.80216603,-23.93538812,-27.83933134,-219.50757,0.997974795,14098.30129,-5179.297246
2976,Unilateral,EU28 as Home,0.019763526,66.53721252,2,185,0.999999891,0.744319382,0.000139643,0,4.405893601,4.405893601,0.044331658,4.346180851,0.015228336,0.000156467,4.390512509,0.059559994,0.015384803,4.346337318,188.7456395,5.743762299,0.026356971,188.7192825,5.94E-05,4.34612145,26.427554,188.7456601,1655.909003,5.743478857,3.9641331,0.089851322,-0.31192706,-10.41770867,-0.966423362,-1.03344972,-0.859900654,-26.9343084,-28.8023392,-23.96551068,-27.8700924,-221.8780268,0.998023716,14309.10344,-5200.712804
2983,Unilateral,EU28 as Home,0.019493352,67.23785305,2,187,0.999999899,0.744319382,0.000137627,0,4.375674912,4.375674912,0.04387002,4.316586242,0.015069759,0.000146113,4.360456262,0.058939779,0.015215872,4.316732355,188.7456411,5.743755093,0.025976578,188.7196645,5.79E-05,4.316528308,26.427554,188.7456601,1661.878731,5.743477473,3.9641331,0.088042939,-0.31192706,-10.41830181,-0.966459729,-1.032336451,-0.860030398,-26.96452709,-28.80250813,-23.99511564,-27.90031109,-224.248435,0.998070953,14520.13341,-5221.982355
2990,Unilateral,EU28 as Home,0.019229645,67.93829402,2,189,0.999999907,0.744319382,0.000135662,0,4.345977064,4.345977064,0.04341802,4.287505769,0.014914493,0.000136542,4.330923789,0.058332513,0.015051035,4.287642311,188.7456426,5.743748134,0.0256056,188.720037,5.65E-05,4.287449251,26.427554,188.7456601,1667.80685,5.743476212,3.9641331,0.086289595,-0.31192706,-10.4188768,-0.966495392,-1.031244674,-0.860157465,-26.99422494,-28.80267297,-24.02420569,-27.93000894,-226.6181897,0.998116582,14731.39187,-5243.108311
2997,Unilateral,EU28 as Home,0.018972201,68.63857887,2,191,0.999999914,0.744319382,0.000133745,0,4.316787243,4.316787243,0.042975333,4.258922588,0.014762426,0.000127688,4.30189792,0.057737758,0.014890114,4.259050276,188.7456439,5.743741409,0.02524371,188.7204002,5.52E-05,4.258867436,26.427554,188.7456601,1673.694065,5.743475061,3.9641331,0.084589066,-0.31192706,-10.41943435,-0.966530371,-1.030173795,-0.860282082,-27.02341476,-28.80283389,-24.05279772,-27.95919876,-228.9874372,0.998160674,14942.8738,-5264.093134
3004,Unilateral,EU28 as Home,0.018720814,69.33874354,2,193,0.999999921,0.744319382,0.000131874,0,4.288092598,4.288092598,0.042541652,4.230821093,0.014613452,0.000119491,4.273362744,0.057155104,0.014732943,4.230940583,188.7456452,5.743734909,0.024890595,188.7207546,5.38E-05,4.230767261,26.427554,188.7456601,1679.54109,5.743474009,3.9641331,0.082939233,-0.31192706,-10.41997514,-0.966564686,-1.029123223,-0.860404428,-27.0521094,-28.80299106,-24.08090742,-27.9878934,-231.3562984,0.998203296,15154.57456,-5284.939301
3011,Unilateral,EU28 as Home,0.01847529,70.03881062,2,195,0.999999927,0.744319382,0.000130048,0,4.259880563,4.259880563,0.042116692,4.203187044,0.014467475,0.000111895,4.245303735,0.056584166,0.014579369,4.203298939,188.7456463,5.743728624,0.024545954,188.7211003,5.26E-05,4.203134488,26.427554,188.7456601,1685.348593,5.743473048,3.9641331,0.081338089,-0.31192706,-10.42049982,-0.966598355,-1.028092384,-0.860524641,-27.08032144,-28.80314463,-24.10854906,-28.01610544,-233.7248492,0.998244511,15366.4899,-5305.649103
3018,Unilateral,EU28 as Home,0.018235425,70.73875694,2,197,0.999999932,0.744319382,0.000128265,0,4.23213719,4.23213719,0.041700205,4.176009595,0.014324408,0.000104851,4.2177098,0.056024613,0.014429259,4.176114446,188.7456473,5.743722545,0.024209501,188.7214378,5.13E-05,4.175958272,26.427554,188.7456601,1691.117274,5.743472168,3.9641331,0.079783712,-0.31192706,-10.42100906,-0.966631399,-1.02708066,-0.860642693,-27.10806481,-28.80329474,-24.13573355,-28.04384881,-236.0930104,0.998284378,15578.61693,-5326.224868
3025,Unilateral,EU28 as Home,0.018001046,71.43862492,2,199,0.999999937,0.744319382,0.000126525,0,4.204851456,4.204851456,0.041291917,4.149274302,0.014184157,9.83E-05,4.190566219,0.055476074,0.014282472,4.149372616,188.7456483,5.743716663,0.023880962,188.7217673,5.01E-05,4.149224171,26.427554,188.7456601,1696.847763,5.743471362,3.9641331,0.078274288,-0.31192706,-10.42150343,-0.966663834,-1.026087545,-0.860758775,-27.13535054,-28.80344153,-24.16247538,-28.07113454,-238.460925,0.998322956,15790.95111,-5346.668796
3032,Unilateral,EU28 as Home,0.017885837,71.78845765,2,200,0.99999994,0.744319382,0.00012567,0,4.191374136,4.191374136,0.041090814,4.136073085,0.014115076,9.52E-05,4.177163899,0.05520589,0.0142103,4.136168308,188.7456487,5.743713793,0.023719577,188.7219291,4.95E-05,4.136023536,26.427554,188.7456601,1699.698906,5.743470985,3.9641331,0.077535884,-0.31192706,-10.42174525,-0.966679831,-1.025597713,-0.860815873,-27.14882786,-28.8035137,-24.17567969,-28.08461186,-239.6445463,0.998341778,15897.19661,-5356.841941
3039,Unilateral,EU28 as Home,0.017328965,73.53735692,2,205,0.99999995,0.744319382,0.000121541,0,4.125609306,4.125609306,0.040114115,4.071632035,0.013779571,8.14E-05,4.11174615,0.053893685,0.013860926,4.071713391,188.7456507,5.743700119,0.022940253,188.7227104,4.68E-05,4.071585253,26.427554,188.7456601,1713.816447,5.743469322,3.9641331,0.073998804,-0.31192706,-10.42290315,-0.966757674,-1.023214126,-0.861094502,-27.21459269,-28.80386307,-24.24013461,-28.15037669,-245.5618229,0.998431474,16429.17325,-5407.230411
3046,Unilateral,EU28 as Home,0.016802227,75.28548262,2,210,0.999999959,0.744319382,0.000117642,0,4.062423681,4.062423681,0.039183155,4.009709853,0.013459778,6.98E-05,4.048893008,0.052642933,0.013529547,4.009779622,188.7456523,5.743687488,0.022204334,188.7234479,4.42E-05,4.009665622,26.427554,188.7456601,1727.715069,5.743467976,3.9641331,0.070703134,-0.31192706,-10.42398141,-0.966832122,-1.020934334,-0.861361217,-27.27777832,-28.80419445,-24.30206838,-28.21356232,-251.4765834,0.998514343,16962.34399,-5456.86377
3053,Unilateral,EU28 as Home,0.016303071,77.03292096,2,215,0.999999965,0.744319382,0.000113954,0,4.00162605,4.00162605,0.038294754,3.950118322,0.013154604,6.00E-05,3.988413077,0.051449358,0.013214649,3.950178368,188.7456535,5.743675794,0.021508238,188.7241453,4.19E-05,3.95007645,26.427554,188.7456601,1741.390085,5.743466881,3.9641331,0.067625592,-0.31192706,-10.42498774,-0.966903442,-1.018750182,-0.861617015,-27.33857595,-28.80450935,-24.36166963,-28.27435995,-257.3891108,0.99859107,17496.74092,-5505.719102
3060,Unilateral,EU28 as Home,0.015829807,78.77972362,2,220,0.999999971,0.744319382,0.000110462,0,3.943116438,3.943116438,0.037446036,3.892754694,0.012863061,5.19E-05,3.93020073,0.050309096,0.012914915,3.892806549,188.7456546,5.743664953,0.020849229,188.7248054,3.97E-05,3.892715004,26.427554,188.7456601,1754.866602,5.743465985,3.9641331,0.064749133,-0.31192706,-10.42592774,-0.966971789,-1.016656962,-0.861862629,-27.39708556,-28.80480908,-24.41904145,-28.33286956,-263.2995744,0.998662208,18032.21751,-5553.890614
3067,Unilateral,EU28 as Home,0.015380314,80.52586754,2,225,0.999999976,0.744319382,0.000107151,0,3.886730125,3.886730125,0.03663441,3.837464945,0.01258426,4.49E-05,3.874099355,0.04921867,0.012629186,3.837509871,188.7456555,5.743654883,0.020224379,188.7254311,3.77E-05,3.837427279,26.427554,188.7456601,1768.140513,5.743465249,3.9641331,0.062055183,-0.31192706,-10.42680762,-0.967037389,-1.014647758,-0.862098614,-27.45347187,-28.80509481,-24.47433813,-28.38925587,-269.2078889,0.998728296,18568.80436,-5601.358084
3074,Unilateral,EU28 as Home,0.014952957,82.27124266,2,230,0.999999979,0.744319382,0.000104009,0,3.832351466,3.832351466,0.035857547,3.784145012,0.0123174,3.90E-05,3.820002559,0.048174947,0.012356446,3.784184057,188.7456562,5.743645515,0.019631276,188.7260249,3.58E-05,3.784109226,26.427554,188.7456601,1781.223041,5.743464642,3.9641331,0.059528897,-0.31192706,-10.42763234,-0.967100407,-1.012717539,-0.862325239,-27.50785053,-28.80536755,-24.52766394,-28.44363453,-275.1136764,0.998789787,19106.44158,-5648.161548
3081,Unilateral,EU28 as Home,0.014546268,84.01621946,2,235,0.999999983,0.744319382,0.000101023,0,3.779876315,3.779876315,0.035113105,3.732668547,0.012061678,3.40E-05,3.767781652,0.047174783,0.012095713,3.732702583,188.7456568,5.743636786,0.019067674,188.7265891,3.40E-05,3.73263451,26.427554,188.7456601,1794.120938,5.743464139,3.9641331,0.057156549,-0.31192706,-10.4284063,-0.967160991,-1.010861784,-0.862543894,-27.56032569,-28.80562829,-24.57914542,-28.49610969,-281.0181857,0.998847088,19645.08429,-5694.324514
3088,Unilateral,EU28 as Home,0.014158796,85.76056744,2,240,0.999999985,0.744319382,9.82E-05,0,3.729193805,3.729193805,0.03439919,3.682945761,0.011816441,2.98E-05,3.717344951,0.046215631,0.011846195,3.682975515,188.7456573,5.74362864,0.018531526,188.7271257,3.24E-05,3.682913353,26.427554,188.7456601,1806.840724,5.743463721,3.9641331,0.054925769,-0.31192706,-10.4291337,-0.967219294,-1.009075822,-0.862754467,-27.6110082,-28.80587781,-24.62887249,-28.5467922,-286.9206317,0.998900565,20184.70331,-5739.868821
3095,Unilateral,EU28 as Home,0.013789256,87.50427413,2,245,0.999999987,0.744319382,9.55E-05,0,3.680206702,3.680206702,0.033713967,3.634883662,0.011581061,2.61E-05,3.668597629,0.045295028,0.011607143,3.634909745,188.7456577,5.743621028,0.018020965,188.7276367,3.09E-05,3.634852776,26.427554,188.7456601,1819.388506,5.743463371,3.9641331,0.052825421,-0.31192706,-10.42981823,-0.96727545,-1.007355546,-0.862957362,-27.6599953,-28.80611686,-24.67693826,-28.5957793,-292.8209681,0.998950544,20725.26625,-5784.815253
3102,Unilateral,EU28 as Home,0.013436491,89.24742391,2,250,0.999999989,0.744319382,9.29E-05,0,3.632827009,3.632827009,0.03305571,3.588391971,0.011354943,2.29E-05,3.621447681,0.044410653,0.011377867,3.588414895,188.745658,5.743613904,0.017534289,188.7281237,2.95E-05,3.588362505,26.427554,188.7456601,1831.770037,5.743463079,3.9641331,0.05084545,-0.31192706,-10.43046318,-0.967329581,-1.005697247,-0.863153157,-27.70737499,-28.80634613,-24.72343311,-28.64315899,-298.7194763,0.998997318,21266.74039,-5829.183544
3109,Unilateral,EU28 as Home,0.013099428,90.99004113,2,255,0.999999991,0.744319382,9.04E-05,0,3.586971703,3.586971703,0.032422849,3.543389277,0.01113755,2.02E-05,3.575812126,0.043560399,0.011157748,3.543409475,188.7456583,5.743607229,0.017069937,188.7285884,2.81E-05,3.54336114,26.427554,188.7456601,1843.990756,5.743462833,3.9641331,0.048976758,-0.31192706,-10.43107157,-0.9673818,-1.004097455,-0.863342263,-27.7532303,-28.80656625,-24.76843852,-28.6890143,-304.6162352,0.99904115,21809.09601,-5872.992278
3116,Unilateral,EU28 as Home,0.01277707,92.73206214,2,260,0.999999992,0.744319382,8.81E-05,0,3.542561775,3.542561775,0.031813965,3.499803275,0.010928392,1.78E-05,3.53161724,0.042742358,0.010946234,3.499821116,188.7456585,5.743600966,0.016626479,188.7290321,2.69E-05,3.499776384,26.427554,188.7456601,1856.055881,5.743462625,3.9641331,0.047211088,-0.31192706,-10.43164615,-0.967432214,-1.002552899,-0.863524886,-27.79764023,-28.80677777,-24.81202688,-28.73342423,-310.5110261,0.999082278,22352.3066,-5916.259184
3123,Unilateral,EU28 as Home,0.012468537,94.47367023,2,265,0.999999993,0.744319382,8.58E-05,0,3.499528513,3.499528513,0.031227661,3.457557283,0.010726991,1.58E-05,3.488784944,0.041954652,0.010742787,3.457573079,188.7456588,5.743595083,0.016202603,188.7294562,2.57E-05,3.457531561,26.427554,188.7456601,1867.970304,5.743462449,3.9641331,0.045540947,-0.31192706,-10.43218933,-0.967480917,-1.001060719,-0.863701689,-27.84067349,-28.80698121,-24.85427492,-28.77645749,-316.4044661,0.999120914,22896.34206,-5959.001222
