regionbase,tax_sce,region_scenario,tb,prop,te,varphi,pe,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,CeHH_prime,CeFH_prime,CeHF_prime,CeFF_prime,Ge_prime,Ce_prime,Gestar_prime,Cestar_prime,VgFH_prime,VgHF_prime,VgFH1_prime,VgFH2_prime,CeFH1_prime,CeFH2_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,pai_g,subsidy_ratio,welfare,welfare_noexternality
US as Home,Unilateral,1,3.7264669258320388e-06,1.0,0.0,0.0,0.9999993125655728,0.015920602214334778,0.7935787194577492,0.01592056718451849,4.4800516074956995,27.79593644605325,32.27598805354895,4.59838902534631,0.4215997487463905,1.1961073649908458,26.0598919144654,5.019988774092701,5.794496390337156,27.255999279456244,26.48149166321179,2.8106735333431243,7.974068876078796,2.8106673490684257,6.184274699046471e-06,0.4215988211077451,9.27638645425158e-07,38.63009333333333,176.54316686666664,28.446689503343126,154.4505816666583,5.794514,26.4814750299968,6.807506043533014e-06,-9.553943466205917e-06,-4.908393021032535,7.336149678224282,9.074572818922451,-9.553946750173736e-06,1.4279456244992161e-05,1.76632117927511e-05,-1.9464510501165933e-06,-8.54172821096455e-06,5.589701106825592e-07,1.2079144173518117e-06,1.2079144173518117e-06
US as Home,Unilateral,1,0.0347365758421421,1.0,0.1,0.1,0.9987531637496705,0.015925310045562153,0.7935787194577492,0.015602389013037435,4.3284971042645335,27.7786120986381,32.107109202902635,4.4493939551022414,0.4080815184800448,1.1573515964197345,26.092282132900564,4.857475473582286,5.606745551521976,27.249633729320298,26.50036365138061,2.811504668777086,7.933870901828273,2.7544951670473146,0.05700950172977089,0.39978556073549865,0.008295957744546204,38.630093333333335,176.54316686666664,28.447522686174977,154.44987520153947,5.794514,26.481209218784233,-0.1464790551053951,-0.017323093970109064,-0.10263985994753325,-0.037608009844006064,0.11185197906024123,-0.017333901361901383,-0.006351270679701315,0.018889651380611383,-0.1688807970973656,-0.09412872470893285,0.005189915367620559,0.021882673814387195,-0.02183474731209118
US as Home,Unilateral,1,0.06942191074587166,1.0,0.2,0.2,0.997895420963228,0.015938968715618337,0.7935787194577492,0.015300580714786632,4.172260049923847,27.76668121174575,31.938941261669598,4.308374710487048,0.3955487600376255,1.1206704552287767,26.114347335915554,4.703923470524673,5.4290451657158245,27.23501779114433,26.50989609595318,2.81391601364397,7.896274249014905,2.701212974287478,0.1127030393564913,0.37962650292045974,0.01592225711716574,38.630093333333335,176.54316686666664,28.449947933703804,154.4478255584026,5.794514,26.48045832156514,-0.28712378210119144,-0.02923398781773953,-0.08682657706779852,-0.06220824014809286,0.084326368032034,-0.02926478825424894,-0.020967208855669384,0.028422095953182236,-0.3370487383304024,-0.1892070425693868,0.010327478612104582,0.0873747982432007,-0.08712581860601085
US as Home,Unilateral,1,0.10408216413569259,1.0,0.30000000000000004,0.30000000000000004,0.9974151318949619,0.01596093238323366,0.7935787194577492,0.015013949202676208,4.010821992969632,27.759998327838762,31.770820320808394,4.174683874913505,0.38390176849887697,1.0858955390179301,26.126339138378082,4.558585643412382,5.260579413931435,27.21223467739601,26.51024090687696,2.817793549080817,7.861050975607051,2.650610139415723,0.16718340966509398,0.36095551241488805,0.022946256083988887,38.63009333333333,176.54316686666667,28.45386197300976,154.4445296532813,5.794514,26.479284461588744,-0.42179393925818676,-0.03590120214492724,-0.0711595997185813,-0.08660520297654907,0.05694503859177428,-0.03594767216123884,-0.04375032260398726,0.028766906876960263,-0.5051696791916065,-0.28527576365825835,0.015411551305882941,0.1963789546738654,-0.1959341321624346
US as Home,Unilateral,1,0.13875993798298866,1.0,0.4,0.4,0.9973030838975324,0.015990633252181266,0.7935787194577492,0.014741256131653687,3.843614800863063,27.758439027461964,31.602053828325026,4.047665412424286,0.3730464036065078,1.0528562033645648,26.128485808929668,4.420711816030794,5.100521615788851,27.181342012294234,26.501532212536176,2.8230370345435163,7.82797907184946,2.6024680410748102,0.22056899346870656,0.3436166820349835,0.029429721571524285,38.63009333333333,176.54316686666664,28.459174272636258,154.44007269063798,5.7945139999999995,26.477740033061217,-0.5503006915773456,-0.03745638457685412,-0.05565359764681874,-0.11075676131205474,0.029762777810732128,-0.037506972538036365,-0.07464298770576505,0.020058212536177678,-0.6739361716749741,-0.3824287344649342,0.020443612249336215,0.3489722721454702,-0.34886317003319695
US as Home,Unilateral,1,0.1734934051766085,1.0,0.5,0.5,0.9975563207787489,0.016027565708260912,0.7935787194577492,0.014481428921243702,3.669946291962544,27.761963038599486,31.43190933056203,3.9267359003466438,0.36290025637503115,1.0214006916095704,26.120872482230784,4.2896361567216745,4.948136591956214,27.142273173840355,26.483772738605815,2.82955720729997,7.796867049296244,2.5565973225108993,0.27295988478907024,0.3274750763156357,0.03542518005939542,38.630093333333335,176.54316686666664,28.46580439273695,154.43453054379503,5.794514,26.475869659564616,-0.6724427821692184,-0.03394143120636049,-0.04026032419761746,-0.13471677563159787,0.0027233636417083274,-0.03398296140051471,-0.11371182615964415,0.0022987386058161974,-0.8440806694379717,-0.48076493762664274,0.025424492806490416,0.545415467566934,-0.5471015836542561
US as Home,Unilateral,1,0.2083221341878004,1.0,0.6000000000000001,0.6000000000000001,0.9981778498469797,0.016071279681530937,0.7935787194577492,0.014233502126889813,3.4889741665329805,27.770610259728297,31.259584426261277,3.8113576965181633,0.35338933385801236,0.9913891552654337,26.103448240619393,4.1647470303761756,4.802746851783597,27.094837395884827,26.456837574477404,2.8372746105774005,7.767545028697795,2.5128275410845635,0.3244470694928372,0.31241121935383204,0.04097811450418027,38.630093333333335,176.54316686666664,28.473680945393937,154.42797075100918,5.794514,26.47371141580264,-0.7879940078999956,-0.025312654001978224,-0.02492680178691779,-0.1585465568851715,-0.024238774519872112,-0.0253357402717036,-0.16114760411517182,-0.024636425522594152,-1.016405573738723,-0.5804040397603116,0.030355086201980266,0.7861672442959584,-0.7925071082469491
US as Home,Unilateral,1,0.24328519361537027,1.0,0.7000000000000001,0.7000000000000001,0.9991780685669388,0.016121368948762514,0.7935787194577492,0.01399662589488522,3.2996473156211263,27.784520470902468,31.084167786523594,3.7010373988227165,0.3444470577554745,0.9626932533193019,26.0759900766261,4.045484456578191,4.663730652142019,27.0386833299454,26.420437134381572,2.846117528440466,7.739864318807334,2.4710086609310293,0.37510886750943706,0.298319725356409,0.04612733239906551,38.63009333333333,176.5431668666666,28.482739618491802,154.42045427082556,5.794514,26.471298118768225,-0.8967024510390216,-0.011420833275033068,-0.009586605257344533,-0.18232725283811893,-0.0512130625929424,-0.011425529097532916,-0.21730167005459933,-0.06103686561842636,-1.1918222134764065,-0.6814850738214768,0.03523588515264858,1.0719071901638124,-1.0877448340435458
US as Home,Unilateral,1,0.27842581606340056,1.0,0.8,0.8,1.0005759085958634,0.016177467936606852,0.7935787194577492,0.01377003025819481,3.100636787933562,27.80394881005985,30.904585597993414,3.59530633254232,0.336011923892118,0.9351910767115292,26.038076264847447,3.9313182564344378,4.530497409253849,26.973267341558977,26.374088188739567,2.8560214214125463,7.713691994624713,2.4310047496315357,0.4250166717810109,0.28510572379554544,0.05090620009657256,38.63009333333333,176.54316686666667,28.49292270426321,154.41203596179935,5.794514,26.46865804664764,-0.9982781436792877,0.008005114392835761,0.005835485177195219,-0.20615192573930843,-0.07830353402928357,0.008002810059849708,-0.2827176584410225,-0.10738581126043201,-1.3714044020065863,-0.7841827632541474,0.040067426352304585,1.4035703528011856,-1.4365045311496516
US as Home,Unilateral,1,0.313799230085465,1.0,0.9,0.9,1.0024006726613681,0.016239257737389958,0.7935787194577492,0.013552980505160102,2.8902362524361105,27.829290483528375,30.719526735964486,3.4936965049179833,0.3280249938065841,0.9087608937698486,25.989044343471118,3.8217214987245676,4.402457398687832,26.897805237240966,26.3170693372777,2.866929988522854,7.688904864536575,2.39268609886316,0.47424388965969366,0.2726811589033432,0.055343834903240886,38.630093333333335,176.54316686666664,28.504180301364954,154.40276367975557,5.794514000000001,26.465815143885717,-1.09237625094024,0.033384500125819165,0.021423238375649474,-0.23012413529784403,-0.10562707551223414,0.03334448352837427,-0.3581797627590326,-0.1644046627222977,-1.5564632640355143,-0.8887346978930974,0.04485107675584579,1.7823987969823196,-1.8438337312934254
