,tax_sce,regionbase,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Ced_prime,Cedstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,delta_UCed,delta_UCedstar,leak,leakstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,Qe2_prime,Qe2star_prime,region_scenario,conv
0,purete,OECD37 as Home,0.0,1.000000024689483,0.0,1.0,0.0,0.057913183842328936,0.7795968539285809,0.057913183842328936,9.303970114855105,24.331331201455928,33.63530131631103,2.5271999376047405,2.1634999465843046,8.752299783910242,1.0260999746661221,2.474399938908345,1.0260999746661221,0.0,16.691799587888102,16.496000000000002,6.840666666666666,0.0,6.840666666666666,74.84466666666665,118.11933333333336,55.410933333333325,108.60846666666669,11.226699999999997,17.717900000000004,1.1485510480916022e-07,1.2014559408778276e-06,-0.9127447092890277,0.4000720485269363,0.37290690697460055,1.2014559267470304e-06,-5.26619249541227e-07,-4.908614741339079e-07,1.3163110281766421e-06,0.0,-2.7718141885094683e-07,-4.3744579093225893e-07,-6.239526042113026e-08,-5.341569560031469e-08,0.0,0.0,-2.86827281262859e-06,-2.86827281262859e-06,9.303970114855105,24.331331201455928,0.0,0.0,3.0,1.0
1,purete,OECD37 as Home,0.1,1.002198875773753,0.0,1.0,0.04071100934601553,0.057913183842328936,0.7795968539285809,0.057913183842328936,9.123053157155331,24.438450787471087,33.561503944626416,2.521655193485287,2.1587531699530773,8.733097004566822,1.0238486839329108,2.4689710393953757,1.0238486839329108,0.0,16.655177334052592,16.496,6.840666666666666,0.0,6.840666666666666,74.84466666666665,118.11933333333332,55.410933333333325,108.60846666666664,11.2267,17.7179,-0.17742169487329523,0.1072386032371376,1.4515787724533287,-0.6341593241271254,-0.5910995085116345,0.10712078747108578,-0.046798456598960314,-0.04362081206142321,-0.07379605537358458,0.0,-0.02465901751581711,-0.03891669025123109,-0.005550898221736537,-0.00475204507072135,0.0,0.0,0.004922256024528705,-0.004937638963346348,9.123053157155331,24.438450787471087,0.0,0.0,3.0,1.0
2,purete,OECD37 as Home,0.2,1.0044229248503318,0.0,1.0,0.0811012036424379,0.057913183842328936,0.7795968539285809,0.05791318384232893,8.940150454113704,24.547037264103814,33.48718771821752,2.5160716043757922,2.1539731386779937,8.713759695702059,1.0215816212606839,2.4635041064686054,1.0215816212606836,4.916366420942425e-16,16.618298514529858,16.496,6.840666666666665,0.0,6.840666666666666,74.84466666666665,118.11933333333336,55.41093333333332,108.60846666666667,11.2267,17.717900000000004,-0.34977829828339957,0.21618464348082672,1.4563766185210898,-0.6341421467092329,-0.5910834974512058,0.2157072641038127,-0.0939242403235454,-0.08754672553146747,-0.14811228178248115,0.0,-0.049545363298115395,-0.0781921483944239,-0.011152969450239603,-0.009547898625195226,0.0,0.0,0.01974453498058476,-0.019834045131776258,8.940150454113704,24.547037264103814,0.0,0.0,3.0,1.0
3,purete,OECD37 as Home,0.30000000000000004,1.0066734323340656,0.0,1.0,0.12116648881670908,0.057913183842328936,0.7795968539285809,0.057913183842328936,8.755164040959874,24.657160557166318,33.41232459812619,2.5104467037939533,2.1491577412386103,8.694279315295905,1.01929778520219,2.4579967251771753,1.01929778520219,0.0,16.58114683855172,16.496,6.840666666666666,0.0,6.840666666666666,74.84466666666665,118.11933333333333,55.41093333333332,108.60846666666666,11.226699999999997,17.7179,-0.5170704739529535,0.3269189664631686,1.4612847624811778,-0.6341448152766128,-0.5910859848211817,0.3258305571663165,-0.14139869503249614,-0.1317976350074801,-0.2229754018738106,0.0,-0.0746717405836573,-0.11784642258964628,-0.016809073263116096,-0.014390008707166693,0.0,0.0,0.04452806645100029,-0.04484720040677161,8.755164040959874,24.657160557166318,0.0,0.0,3.0,1.0
4,purete,OECD37 as Home,0.4,1.008951672122861,0.0,1.0,0.16090262968797625,0.057913183842328936,0.7795968539285809,0.05791318384232893,8.567986737632767,24.76889190563664,33.33687864326941,2.5047780481722226,2.1443048857314824,8.674647400687615,1.0169961836140857,2.452446503006231,1.0169961836140855,4.89429898041502e-16,16.54370616669876,16.496,6.840666666666665,0.0,6.840666666666666,74.84466666666665,118.11933333333333,55.410933333333325,108.60846666666666,11.2267,17.717900000000004,-0.6792990154481625,0.43952326988165835,1.466255332495046,-0.6341451115858604,-0.5910862610108525,0.4375619056366382,-0.18924244456352568,-0.17639276395567194,-0.2984213567305929,0.0,-0.10005059250644302,-0.15789915050459236,-0.022522010687226427,-0.019280773235918945,0.0,0.0,0.07935336473483948,-0.08013501033384121,8.567986737632767,24.76889190563664,0.0,0.0,3.0,1.0
5,purete,OECD37 as Home,0.5,1.011259089906718,0.0,1.0,0.2003049631276228,0.057913183842328936,0.7795968539285809,0.05791318384232893,8.37850330793755,24.882311676317787,33.26081498425533,2.499062826948846,2.139412166074639,8.65485421822744,1.0146756753451294,2.4468506881142074,1.0146756753451291,4.883131523311654e-16,16.505957935606503,16.496,6.840666666666665,0.0,6.840666666666666,74.84466666666667,118.11933333333333,55.410933333333325,108.60846666666666,11.2267,17.7179,-0.836462722065248,0.5540892403789499,1.471305000607708,-0.6341487648909636,-0.5910896662542509,0.5509816763177859,-0.23747921020465412,-0.22135422297373353,-0.37448501574466775,0.0,-0.1256961330466008,-0.19837276454402172,-0.028294981377909076,-0.024222931390909412,0.0,0.0,0.12429633712382775,-0.1258784798825061,8.37850330793755,24.882311676317787,0.0,0.0,3.0,1.0
6,purete,OECD37 as Home,0.6000000000000001,1.0135971676825588,0.0,1.0,0.23936848358569174,0.057913183842328936,0.7795968539285809,0.057913183842328936,8.186587914666891,24.997502796429167,33.18409071109606,2.4932982062075726,2.1344771561926565,8.634889953383404,1.0123351097616295,2.4412065057929797,1.0123351097616295,0.0,16.467883427657316,16.496,6.840666666666666,0.0,6.840666666666666,74.84466666666665,118.11933333333334,55.410933333333325,108.60846666666669,11.226700000000001,17.717900000000004,-0.9885596038613796,0.6707120223982963,1.4764164054499134,-0.6341467638046941,-0.5910878010429919,0.6661727964291657,-0.28613291035705046,-0.2667043063884016,-0.4512092889039394,0.0,-0.1516228222459772,-0.23929008544558955,-0.0341312403805259,-0.02921926977020725,0.0,0.0,0.1794513128922118,-0.18226527347203195,8.186587914666891,24.997502796429167,0.0,0.0,3.0,1.0
7,purete,OECD37 as Home,0.7000000000000001,1.015967622538619,0.0,1.0,0.2780877879916336,0.057913183842328936,0.7795968539285809,0.05791318384232893,7.992103918391056,25.11456062341737,33.10666454180843,2.4874808447982173,2.1294969957743515,8.61474303495071,1.0099731302815171,2.4355106846979693,1.0099731302815171,4.860500502781762e-16,16.429460575024883,16.496,6.840666666666665,0.0,6.840666666666666,74.84466666666665,118.11933333333333,55.41093333333333,108.60846666666669,11.2267,17.7179,-1.1355858943384314,0.7895002984502368,1.481608188177061,-0.6341454007826203,-0.5910865305709668,0.7832306234173672,-0.33523174450279924,-0.31246929891925035,-0.5286354581915731,0.0,-0.17784755551069992,-0.2806777774219522,-0.040034590956082125,-0.03427304429150192,0.0,0.0,0.24490382094743543,-0.2495132660871801,7.992103918391056,25.11456062341737,0.0,0.0,3.0,1.0
8,purete,OECD37 as Home,0.8,1.0183723106492433,0.0,1.0,0.3164570513455072,0.057913183842328936,0.7795968539285809,0.05791318384232893,7.794901709872541,25.233588347428846,33.02849005730138,2.4816071426655673,2.124468602863625,8.594400995074327,1.0075882752014633,2.429759699988794,1.0075882752014633,4.849023376343327e-16,16.390665599851662,16.496,6.840666666666665,0.0,6.840666666666666,74.84466666666665,118.11933333333334,55.41093333333332,108.60846666666666,11.226699999999997,17.7179,-1.2775365150225597,0.9105717808952913,1.486887876978914,-0.6341459989673273,-0.5910870881385581,0.9022583474288446,-0.38480609729592175,-0.35867752208325143,-0.606809942698618,0.0,-0.20438857173395397,-0.32256462496771304,-0.04600913879288108,-0.039387769776194285,0.0,0.0,0.3207477482458449,-0.32785952837002763,7.794901709872541,25.233588347428846,0.0,0.0,3.0,1.0
9,purete,OECD37 as Home,0.9,1.020813241885469,0.0,1.0,0.35446987428656407,0.057913183842328936,0.7795968539285809,0.057913183842328936,7.5948174348808,25.354697827463678,32.94951526234448,2.475673214556068,2.1193886513501314,8.573850378188935,1.005178967021202,2.423949747585286,1.005178967021202,0.0,16.351472840585227,16.496,6.840666666666666,0.0,6.840666666666666,74.84466666666665,118.11933333333334,55.41093333333332,108.60846666666666,11.226700000000001,17.717900000000004,-1.4144046096178493,1.0340541908531031,1.4922580968515566,-0.6341476218413675,-0.5910886008184358,1.0233678274636766,-0.43488876047935676,-0.40535954104344185,-0.6857847376555242,0.0,-0.2312655920855296,-0.36498175189612314,-0.05205932324891283,-0.04456724669556145,0.0,0.0,0.4070868136611101,-0.4175628125290951,7.5948174348808,25.354697827463678,0.0,0.0,3.0,1.0
