,tax_sce,regionbase,varphi,pe,tb,prop,te,jxbar_prime,jmbar_prime,j0_prime,Qe_prime,Qestar_prime,Qeworld_prime,Cec_prime,Cecstar_prime,Cey_prime,Cex_prime,Cem_prime,Cex1_prime,Cex2_prime,Ceystar_prime,Vgm_prime,Vgx1_prime,Vgx2_prime,Vgx_prime,Vg_prime,Vgstar_prime,Lg_prime,Lgstar_prime,Ve_prime,Vestar_prime,delta_Le,delta_Lestar,leakage1,leakage2,leakage3,chg_extraction,chg_production,chg_consumption,chg_Qeworld,subsidy_ratio,delta_Vg,delta_Vgstar,welfare,welfare_noexternality,Qe1_prime,Qe1star_prime,Qe2_prime,Qe2star_prime,region_scenario,conv
10,Unilateral,OECD37 as Home,1.0,0.9786011879184024,0.39448962376823926,0.04362247876932859,1.0,0.05652282425127526,0.7786238142659195,0.04522755222476854,5.2685494591734034,23.396085294173364,28.664634753346768,1.8531184907222724,1.9381746347912163,6.3718800178709305,0.6874871739286268,1.8116354373791637,0.5467158585224361,0.14077131540619067,16.002340723253997,16.583599999999997,5.004603533539241,1.2498655247848152,6.254469058324056,60.32030869277386,47.82466475673755,54.92786321380145,102.8355479670912,11.236709999999999,16.54835914776361,-2.2199475093004204,-0.25168771282722624,-0.07044854035404347,-0.09998291907212896,0.03688989946289682,-0.25441470582663683,-0.36107383936683846,0.1332225319738427,-3.6113552466532326,0.057019553054392214,-4.36952937717323,0.08750255039033225,1.0909275284425575,-2.839810679581157,5.2685494591734034,23.396085294173364,0.0,0.0,3.0,1.0
11,Unilateral,OECD37 as Home,1.1,0.9814328344618624,0.4351340701136399,0.04147061950621456,1.1,0.056829653233304904,0.7786238142659195,0.04450040121216464,4.853069723737296,23.42990989494386,28.282979618681157,1.7962441391093362,1.9325825806918264,6.176319644162401,0.670817148775804,1.756034248693275,0.5214164025474998,0.14940074622830424,15.95098138105922,16.5836,4.924141462344037,1.3642794092469916,6.288420871591029,59.281406487056884,46.69937350434294,54.96342177453918,102.80668892581426,11.23671,16.54006488645451,-2.363056246622465,-0.21853904020640322,-0.055244059992471437,-0.11721341182511999,0.01492636002292757,-0.2205901050561394,-0.46803437024750494,0.05960111052685235,-3.993010381318843,0.06235781682869079,-4.799117187006151,0.010596984801535947,1.4097593661821028,-3.3710016331612724,4.853069723737296,23.42990989494386,0.0,0.0,3.0,1.0
12,Unilateral,OECD37 as Home,1.2000000000000002,0.9853276187160778,0.47646447877440856,0.03886635510007751,1.2000000000000002,0.05715581457951523,0.7786238142659195,0.04380491597275846,4.4132859287349,23.4763542796542,27.8896402083891,1.7406715741597183,1.9249435050561943,5.9852354161882415,0.6546463630660971,1.7017057054766223,0.49738775238938515,0.157258610676712,15.882436379420533,16.583599999999997,4.847183331394151,1.4773285543122474,6.324511885706398,58.296115260276814,45.64063028629235,55.001385757862884,102.7760115638162,11.23671,16.531431969233843,-2.490042165584943,-0.1728665804977763,-0.039701740312380863,-0.13471518305106037,-0.007467200294837032,-0.1741457203458019,-0.5909079151028429,-0.03275375245717527,-4.3863497916109,0.06762855692251335,-5.232217821616835,-0.08508204673053964,1.7679401854784325,-3.9611863751788845,4.4132859287349,23.4763542796542,0.0,0.0,3.0,1.0
13,Unilateral,OECD37 as Home,1.3,0.9904229263987303,0.518658671741191,0.03619758815966381,1.3,0.05750006264697814,0.7786238142659195,0.04313927367081609,3.9440433661455025,23.536976250157302,27.481019616302806,1.6861248610653825,1.9150404836614368,5.797678542223388,0.6388380234273341,1.648380049870144,0.47448005224678996,0.1643579711805442,15.794958843554186,16.583599999999997,4.773527436867327,1.589076828596378,6.362604265463705,57.36079644424776,44.64362925285046,55.04162933029551,102.74363304102249,11.23671,16.522502378504136,-2.6002877032910474,-0.11297970124726409,-0.02367558936936866,-0.1525997134546385,-0.030436611215210997,-0.11352374984269886,-0.7317111065756698,-0.1459426493570426,-4.794970383697194,0.07283019880902719,-5.670985177864743,-0.2019261565396193,2.166231381151928,-4.618508310217356,3.9440433661455025,23.536976250157302,0.0,0.0,3.0,1.0
14,Unilateral,OECD37 as Home,1.4000000000000001,0.9969271969359811,0.5619465204486855,0.033627207167880625,1.4000000000000001,0.0578611323774178,0.7786238142659195,0.04250193779198739,3.438031129958027,23.61413537874433,27.052166508702356,1.632268202115131,1.9025461496380451,5.61249439414409,0.6232319027291816,1.5957290011748761,0.45253862180059684,0.17069328092858474,15.685895965092445,16.583599999999997,4.703003757509533,1.699554269763609,6.402558027273143,56.47233180326154,43.704213388426304,55.08402238700088,102.70967234348448,11.236709999999999,16.513315633627396,-2.693092404633121,-0.036308736267211185,-0.0069613035961592845,-0.1710289475172794,-0.0541951662440266,-0.036364621255671636,-0.8934250337326759,-0.28310598254032726,-5.223823491297644,0.07796012132974495,-6.118355390013276,-0.34351186102607717,2.6055482772024314,-5.354586813783813,3.438031129958027,23.61413537874433,0.0,0.0,3.0,1.0
15,Unilateral,OECD37 as Home,1.5,1.0051678078600157,0.6066462996431614,0.03156818585616063,1.5,0.05823765297196964,0.7786238142659195,0.0418917102486521,2.8842445244064816,23.711531871259005,26.59577639566549,1.5786559927444888,1.8869486121307848,5.428150776985771,0.6076226438857381,1.5433169299240026,0.43139091214498304,0.17623173174075504,15.55108177433386,16.583599999999997,4.635479720292982,1.8087417666469405,6.444221486939921,55.62817247515969,42.818904268516114,55.12842024690266,102.67425840276769,11.236709999999999,16.503911198472185,-2.767663590894187,0.06118950401210214,0.010744643689531597,-0.19024835525859493,-0.07906867609818315,0.06103187125900433,-1.0806512957421361,-0.44912696964961896,-5.6802136043345115,0.08301393081057973,-6.578602808817113,-0.5154002589945463,3.0869962452700253,-6.186848801538384,2.8842445244064816,23.711531871259005,0.0,0.0,3.0,1.0
16,Unilateral,OECD37 as Home,1.6,1.0156961748671125,0.6532408441542845,0.030498158363615635,1.6,0.05862798019571954,0.7786238142659195,0.041307870554669446,2.264696381040828,23.835388506075795,26.100084887116623,1.5246231524874232,1.8673891336138513,5.24236083593963,0.5917130361140561,1.4904936438351601,0.4108191845869181,0.18089385152713802,15.383505895862317,16.5836,4.570875600640318,1.9165371028728087,6.487412703513127,54.826506130032385,41.98505169242672,55.17464343779252,102.63754586868048,11.236710000000002,16.494332627622168,-2.8231228703622864,0.1863376440309077,0.02993707038829063,-0.21066555209671792,-0.10559940972041464,0.18488850607579366,-1.3010504603025197,-0.6521719344097754,-6.1759051128833775,0.08798391135904982,-7.0585552370772255,-0.7268892878854769,3.61174051521308,-7.143608449732747,2.264696381040828,23.835388506075795,0.0,0.0,3.0,1.0
17,Unilateral,OECD37 as Home,1.7000000000000002,1.029556345904369,0.702567600932611,0.02918285680582776,1.7000000000000002,0.05902979689130128,0.7786238142659195,0.04075055931533553,1.5459591232279168,23.99746608596554,25.543425209193458,1.4690057557252314,1.8422498268746295,5.0511224554209155,0.5749961565971679,1.436121272390152,0.3904922955606538,0.18450386103651406,15.16993098138326,16.583599999999997,4.509206957071228,2.022668317499234,6.531875274570461,54.06675025090907,41.201309794028205,55.222429363596575,102.59975268328174,11.236709999999999,16.484636873349114,-2.8586092471121036,0.35208116481023305,0.051535498988339486,-0.2330460671346357,-0.1348079169448606,0.34696608596554057,-1.5689977462265858,-0.9076030351449411,-6.732564790806542,0.09285512692314335,-7.570684998454598,-0.9954761435176035,4.1806464623707935,-8.276924546674628,1.5459591232279168,23.99746608596554,0.0,0.0,3.0,1.0
18,Unilateral,OECD37 as Home,1.8,1.04921748818668,0.7564597062791356,0.027095919125049023,1.8,0.05943879307861494,0.7786238142659195,0.04022215074865514,0.6499061720032212,24.225518834324156,24.875425006327376,1.4091666039747237,1.8077281606104274,4.845367725092369,0.5563475033257523,1.377621652211155,0.36972858600883046,0.18661891731692185,14.879193621103703,16.5836,4.450736505988252,2.1263957781603926,6.577132284148646,53.35136173438856,40.469429309896796,55.271272660735384,102.5612842251403,11.23671,16.474924464951314,-2.8739334520923343,0.5891126737895658,0.07769931550034186,-0.25920111887743774,-0.16911015794471626,0.5750188343241547,-1.9182347266851423,-1.2515107149601157,-7.400564993672624,0.09759205202303445,-8.14380895632522,-1.3623108698633861,4.792259432151579,-9.70684876148025,0.6499061720032212,24.225518834324156,0.0,0.0,3.0,1.0
19,Unilateral,OECD37 as Home,1.9000000000000001,1.0626583592080792,0.8075005959998907,0.02611876136395537,1.8701589552079698,0.059865005685415675,0.7786238142659195,0.03970744727766933,0.0,24.38019405693935,24.38019405693935,1.3605795341161473,1.7848633886562286,4.678302865986625,0.541987941731858,1.3301222300236903,0.35241249663574536,0.18957544509611268,14.684339243387546,16.5836,4.393782576736918,2.2305117803763106,6.624294357113228,52.65919199166204,39.76721200676523,55.32238374945254,102.5211964631204,11.236709999999997,16.46495716437553,-2.875163333333333,0.7524390045739103,0.09241551607987682,-0.2736378374225374,-0.18789612053338878,0.7296940569393477,-2.1605885265887608,-1.4835894262243663,-7.8957959430606515,0.10232030997088792,-8.62736035428741,-1.614257256145234,5.50949022874661,-10.819278027250403,0.0,24.38019405693935,0.0,0.0,3.0,1.0
20,Unilateral,OECD37 as Home,2.0,1.0573955248507043,0.846536865444516,0.025377696449323098,1.9039323902952203,0.06032497820035249,0.7786238142659195,0.039187671304670435,0.0,24.319747451748338,24.319747451748338,1.3364445150310482,1.7937469522275487,4.595315487354763,0.5375081565526973,1.3065274863117835,0.34162983236383104,0.1958783241888664,14.750205404958978,16.583599999999997,4.3362673555241615,2.3389247389272274,6.675192094451389,51.96488892075281,39.06896563849178,55.377778739415135,102.47793338638297,11.236709999999999,16.45436215257348,-2.875163333333333,0.6883640403260042,0.0841160193005177,-0.266245918960166,-0.17763655113447288,0.6692474517483369,-2.1183171087292365,-1.4133194862607752,-7.956242548251662,0.10721301677475947,-8.874016401268836,-1.539113848948081,6.331020278130422,-10.988741662043907,0.0,24.319747451748338,0.0,0.0,3.0,1.0
21,Unilateral,OECD37 as Home,2.1,1.0523365595020011,0.8853673957389534,0.02522440923164692,1.9377039552409545,0.06079955278541385,0.7786238142659195,0.03868523868732249,0.0,24.261500434325455,24.261500434325455,1.3131521303910043,1.802370147529207,4.515225476381631,0.5333679027164169,1.283756514220019,0.33137193337407406,0.20199596934234276,14.813629744347805,16.583599999999997,4.280671243675157,2.447034363634992,6.727705607310148,51.29824713749018,38.40461789525167,55.435181359611015,102.433296900453,11.236709999999997,16.443592588865744,-2.875163333333333,0.626921298471453,0.07623697421010107,-0.25923843613580244,-0.16787247576799738,0.6110004343254545,-2.0776637414321755,-1.3454122054065678,-8.014489565674545,0.11205841888020585,-9.116321594382923,-1.4665304859407138,7.159600555158756,-11.159285908275747,0.0,24.261500434325455,0.0,0.0,3.0,1.0
22,Unilateral,OECD37 as Home,2.2,1.047469069838555,0.9240040498679172,0.024778672724795166,1.971473119706472,0.06128832218263083,0.7786238142659195,0.0381992335928403,0.0,24.205325689197906,24.205325689197906,1.2906592408314674,1.8107455910772965,4.4378844999431895,0.5295468434480054,1.2617671400817088,0.3216041490877899,0.2079426943602155,14.874722293946464,16.5836,4.226892900751004,2.554896930269536,6.781789831020539,50.657621388827465,37.77210149239676,55.49455841573786,102.38732531029916,11.236709999999997,16.432659001100788,-2.875163333333333,0.5679433282678031,0.06874597527929698,-0.25258894280156574,-0.15857000393577836,0.5548256891979051,-2.038560565971828,-1.279765271528234,-8.070664310802094,0.11685705328333784,-9.3544240535724,-1.3963659158641797,7.994976285916577,-11.330752170181919,0.0,24.205325689197906,0.0,0.0,3.0,1.0
23,Unilateral,OECD37 as Home,2.3000000000000003,1.04278139175366,0.9624580912370699,0.02440838962896424,2.0052394829907296,0.061790914485852,0.7786238142659195,0.03772880275708265,0.0,24.151102604844912,24.151102604844912,1.2689257425776328,1.8188855449465715,4.363154662679484,0.5260263983152875,1.2405201578666005,0.31229471181780716,0.21373168649748034,14.933589706565662,16.583599999999997,4.174837909775189,2.66256570295367,6.837403612728858,50.04149143971485,37.16951355663141,55.55588045031758,102.34005359584712,11.236710000000002,16.42157057006465,-2.875163333333333,0.5112734622218743,0.06161348219341756,-0.2462729682581085,-0.14969787161576537,0.5006026048449108,-2.0009401355677348,-1.2162783501724768,-8.124887395155088,0.1216094856278912,-9.588462855792926,-1.3284846248777133,8.836923699811,-11.50298949597156,0.0,24.151102604844912,0.0,0.0,3.0,1.0
24,Unilateral,OECD37 as Home,2.4000000000000004,1.0382628842068797,1.0007396920318539,0.024529166078262717,2.0390025762387336,0.06230698658534603,0.7786238142659195,0.03727315347642332,0.0,24.098720862912614,24.098720862912614,1.2479140682076713,1.8268013128956961,4.29090679038731,0.5227894334293434,1.2199788411197918,0.30341441961057986,0.21937501381876345,14.990330376672027,16.583599999999997,4.124418555026349,2.7700904309903187,6.894508986016667,49.44845477416889,36.59510405301941,55.619121009025974,102.29151402855246,11.23671,16.410335369921846,-2.875163333333333,0.4567691429413858,0.05481302564443447,-0.240268572462321,-0.14122794023803842,0.4482208629126134,-1.9647407822081817,-1.1548588770029333,-8.177269137087386,0.12631627271089885,-9.818571282419544,-1.2627626561933558,9.685222348743757,-11.675869234299093,0.0,24.098720862912614,0.0,0.0,3.0,1.0
25,Unilateral,OECD37 as Home,2.5,1.033903719308967,1.038858387956512,0.02497890959010854,2.072762107265479,0.06283622377577881,0.7786238142659195,0.03683154629681415,0.0,24.0480782002352,24.0480782002352,1.2275890087107746,1.8345035079936673,4.221019818173333,0.5198201540903359,1.2001087690031047,0.2949363774755861,0.2248837766147498,15.045036631910305,16.583599999999993,4.075553013054832,2.87751811446702,6.953071127521853,48.87721287125042,36.04725838943031,55.68425664861892,102.24173620827307,11.236709999999999,16.39896045588418,-2.875163333333333,0.40429916448535463,0.04832066870801452,-0.23455582000061764,-0.133134595103098,0.3975782002351984,-1.9299045990865906,-1.0954197060056892,-8.2279117997648,0.13097798303849895,-10.044876965631943,-1.199084689497347,10.539661892233086,-11.849278737158675,0.0,24.0480782002352,0.0,0.0,3.0,1.0
26,Unilateral,OECD37 as Home,2.6,1.029694707750517,1.0768231268199062,0.025259103240614103,2.106517834570423,0.06337833828970925,0.7786238142659195,0.03640328993635686,0.0,23.999078538832496,23.999078538832496,1.2079176149206272,1.8420022806017455,4.1533804515366874,0.5171040238840499,1.1808777299350193,0.28683579524457725,0.23026822863947255,15.097796612709194,16.583599999999997,4.02816479084564,2.984893403818743,7.013058194664383,48.32656096766162,35.52448399614292,55.75126681254459,102.19074720120193,11.236709999999999,16.387451965820336,-2.875163333333333,0.3537413874416102,0.042114566582946864,-0.22911633962172315,-0.12539424731971324,0.3485785388324949,-1.8963756573557866,-1.0378770828050072,-8.276911461167504,0.1355952018958676,-10.26750128661544,-1.1373415531254396,11.400049258379301,-12.023115107125085,0.0,23.999078538832496,0.0,0.0,3.0,1.0
27,Unilateral,OECD37 as Home,2.7,1.025627420800916,1.1146421112119658,0.025636794184717357,2.1402695320128817,0.06393306417240345,0.7786238142659195,0.0359877396850472,0.0,23.951633543786304,23.951633543786304,1.188868946569828,1.8493070305383026,4.087882303501804,0.514627586058001,1.1622554762626487,0.2790897920086817,0.23553779404931924,15.148691982209757,16.5836,3.982182548743921,3.0922582097806477,7.0744407585245686,47.79538272265579,35.02540198171298,55.82013324854173,102.13857202192075,11.23671,16.375815288744835,-2.875163333333333,0.30498404516074884,0.036174993871330774,-0.22393353183910553,-0.11798550510902389,0.3011335437863032,-1.8641025415275934,-0.982153401193937,-8.324356456213696,0.1401685036728807,-10.486560614083256,-1.077432868594335,12.266194622896966,-12.197291273962218,0.0,23.951633543786304,0.0,0.0,3.0,1.0
28,Unilateral,OECD37 as Home,2.8000000000000003,1.021693977802868,1.1523231184902065,0.0259802680713824,2.1740170962930745,0.06450015839055864,0.7786238142659195,0.03558429131111335,0.0,23.905660275709668,23.905660275709668,1.1704139612406084,1.8564267199448652,4.024425512779521,0.512378412473979,1.1442136156983542,0.2716772126540822,0.2407011998198968,15.197800465078997,16.583599999999997,3.9375394261677608,3.1996525003600045,7.137191926527766,47.2826394691656,34.54873399668146,55.89084019034088,102.08523352911804,11.236709999999999,16.364055091251913,-2.875163333333333,0.25792304636460417,0.030483897781135513,-0.21899208031235118,-0.11088863080371092,0.2551602757096667,-1.8330359192226489,-0.9281744025021581,-8.370329724290333,0.1446984765056345,-10.702166139886566,-1.0192638113832926,13.13792132293598,-12.371729021278643,0.0,23.905660275709668,0.0,0.0,3.0,1.0
29,Unilateral,OECD37 as Home,2.9000000000000004,1.0178869483410171,1.189873258707471,0.02623339245073083,2.207760207048488,0.06507939664053214,0.7786238142659195,0.03519237962469347,0.0,23.861080150409546,23.861080150409546,1.152525528758258,1.8633699971212903,3.9629167932583558,0.5103450567283446,1.1267256253909677,0.26457852195005305,0.24576653477829144,15.24519691847924,16.5836,3.8941728826735478,3.3071139959350044,7.201286878608553,46.78736578381792,34.09329542006934,55.96337387928286,102.03075281984937,11.236709999999999,16.352175448699565,-2.875163333333333,0.21246068614026456,0.025024647224211594,-0.21427769142619513,-0.10408525383236901,0.2105801504095446,-1.8031274561297934,-0.8758680276711246,-8.414909849590455,0.14918570053935643,-10.914422308388165,-0.9627436950050452,14.015071429189135,-12.546353761863383,0.0,23.861080150409546,0.0,0.0,3.0,1.0
